DATE,MODE**,PARTICULARS,DEPOSITS,WITHDRAWALS,BALANCE
21-01-2023,OTHER ATMS,NFS/41723785/CASH WDL/21-01-23,,79.0,251196.0
23-01-2023,UPI,UPI/475475224395/UPI/mohandas670@okhdfcbank/State Bank Of I/,,1680.0,249516.0
23-01-2023,UPI,UPI/402130148988/UPI/anjalirao932@ybl/State Bank Of I/,,699.0,248817.0
25-01-2023,OTHER ATMS,NFS/10788932/CASH WDL/25-01-23,,449.0,248368.0
26-01-2023,BILL,BIL/INFT/946146739211/BOOKMYSHOW/PAYMENT,,2380.0,245988.0
26-01-2023,BILL,BIL/INFT/482373436374/FLIPKART/PAYMENT,,249.0,245739.0
26-01-2023,UPI,UPI/139430120194/UPI/santoshiye387@okaxis/State Bank Of I/,,310.0,245429.0
27-01-2023,DEBIT CARD,VPS/MEDPLUS/246035438206/SECUNDERABAD,,79.0,245350.0
28-01-2023,UPI,UPI/467484065029/UPI/vinaypatil765@ybl/State Bank Of I/,,49.0,245301.0
29-01-2023,UPI,UPI/380659028162/UPI/tarageorge488@okaxis/State Bank Of I/,,1250.0,244051.0
01-02-2023,DEBIT CARD,VPS/HPCL/029568488592/MARATHAHALLI,,120.0,243931.0
01-02-2023,UPI,UPI/916624887206/UPI/sunilshett15@okhdfcbank/State Bank Of I/,,79.0,243852.0
03-02-2023,SALARY,NEFT-917961106565-TECHNOVA SOLUTIONS-SALARY-628984-HDFC0621031,78000.0,,321852.0
03-02-2023,BILL,BIL/INFT/837381432026/DMART/PAYMENT,,79.0,321773.0
05-02-2023,BILL,BIL/INFT/936084140299/FLIPKART/PAYMENT,,699.0,321074.0
05-02-2023,BILL,BIL/INFT/892694845937/DMART/PAYMENT,,3499.0,317575.0
06-02-2023,BILL,BIL/INFT/273937103621/FLIPKART/PAYMENT,,5200.0,312375.0
06-02-2023,UPI,UPI/867140823271/UPI/smitharao422@paytm/State Bank Of I/,,999.0,311376.0
07-02-2023,NEFT,NEFT DR-HDFC0208862-KIRAN REDDY-641285371778-RENT,,26500.0,284876.0
07-02-2023,BILL,BIL/INFT/827875993567/PVR CINEMAS/PAYMENT,,1680.0,283196.0
08-02-2023,UPI,UPI/881821043205/UPI/meerapilla94@okaxis/State Bank Of I/,,699.0,282497.0
09-02-2023,UPI,UPI/782426563525/UPI/smitharao612@oksbi/State Bank Of I/,,5200.0,277297.0
12-02-2023,OTHER ATMS,NFS/81619985/CASH WDL/12-02-23,,249.0,277048.0
12-02-2023,BILL,BIL/INFT/930061443471/IOCL/PAYMENT,,2380.0,274668.0
13-02-2023,OTHER ATMS,NFS/71921930/CASH WDL/13-02-23,,249.0,274419.0
14-02-2023,UPI,UPI/747861610044/UPI/rohitsharm645@oksbi/State Bank Of I/,,7800.0,266619.0
15-02-2023,BILL,BIL/INFT/465195439260/IOCL/PAYMENT,,2380.0,264239.0
15-02-2023,OTHER ATMS,NFS/93972672/CASH WDL/15-02-23,,449.0,263790.0
15-02-2023,UPI,UPI/722489700140/UPI/reshmakhan50@okaxis/State Bank Of I/,,249.0,263541.0
15-02-2023,UPI,UPI/117074955390/UPI/reshmakhan472@okaxis/State Bank Of I/,,120.0,263421.0
16-02-2023,DEBIT CARD,VPS/MEDPLUS/621609246969/KORAMANGALA,,3499.0,259922.0
17-02-2023,UPI,UPI/015989438508/UPI/santoshiye547@okhdfcbank/State Bank Of I/,,2380.0,257542.0
17-02-2023,OTHER ATMS,NFS/19040582/CASH WDL/17-02-23,,2380.0,255162.0
18-02-2023,DEBIT CARD,VPS/OLA/037380118327/BANJARA HILLS,,999.0,254163.0
18-02-2023,OTHER ATMS,NFS/84249383/CASH WDL/18-02-23,,249.0,253914.0
18-02-2023,DEBIT CARD,VPS/BOOKMYSHOW/396285245907/KORAMANGALA,,2380.0,251534.0
19-02-2023,DEBIT CARD,VPS/APOLLO PHA/260329974008/KUKATPALLY,,449.0,251085.0
20-02-2023,OTHER ATMS,NFS/12687421/CASH WDL/20-02-23,,1250.0,249835.0
21-02-2023,DEBIT CARD,VPS/IRCTC/405839130920/MANGALURU,,310.0,249525.0
21-02-2023,DEBIT CARD,VPS/AIRTEL/868524589709/SECUNDERABAD,,2380.0,247145.0
23-02-2023,DEBIT CARD,VPS/DMART/250048888213/KUKATPALLY,,249.0,246896.0
23-02-2023,BILL,BIL/INFT/403273999847/JIO/PAYMENT,,5200.0,241696.0
23-02-2023,OTHER ATMS,NFS/40967611/CASH WDL/23-02-23,,449.0,241247.0
24-02-2023,UPI,UPI/780086663105/UPI/divyamenon973@okaxis/State Bank Of I/,,5200.0,236047.0
24-02-2023,BILL,BIL/INFT/069247636755/DMART/PAYMENT,,1250.0,234797.0
26-02-2023,DEBIT CARD,VPS/RELIANCE F/522718972893/SECUNDERABAD,,449.0,234348.0
26-02-2023,MOBILE BANKING,MMT/IMPS/094941513575/POOJA SHARMA/HDFC BANK LTD,1200.0,,235548.0
26-02-2023,UPI,UPI/154304768752/UPI/rajeshverm751@paytm/State Bank Of I/,,999.0,234549.0
26-02-2023,OTHER ATMS,NFS/89397282/CASH WDL/26-02-23,,1680.0,232869.0
27-02-2023,OTHER ATMS,NFS/06501575/CASH WDL/27-02-23,,249.0,232620.0
27-02-2023,OTHER ATMS,NFS/57947772/CASH WDL/27-02-23,,3499.0,229121.0
28-02-2023,OTHER ATMS,NFS/93502232/CASH WDL/28-02-23,,3499.0,225622.0
01-03-2023,SALARY,NEFT-856194508577-TECHNOVA SOLUTIONS-SALARY-628984-HDFC0507699,78500.0,,304122.0
02-03-2023,MOBILE BANKING,MMT/IMPS/795967944525/SHAHID KHAN/HDFC BANK LTD,850.0,,304972.0
02-03-2023,UPI,UPI/695272531856/UPI/sunilshett328@paytm/State Bank Of I/,,249.0,304723.0
02-03-2023,OTHER ATMS,NFS/61477102/CASH WDL/02-03-23,,49.0,304674.0
02-03-2023,BILL,BIL/INFT/372285946282/IRCTC/PAYMENT,,449.0,304225.0
03-03-2023,MOBILE BANKING,MMT/IMPS/787169676624/GANESH KUMAR/HDFC BANK LTD,500.0,,304725.0
05-03-2023,OTHER ATMS,NFS/42218527/CASH WDL/05-03-23,,2380.0,302345.0
06-03-2023,BILL,BIL/INFT/640911028089/DMART/PAYMENT,,1250.0,301095.0
06-03-2023,NEFT,NEFT DR-HDFC0256905-HARISH MENON-626118796831-RENT,,18000.0,283095.0
06-03-2023,DEBIT CARD,VPS/APOLLO PHA/729478116845/MANGALURU,,120.0,282975.0
07-03-2023,BILL,BIL/INFT/872616982767/AMAZON/PAYMENT,,120.0,282855.0
09-03-2023,DEBIT CARD,VPS/IRCTC/468250626502/BTM LAYOUT,,120.0,282735.0
09-03-2023,UPI,UPI/524257873565/UPI/kavyareddy373@okaxis/State Bank Of I/,,120.0,282615.0
10-03-2023,OTHER ATMS,NFS/77033451/CASH WDL/10-03-23,,449.0,282166.0
11-03-2023,BILL,BIL/INFT/875241658390/PVR CINEMAS/PAYMENT,,850.0,281316.0
11-03-2023,DEBIT CARD,VPS/APOLLO PHA/843897999074/BANJARA HILLS,,1250.0,280066.0
12-03-2023,DEBIT CARD,VPS/BESCOM/924915903922/MARATHAHALLI,,5200.0,274866.0
12-03-2023,MOBILE BANKING,MMT/IMPS/612291510648/REKHA PILLAI/HDFC BANK LTD,500.0,,275366.0
13-03-2023,UPI,UPI/049112209948/UPI/reshmakhan701@okhdfcbank/State Bank Of I/,,449.0,274917.0
13-03-2023,MOBILE BANKING,MMT/IMPS/408524030617/GOPAL VERMA/HDFC BANK LTD,7500.0,,282417.0
14-03-2023,MOBILE BANKING,MMT/IMPS/805424885102/ROHIT SHARMA/HDFC BANK LTD,24000.0,,306417.0
14-03-2023,MOBILE BANKING,MMT/IMPS/912349048627/FARHAN KHAN/HDFC BANK LTD,18500.0,,324917.0
14-03-2023,MOBILE BANKING,MMT/IMPS/677035299379/GOPAL VERMA/HDFC BANK LTD,24000.0,,348917.0
16-03-2023,BILL,BIL/INFT/721621019256/BPCL/PAYMENT,,1680.0,347237.0
16-03-2023,OTHER ATMS,NFS/62937033/CASH WDL/16-03-23,,2380.0,344857.0
16-03-2023,DEBIT CARD,VPS/JIO/568482362069/WHITEFIELD,,999.0,343858.0
17-03-2023,DEBIT CARD,VPS/APOLLO PHA/230201957287/BANJARA HILLS,,449.0,343409.0
18-03-2023,UPI,UPI/807480692104/UPI/naveenkuma522@okhdfcbank/State Bank Of I/,,310.0,343099.0
19-03-2023,OTHER ATMS,NFS/59772785/CASH WDL/19-03-23,,699.0,342400.0
19-03-2023,MOBILE BANKING,MMT/IMPS/661366152768/POOJA SHARMA/HDFC BANK LTD,500.0,,342900.0
20-03-2023,MOBILE BANKING,MMT/IMPS/312195908251/AYESHA KHAN/HDFC BANK LTD,4800.0,,347700.0
20-03-2023,OTHER ATMS,NFS/58449101/CASH WDL/20-03-23,,79.0,347621.0
21-03-2023,UPI,UPI/931059028302/UPI/anjalirao569@ybl/State Bank Of I/,,7800.0,339821.0
21-03-2023,BILL,BIL/INFT/058074482755/ZOMATO/PAYMENT,,49.0,339772.0
21-03-2023,BILL,BIL/INFT/262872042537/PVR CINEMAS/PAYMENT,,999.0,338773.0
21-03-2023,UPI,UPI/619529981595/UPI/mohandas584@ybl/State Bank Of I/,,310.0,338463.0
22-03-2023,OTHER ATMS,NFS/67618816/CASH WDL/22-03-23,,120.0,338343.0
22-03-2023,MOBILE BANKING,MMT/IMPS/902856538192/LATHA MURTHY/HDFC BANK LTD,500.0,,338843.0
22-03-2023,DEBIT CARD,VPS/PVR CINEMA/039185224919/HYDERABAD,,310.0,338533.0
23-03-2023,BILL,BIL/INFT/723438062139/AIRTEL/PAYMENT,,120.0,338413.0
23-03-2023,OTHER ATMS,NFS/26421988/CASH WDL/23-03-23,,249.0,338164.0
24-03-2023,OTHER ATMS,NFS/86243949/CASH WDL/24-03-23,,79.0,338085.0
24-03-2023,UPI,UPI/052901314280/UPI/anjalirao347@okhdfcbank/State Bank Of I/,,5200.0,332885.0
25-03-2023,INTEREST,CREDIT INTEREST CAPITALISED,38.29,,332923.29
25-03-2023,CHARGES,GST ON BANK CHARGES,,17.7,332905.59
25-03-2023,DEBIT CARD,VPS/FLIPKART/891624734453/BANJARA HILLS,,999.0,331906.59
25-03-2023,UPI,UPI/450541955327/UPI/vinaypatil700@ybl/State Bank Of I/,,850.0,331056.59
26-03-2023,DEBIT CARD,VPS/FLIPKART/854348237378/BANJARA HILLS,,699.0,330357.59
27-03-2023,BILL,BIL/INFT/409516341460/AMAZON/PAYMENT,,449.0,329908.59
28-03-2023,DEBIT CARD,VPS/MEDPLUS/750599365796/BTM LAYOUT,,3499.0,326409.59
29-03-2023,UPI,UPI/675063602682/UPI/vinaypatil362@okaxis/State Bank Of I/,,449.0,325960.59
31-03-2023,DEBIT CARD,VPS/OLA/942471120579/HSR LAYOUT,,49.0,325911.59
01-04-2023,SALARY,NEFT-661407204079-TECHNOVA SOLUTIONS-SALARY-628984-HDFC0348241,78500.0,,404411.59
01-04-2023,UPI,UPI/398495572690/UPI/rahulsingh669@ybl/State Bank Of I/,,5200.0,399211.59
01-04-2023,UPI,UPI/637417389566/UPI/harishmeno53@okaxis/State Bank Of I/,,120.0,399091.59
01-04-2023,MOBILE BANKING,MMT/IMPS/318204589074/KAVITHA RAO/HDFC BANK LTD,1200.0,,400291.59
01-04-2023,MOBILE BANKING,MMT/IMPS/333357252799/TARA SINGH/HDFC BANK LTD,850.0,,401141.59
03-04-2023,OTHER ATMS,NFS/81928190/CASH WDL/03-04-23,,999.0,400142.59
04-04-2023,MOBILE BANKING,MMT/IMPS/769723787539/GEETA DEVI/HDFC BANK LTD,850.0,,400992.59
04-04-2023,OTHER ATMS,NFS/72790742/CASH WDL/04-04-23,,999.0,399993.59
05-04-2023,DEBIT CARD,VPS/SWIGGY/872595368463/WHITEFIELD,,3499.0,396494.59
05-04-2023,DEBIT CARD,VPS/AIRTEL/680829567329/HYDERABAD,,1680.0,394814.59
05-04-2023,NEFT,NEFT DR-HDFC0032994-SUNIL SHETTY-126464721995-RENT,,31000.0,363814.59
06-04-2023,MOBILE BANKING,MMT/IMPS/211507626490/SURESH BABU/HDFC BANK LTD,1200.0,,365014.59
07-04-2023,BILL,BIL/INFT/581990150390/IOCL/PAYMENT,,2380.0,362634.59
08-04-2023,BILL,BIL/INFT/307176182887/SWIGGY/PAYMENT,,310.0,362324.59
08-04-2023,OTHER ATMS,NFS/37583045/CASH WDL/08-04-23,,2380.0,359944.59
09-04-2023,MOBILE BANKING,MMT/IMPS/391438652912/POOJA SHARMA/HDFC BANK LTD,850.0,,360794.59
10-04-2023,MOBILE BANKING,MMT/IMPS/621871554501/RESHMA KHAN/HDFC BANK LTD,500.0,,361294.59
12-04-2023,OTHER ATMS,NFS/96004890/CASH WDL/12-04-23,,79.0,361215.59
13-04-2023,BILL,BIL/INFT/061459826622/DMART/PAYMENT,,1250.0,359965.59
13-04-2023,DEBIT CARD,VPS/AIRTEL/881689375107/MUMBAI,,850.0,359115.59
13-04-2023,BILL,BIL/INFT/482264006899/IOCL/PAYMENT,,1680.0,357435.59
13-04-2023,MOBILE BANKING,MMT/IMPS/978123440108/PRIYA NAIR/HDFC BANK LTD,1200.0,,358635.59
14-04-2023,MOBILE BANKING,MMT/IMPS/007859247583/PREETHI IYER/HDFC BANK LTD,18500.0,,377135.59
14-04-2023,MOBILE BANKING,MMT/IMPS/289953014408/MALLIKA DAS/HDFC BANK LTD,24000.0,,401135.59
14-04-2023,BILL,BIL/INFT/590248062066/HPCL/PAYMENT,,1250.0,399885.59
14-04-2023,MOBILE BANKING,MMT/IMPS/133443965379/SUNIL YADAV/HDFC BANK LTD,4800.0,,404685.59
14-04-2023,OTHER ATMS,NFS/87501710/CASH WDL/14-04-23,,1250.0,403435.59
15-04-2023,DEBIT CARD,VPS/MEDPLUS/357180268655/HYDERABAD,,310.0,403125.59
15-04-2023,DEBIT CARD,VPS/BPCL/574724629750/MUMBAI,,120.0,403005.59
18-04-2023,UPI,UPI/051838990019/UPI/vikramnair553@ybl/State Bank Of I/,,120.0,402885.59
18-04-2023,BILL,BIL/INFT/311434076670/HPCL/PAYMENT,,850.0,402035.59
18-04-2023,UPI,UPI/284567608756/UPI/arjunmehta474@ybl/State Bank Of I/,,1250.0,400785.59
19-04-2023,UPI,UPI/138285896482/UPI/meerapilla765@okaxis/State Bank Of I/,,79.0,400706.59
21-04-2023,BILL,BIL/INFT/769340838628/IRCTC/PAYMENT,,310.0,400396.59
21-04-2023,BILL,BIL/INFT/087894785673/BPCL/PAYMENT,,3499.0,396897.59
22-04-2023,UPI,UPI/852444738837/UPI/rahulsingh645@okhdfcbank/State Bank Of I/,,999.0,395898.59
22-04-2023,BILL,BIL/INFT/991800921485/AIRTEL/PAYMENT,,49.0,395849.59
23-04-2023,DEBIT CARD,VPS/DMART/384765715250/KUKATPALLY,,999.0,394850.59
25-04-2023,DEBIT CARD,VPS/OLA/391228566245/MYSURU,,5200.0,389650.59
26-04-2023,BILL,BIL/INFT/220028437317/IOCL/PAYMENT,,49.0,389601.59
27-04-2023,OTHER ATMS,NFS/69371398/CASH WDL/27-04-23,,49.0,389552.59
27-04-2023,MOBILE BANKING,MMT/IMPS/506318883824/ANAND KUMAR/HDFC BANK LTD,1200.0,,390752.59
27-04-2023,UPI,UPI/410296771311/UPI/arjunmehta136@okaxis/State Bank Of I/,,79.0,390673.59
28-04-2023,MOBILE BANKING,MMT/IMPS/393745253591/IMRAN KHAN/HDFC BANK LTD,850.0,,391523.59
28-04-2023,MOBILE BANKING,MMT/IMPS/837422388103/RAMESH GOWDA/HDFC BANK LTD,11200.0,,402723.59
29-04-2023,MOBILE BANKING,MMT/IMPS/816903456458/PRIYA NAIR/HDFC BANK LTD,500.0,,403223.59
29-04-2023,UPI,UPI/227108325489/UPI/ayeshakhan719@paytm/State Bank Of I/,,850.0,402373.59
30-04-2023,OTHER ATMS,NFS/11957618/CASH WDL/30-04-23,,120.0,402253.59
01-05-2023,BILL,BIL/INFT/947319744927/AIRTEL/PAYMENT,,7800.0,394453.59
01-05-2023,BILL,BIL/INFT/983981537563/AMAZON/PAYMENT,,120.0,394333.59
01-05-2023,SALARY,NEFT-635516976418-TECHNOVA SOLUTIONS-SALARY-628984-HDFC0484626,78500.0,,472833.59
03-05-2023,UPI,UPI/043584265018/UPI/farhankhan617@paytm/State Bank Of I/,,5200.0,467633.59
03-05-2023,DEBIT CARD,VPS/PVR CINEMA/588935595591/JAYANAGAR,,79.0,467554.59
03-05-2023,DEBIT CARD,VPS/DMART/812920469212/INDIRANAGAR,,850.0,466704.59
04-05-2023,UPI,UPI/826804726509/UPI/smitharao301@okaxis/State Bank Of I/,,449.0,466255.59
04-05-2023,MOBILE BANKING,MMT/IMPS/277984340082/RANJIT SINGH/HDFC BANK LTD,7500.0,,473755.59
05-05-2023,BILL,BIL/INFT/054590483190/JIO/PAYMENT,,3499.0,470256.59
06-05-2023,NEFT,NEFT DR-HDFC0408048-VINAY PATIL-034103319915-RENT,,31000.0,439256.59
06-05-2023,BILL,BIL/INFT/679054670946/DMART/PAYMENT,,79.0,439177.59
07-05-2023,OTHER ATMS,NFS/40497805/CASH WDL/07-05-23,,999.0,438178.59
08-05-2023,OTHER ATMS,NFS/79841015/CASH WDL/08-05-23,,310.0,437868.59
08-05-2023,DEBIT CARD,VPS/IRCTC/889290955736/INDIRANAGAR,,310.0,437558.59
09-05-2023,OTHER ATMS,NFS/29529423/CASH WDL/09-05-23,,120.0,437438.59
09-05-2023,BILL,BIL/INFT/176012659890/BPCL/PAYMENT,,120.0,437318.59
09-05-2023,UPI,UPI/921326647227/UPI/smitharao344@okhdfcbank/State Bank Of I/,,699.0,436619.59
10-05-2023,MOBILE BANKING,MMT/IMPS/229465974395/SNEHA PATIL/HDFC BANK LTD,4800.0,,441419.59
11-05-2023,DEBIT CARD,VPS/DMART/544709231607/SECUNDERABAD,,7800.0,433619.59
11-05-2023,BILL,BIL/INFT/128075631080/HPCL/PAYMENT,,699.0,432920.59
14-05-2023,OTHER ATMS,NFS/42972668/CASH WDL/14-05-23,,79.0,432841.59
14-05-2023,BILL,BIL/INFT/355872093746/IOCL/PAYMENT,,5200.0,427641.59
15-05-2023,MOBILE BANKING,MMT/IMPS/788926085130/GANESH KUMAR/HDFC BANK LTD,18500.0,,446141.59
16-05-2023,MOBILE BANKING,MMT/IMPS/168889935337/TANVI RAO/HDFC BANK LTD,24000.0,,470141.59
17-05-2023,MOBILE BANKING,MMT/IMPS/793456284526/LAKSHMI VENKAT/HDFC BANK LTD,850.0,,470991.59
17-05-2023,OTHER ATMS,NFS/96666584/CASH WDL/17-05-23,,699.0,470292.59
18-05-2023,BILL,BIL/INFT/862010278656/JIO/PAYMENT,,699.0,469593.59
21-05-2023,OTHER ATMS,NFS/06763024/CASH WDL/21-05-23,,999.0,468594.59
22-05-2023,OTHER ATMS,NFS/17472084/CASH WDL/22-05-23,,310.0,468284.59
22-05-2023,OTHER ATMS,NFS/67456401/CASH WDL/22-05-23,,120.0,468164.59
22-05-2023,NEFT,NEFT-590095530035-SOUTHERN RETAILS-REIMB-628984-HDFC0526883,24000.0,,492164.59
22-05-2023,MOBILE BANKING,MMT/IMPS/258022523291/VIKRAM NAIR/HDFC BANK LTD,11200.0,,503364.59
22-05-2023,UPI,UPI/007171580131/UPI/ayeshakhan183@paytm/State Bank Of I/,,2380.0,500984.59
22-05-2023,OTHER ATMS,NFS/73969044/CASH WDL/22-05-23,,2380.0,498604.59
23-05-2023,BILL,BIL/INFT/130587678062/MEDPLUS/PAYMENT,,999.0,497605.59
23-05-2023,BILL,BIL/INFT/560578142439/AMAZON/PAYMENT,,249.0,497356.59
23-05-2023,DEBIT CARD,VPS/AMAZON/681253871609/KORAMANGALA,,49.0,497307.59
24-05-2023,BILL,BIL/INFT/599468954864/BOOKMYSHOW/PAYMENT,,249.0,497058.59
25-05-2023,MOBILE BANKING,MMT/IMPS/400227900690/FATIMA SHEIKH/HDFC BANK LTD,7500.0,,504558.59
27-05-2023,DEBIT CARD,VPS/DMART/004326577493/MARATHAHALLI,,49.0,504509.59
28-05-2023,OTHER ATMS,NFS/86941383/CASH WDL/28-05-23,,3499.0,501010.59
30-05-2023,OTHER ATMS,NFS/49398428/CASH WDL/30-05-23,,850.0,500160.59
31-05-2023,BILL,BIL/INFT/387062038175/UBER/PAYMENT,,7800.0,492360.59
31-05-2023,DEBIT CARD,VPS/BOOKMYSHOW/457915908782/BANJARA HILLS,,449.0,491911.59
01-06-2023,UPI,UPI/886019864559/UPI/kavyareddy462@ybl/State Bank Of I/,,449.0,491462.59
02-06-2023,SALARY,NEFT-357796495289-TECHNOVA SOLUTIONS-SALARY-628984-HDFC0690021,77250.0,,568712.59
02-06-2023,OTHER ATMS,NFS/45526855/CASH WDL/02-06-23,,999.0,567713.59
04-06-2023,OTHER ATMS,NFS/51147625/CASH WDL/04-06-23,,49.0,567664.59
05-06-2023,DEBIT CARD,VPS/JIO/113921578983/KORAMANGALA,,7800.0,559864.59
06-06-2023,NEFT,NEFT DR-HDFC0729439-KIRAN REDDY-138077049044-RENT,,31000.0,528864.59
06-06-2023,OTHER ATMS,NFS/83131002/CASH WDL/06-06-23,,449.0,528415.59
08-06-2023,OTHER ATMS,NFS/24922110/CASH WDL/08-06-23,,5200.0,523215.59
08-06-2023,UPI,UPI/980955751801/UPI/divyamenon591@okaxis/State Bank Of I/,,1680.0,521535.59
08-06-2023,DEBIT CARD,VPS/BOOKMYSHOW/958034551106/MYSURU,,79.0,521456.59
09-06-2023,BILL,BIL/INFT/326408535271/UBER/PAYMENT,,3499.0,517957.59
09-06-2023,UPI,UPI/349189216631/UPI/anjalirao259@ybl/State Bank Of I/,,120.0,517837.59
11-06-2023,BILL,BIL/INFT/194357705496/AIRTEL/PAYMENT,,999.0,516838.59
11-06-2023,MOBILE BANKING,MMT/IMPS/778521579102/ANITHA KRISHNAN/HDFC BANK LTD,7500.0,,524338.59
12-06-2023,BILL,BIL/INFT/780320062809/PVR CINEMAS/PAYMENT,,7800.0,516538.59
12-06-2023,MOBILE BANKING,MMT/IMPS/117364370893/ADITYA KUMAR/HDFC BANK LTD,2500.0,,519038.59
14-06-2023,OTHER ATMS,NFS/03767982/CASH WDL/14-06-23,,249.0,518789.59
15-06-2023,BILL,BIL/INFT/989519895169/IRCTC/PAYMENT,,3499.0,515290.59
15-06-2023,UPI,UPI/658362910470/UPI/meerapilla238@paytm/State Bank Of I/,,2380.0,512910.59
15-06-2023,OTHER ATMS,NFS/22788236/CASH WDL/15-06-23,,2380.0,510530.59
16-06-2023,MOBILE BANKING,MMT/IMPS/367037797727/ARCHANA PILLAI/HDFC BANK LTD,4800.0,,515330.59
17-06-2023,UPI,UPI/808928427707/UPI/tarageorge979@okaxis/State Bank Of I/,,49.0,515281.59
17-06-2023,UPI,UPI/658665246858/UPI/tarageorge726@okhdfcbank/State Bank Of I/,,449.0,514832.59
17-06-2023,UPI,UPI/255091516897/UPI/sunilshett334@oksbi/State Bank Of I/,,249.0,514583.59
18-06-2023,UPI,UPI/285741487198/UPI/mohandas413@paytm/State Bank Of I/,,79.0,514504.59
18-06-2023,BILL,BIL/INFT/131212691415/DMART/PAYMENT,,120.0,514384.59
18-06-2023,OTHER ATMS,NFS/26382831/CASH WDL/18-06-23,,1680.0,512704.59
19-06-2023,MOBILE BANKING,MMT/IMPS/592761417904/MOHAMMED IRFAN/HDFC BANK LTD,11200.0,,523904.59
19-06-2023,NEFT,NEFT-981757699089-SOUTHERN RETAILS-REIMB-628984-HDFC0938290,12000.0,,535904.59
21-06-2023,OTHER ATMS,NFS/20793071/CASH WDL/21-06-23,,449.0,535455.59
21-06-2023,MOBILE BANKING,MMT/IMPS/407795112093/RAMESH GOWDA/HDFC BANK LTD,1200.0,,536655.59
22-06-2023,UPI,UPI/442205322993/UPI/tarageorge32@okaxis/State Bank Of I/,,3499.0,533156.59
23-06-2023,MOBILE BANKING,MMT/IMPS/422156955653/SUNITA DEVI/HDFC BANK LTD,850.0,,534006.59
