Txn Date,Value Date,Particulars,Instrument ID,Debit,Credit,Balance
12/01/2023,12/01/2023,ATM WDL/9483/WHITEFIELD,134802698301,249.0,,171832.0
16/01/2023,16/01/2023,BY TRANSFER/IMPS/058205354388/LAKSHMI VENKAT/CNRB,058205354388,,2500.0,174332.0
16/01/2023,16/01/2023,ATM WDL/1422/PUNE,274390684890,120.0,,174212.0
16/01/2023,16/01/2023,BIL/INFT/113085316164/BESCOM/PAYMENT,113085316164,1680.0,,172532.0
16/01/2023,16/01/2023,BIL/INFT/403602084579/AIRTEL/PAYMENT,403602084579,5200.0,,167332.0
17/01/2023,17/01/2023,POS/0911/OLA/JAYANAGAR,635660925767,5200.0,,162132.0
17/01/2023,17/01/2023,UPI/938280036527/ayeshakhan794@okaxis/CNRB,938280036527,2380.0,,159752.0
17/01/2023,17/01/2023,UPI/015746753546/kiranreddy607@okhdfcbank/CNRB,015746753546,1680.0,,158072.0
18/01/2023,18/01/2023,UPI/541947422575/gopalnaik300@paytm/CNRB,541947422575,999.0,,157073.0
19/01/2023,19/01/2023,BY TRANSFER/IMPS/380252834871/RAVI KUMAR/CNRB,380252834871,,500.0,157573.0
19/01/2023,19/01/2023,ATM WDL/7088/MUMBAI,519059407641,5200.0,,152373.0
19/01/2023,19/01/2023,BY TRANSFER/IMPS/523447931495/NAVEEN KUMAR/CNRB,523447931495,,2500.0,154873.0
19/01/2023,19/01/2023,BIL/INFT/820222853846/JIO/PAYMENT,820222853846,49.0,,154824.0
19/01/2023,19/01/2023,BIL/INFT/553462300609/BPCL/PAYMENT,553462300609,5200.0,,149624.0
20/01/2023,20/01/2023,BIL/INFT/715803456334/PVR CINEMAS/PAYMENT,715803456334,79.0,,149545.0
20/01/2023,20/01/2023,BY TRANSFER/IMPS/066622421686/AYESHA KHAN/CNRB,066622421686,,500.0,150045.0
20/01/2023,20/01/2023,ATM WDL/5944/KUKATPALLY,228656335406,7800.0,,142245.0
21/01/2023,21/01/2023,ATM WDL/5453/MUMBAI,908102108365,1250.0,,140995.0
21/01/2023,21/01/2023,UPI/856704450010/rajeshverm816@ybl/CNRB,856704450010,850.0,,140145.0
22/01/2023,22/01/2023,ATM WDL/7745/KORAMANGALA,628283144226,2380.0,,137765.0
23/01/2023,23/01/2023,POS/1156/IRCTC/WHITEFIELD,560916750547,3499.0,,134266.0
23/01/2023,23/01/2023,BY TRANSFER/IMPS/106499126305/AYESHA KHAN/CNRB,106499126305,,4800.0,139066.0
24/01/2023,24/01/2023,UPI/872927556220/vinaypatil58@okaxis/CNRB,872927556220,5200.0,,133866.0
25/01/2023,25/01/2023,ATM WDL/0195/BANJARA HILLS,481363714773,999.0,,132867.0
26/01/2023,26/01/2023,BY TRANSFER/IMPS/639631168507/SANTOSH KUMAR/CNRB,639631168507,,2500.0,135367.0
26/01/2023,26/01/2023,UPI/240901848352/sunilshett252@oksbi/CNRB,240901848352,5200.0,,130167.0
27/01/2023,27/01/2023,BY TRANSFER/IMPS/919965352481/NADIA HUSSAIN/CNRB,919965352481,,18500.0,148667.0
28/01/2023,28/01/2023,ATM WDL/1405/JAYANAGAR,152466078112,999.0,,147668.0
29/01/2023,29/01/2023,BIL/INFT/297388664487/BPCL/PAYMENT,297388664487,49.0,,147619.0
29/01/2023,29/01/2023,UPI/830920868040/rahulsingh165@oksbi/CNRB,830920868040,120.0,,147499.0
29/01/2023,29/01/2023,ATM WDL/0584/PUNE,863824365346,3499.0,,144000.0
29/01/2023,29/01/2023,BY TRANSFER/IMPS/555008725860/SUNITA DEVI/CNRB,555008725860,,11200.0,155200.0
30/01/2023,30/01/2023,BY TRANSFER/IMPS/114708264257/NADIA HUSSAIN/CNRB,114708264257,,1200.0,156400.0
30/01/2023,30/01/2023,BY TRANSFER/IMPS/082324127147/TANVI RAO/CNRB,082324127147,,500.0,156900.0
31/01/2023,31/01/2023,BIL/INFT/182119392657/IOCL/PAYMENT,182119392657,699.0,,156201.0
01/02/2023,01/02/2023,BIL/INFT/010619102027/AIRTEL/PAYMENT,010619102027,449.0,,155752.0
02/02/2023,02/02/2023,NEFT CR-HDFC0013609-TECHNOVA SOLUTIONS-512919977139-SALARY KAVYA REDDY,748007302018,,62500.0,218252.0
02/02/2023,02/02/2023,POS/1604/HPCL/JAYANAGAR,344521218998,699.0,,217553.0
03/02/2023,03/02/2023,NEFT DR-HDFC0594652-SUNIL SHETTY-861590407136-RENT,514982676842,18000.0,,199553.0
05/02/2023,05/02/2023,UPI/873023006973/ayeshakhan215@oksbi/CNRB,873023006973,3499.0,,196054.0
05/02/2023,05/02/2023,ATM WDL/1900/SECUNDERABAD,860798731570,999.0,,195055.0
06/02/2023,06/02/2023,BY TRANSFER/IMPS/935024858361/KAVYA REDDY/CNRB,935024858361,,500.0,195555.0
06/02/2023,06/02/2023,UPI/424678027068/mohandas746@okaxis/CNRB,424678027068,1680.0,,193875.0
06/02/2023,06/02/2023,POS/5585/BESCOM/SECUNDERABAD,889725980801,5200.0,,188675.0
06/02/2023,06/02/2023,POS/4914/IOCL/SECUNDERABAD,750989050966,999.0,,187676.0
07/02/2023,07/02/2023,BIL/INFT/003391251879/OLA/PAYMENT,003391251879,5200.0,,182476.0
08/02/2023,08/02/2023,BY TRANSFER/IMPS/923372347331/FATIMA SHEIKH/CNRB,923372347331,,18500.0,200976.0
09/02/2023,09/02/2023,BY TRANSFER/IMPS/859838184118/SUNITA DEVI/CNRB,859838184118,,4800.0,205776.0
09/02/2023,09/02/2023,UPI/446619698461/ayeshakhan737@ybl/CNRB,446619698461,449.0,,205327.0
10/02/2023,10/02/2023,POS/7483/BPCL/MUMBAI,166615864504,1250.0,,204077.0
10/02/2023,10/02/2023,ATM WDL/5809/MYSURU,093904297835,1250.0,,202827.0
10/02/2023,10/02/2023,BIL/INFT/087144149112/BOOKMYSHOW/PAYMENT,087144149112,120.0,,202707.0
10/02/2023,10/02/2023,BY TRANSFER/IMPS/318683329029/PRAKASH RAO/CNRB,318683329029,,4800.0,207507.0
11/02/2023,11/02/2023,BY TRANSFER/IMPS/867627299897/NADIA HUSSAIN/CNRB,867627299897,,4800.0,212307.0
12/02/2023,12/02/2023,ATM WDL/7710/KORAMANGALA,880401488491,49.0,,212258.0
13/02/2023,13/02/2023,BIL/INFT/471430234230/BOOKMYSHOW/PAYMENT,471430234230,249.0,,212009.0
13/02/2023,13/02/2023,ATM WDL/5481/MUMBAI,864947868403,999.0,,211010.0
13/02/2023,13/02/2023,POS/3037/BESCOM/MARATHAHALLI,839921960446,850.0,,210160.0
13/02/2023,13/02/2023,UPI/813171454589/rohitsharm950@paytm/CNRB,813171454589,120.0,,210040.0
14/02/2023,14/02/2023,POS/8668/JIO/MYSURU,172142328047,120.0,,209920.0
14/02/2023,14/02/2023,ATM WDL/2678/MANGALURU,279895068122,120.0,,209800.0
16/02/2023,16/02/2023,POS/6768/PVR CINEMAS/PUNE,776130412114,120.0,,209680.0
16/02/2023,16/02/2023,BY TRANSFER/IMPS/567421589997/HARISH MENON/CNRB,567421589997,,11200.0,220880.0
16/02/2023,16/02/2023,ATM WDL/2031/MARATHAHALLI,160091084653,120.0,,220760.0
16/02/2023,16/02/2023,ATM WDL/6975/HYDERABAD,706918642981,3499.0,,217261.0
16/02/2023,16/02/2023,BIL/INFT/821453217938/BPCL/PAYMENT,821453217938,850.0,,216411.0
17/02/2023,17/02/2023,BY TRANSFER/IMPS/118444824420/SUSHMA RAO/CNRB,118444824420,,24000.0,240411.0
17/02/2023,17/02/2023,UPI/088901170345/meerapilla528@okaxis/CNRB,088901170345,999.0,,239412.0
20/02/2023,20/02/2023,POS/1480/RELIANCE FRESH/HSR LAYOUT,366512656149,449.0,,238963.0
20/02/2023,20/02/2023,UPI/147910125809/tarageorge486@oksbi/CNRB,147910125809,5200.0,,233763.0
20/02/2023,20/02/2023,POS/5178/UBER/BTM LAYOUT,823194677060,249.0,,233514.0
20/02/2023,20/02/2023,ATM WDL/9118/MARATHAHALLI,090963342417,449.0,,233065.0
21/02/2023,21/02/2023,BIL/INFT/534616874701/APOLLO PHARMACY/PAYMENT,534616874701,7800.0,,225265.0
21/02/2023,21/02/2023,ATM WDL/8956/JAYANAGAR,544702953615,850.0,,224415.0
22/02/2023,22/02/2023,BY TRANSFER/IMPS/197280436787/HARISH MENON/CNRB,197280436787,,24000.0,248415.0
22/02/2023,22/02/2023,NEFT-228154213523-TECHNOVA SOLUTIONS-REIMB-923959-HDFC0092117,867308004356,,18500.0,266915.0
24/02/2023,24/02/2023,BY TRANSFER/IMPS/582087691702/SHAHID KHAN/CNRB,582087691702,,500.0,267415.0
26/02/2023,26/02/2023,UPI/805543021163/vikramnair826@oksbi/CNRB,805543021163,850.0,,266565.0
27/02/2023,27/02/2023,POS/9632/DMART/HYDERABAD,061668521920,3499.0,,263066.0
27/02/2023,27/02/2023,BIL/INFT/455533891170/PVR CINEMAS/PAYMENT,455533891170,999.0,,262067.0
27/02/2023,27/02/2023,BIL/INFT/693052011818/OLA/PAYMENT,693052011818,2380.0,,259687.0
28/02/2023,28/02/2023,BY TRANSFER/IMPS/570514730456/SUNIL YADAV/CNRB,570514730456,,7500.0,267187.0
28/02/2023,28/02/2023,ATM WDL/7972/PUNE,221807406438,1250.0,,265937.0
01/03/2023,01/03/2023,ATM WDL/4469/MUMBAI,047374542228,449.0,,265488.0
01/03/2023,01/03/2023,NEFT CR-HDFC0268052-TECHNOVA SOLUTIONS-073504070584-SALARY KAVYA REDDY,900050929593,,61250.0,326738.0
01/03/2023,01/03/2023,BY TRANSFER/IMPS/416027069954/VINAY PATIL/CNRB,416027069954,,7500.0,334238.0
01/03/2023,01/03/2023,ATM WDL/1961/INDIRANAGAR,589541562730,1680.0,,332558.0
01/03/2023,01/03/2023,BIL/INFT/704098658322/APOLLO PHARMACY/PAYMENT,704098658322,5200.0,,327358.0
03/03/2023,03/03/2023,BY TRANSFER/IMPS/559138861601/RAMESH GOWDA/CNRB,559138861601,,850.0,328208.0
04/03/2023,04/03/2023,BIL/INFT/731379229528/UBER/PAYMENT,731379229528,999.0,,327209.0
04/03/2023,04/03/2023,BIL/INFT/722070561251/AIRTEL/PAYMENT,722070561251,249.0,,326960.0
06/03/2023,06/03/2023,BIL/INFT/319430615941/ZOMATO/PAYMENT,319430615941,999.0,,325961.0
06/03/2023,06/03/2023,POS/5972/DMART/BANJARA HILLS,342550594108,449.0,,325512.0
06/03/2023,06/03/2023,BY TRANSFER/IMPS/608226514168/USHA RANI/CNRB,608226514168,,11200.0,336712.0
07/03/2023,07/03/2023,NEFT DR-HDFC0229115-VIKRAM NAIR-090514201084-RENT,271170033420,18000.0,,318712.0
09/03/2023,09/03/2023,UPI/445565723161/mohandas399@oksbi/CNRB,445565723161,2380.0,,316332.0
09/03/2023,09/03/2023,BY TRANSFER/IMPS/737429866642/POOJA SHARMA/CNRB,737429866642,,2500.0,318832.0
10/03/2023,10/03/2023,ATM WDL/2664/BTM LAYOUT,748528030081,999.0,,317833.0
10/03/2023,10/03/2023,BY TRANSFER/IMPS/947306691477/SANJANA HEGDE/CNRB,947306691477,,24000.0,341833.0
10/03/2023,10/03/2023,UPI/519599048255/tarageorge475@okaxis/CNRB,519599048255,1680.0,,340153.0
11/03/2023,11/03/2023,BIL/INFT/149055200675/MEDPLUS/PAYMENT,149055200675,1250.0,,338903.0
11/03/2023,11/03/2023,NEFT-762412945795-TECHNOVA SOLUTIONS-REIMB-923959-HDFC0575717,386977071724,,12000.0,350903.0
11/03/2023,11/03/2023,UPI/309736913516/arjunmehta30@okaxis/CNRB,309736913516,120.0,,350783.0
12/03/2023,12/03/2023,BIL/INFT/604535591711/BESCOM/PAYMENT,604535591711,449.0,,350334.0
12/03/2023,12/03/2023,UPI/818057608671/arjunmehta614@okaxis/CNRB,818057608671,5200.0,,345134.0
12/03/2023,12/03/2023,UPI/936543987162/rahulsingh314@okaxis/CNRB,936543987162,79.0,,345055.0
12/03/2023,12/03/2023,NEFT-020846435429-TECHNOVA SOLUTIONS-REIMB-923959-HDFC0842287,113279655302,,18500.0,363555.0
13/03/2023,13/03/2023,POS/9638/APOLLO PHARMACY/MANGALURU,979524314390,999.0,,362556.0
16/03/2023,16/03/2023,ATM WDL/4094/MUMBAI,319727598066,699.0,,361857.0
16/03/2023,16/03/2023,BY TRANSFER/IMPS/389313742385/SURESH BABU/CNRB,389313742385,,1200.0,363057.0
17/03/2023,17/03/2023,POS/1872/DMART/KORAMANGALA,569659255396,2380.0,,360677.0
17/03/2023,17/03/2023,BIL/INFT/910121584661/OLA/PAYMENT,910121584661,2380.0,,358297.0
18/03/2023,18/03/2023,ATM WDL/5527/KUKATPALLY,894899333169,120.0,,358177.0
18/03/2023,18/03/2023,BIL/INFT/440705780146/RELIANCE FRESH/PAYMENT,440705780146,699.0,,357478.0
18/03/2023,18/03/2023,UPI/936837794975/naveenkuma432@okaxis/CNRB,936837794975,699.0,,356779.0
19/03/2023,19/03/2023,BIL/INFT/264600700708/MEDPLUS/PAYMENT,264600700708,699.0,,356080.0
19/03/2023,19/03/2023,BIL/INFT/382853803910/MEDPLUS/PAYMENT,382853803910,2380.0,,353700.0
21/03/2023,21/03/2023,ATM WDL/7814/BANJARA HILLS,458367340272,310.0,,353390.0
25/03/2023,25/03/2023,CREDIT INTEREST CAPITALISED,095332757186,,49.46,353439.46
25/03/2023,25/03/2023,GST ON BANK CHARGES,328954775612,17.7,,353421.76
25/03/2023,25/03/2023,BY TRANSFER/IMPS/200270102874/ANJALI RAO/CNRB,200270102874,,2500.0,355921.76
25/03/2023,25/03/2023,POS/7044/BESCOM/HYDERABAD,915604143225,3499.0,,352422.76
25/03/2023,25/03/2023,UPI/928548818960/reshmakhan957@ybl/CNRB,928548818960,2380.0,,350042.76
26/03/2023,26/03/2023,ATM WDL/9102/BTM LAYOUT,637470300214,999.0,,349043.76
26/03/2023,26/03/2023,UPI/355157246525/harishmeno145@okhdfcbank/CNRB,355157246525,5200.0,,343843.76
26/03/2023,26/03/2023,POS/4265/RELIANCE FRESH/PUNE,005058678804,699.0,,343144.76
27/03/2023,27/03/2023,BY TRANSFER/IMPS/156909810709/DIVYA MENON/CNRB,156909810709,,1200.0,344344.76
27/03/2023,27/03/2023,BIL/INFT/284328042206/SWIGGY/PAYMENT,284328042206,2380.0,,341964.76
28/03/2023,28/03/2023,UPI/328456853161/kavyareddy518@okaxis/CNRB,328456853161,3499.0,,338465.76
29/03/2023,29/03/2023,UPI/080279688284/santoshiye140@oksbi/CNRB,080279688284,3499.0,,334966.76
29/03/2023,29/03/2023,UPI/671964973607/ayeshakhan51@oksbi/CNRB,671964973607,79.0,,334887.76
31/03/2023,31/03/2023,ATM WDL/2978/JAYANAGAR,121369276529,7800.0,,327087.76
02/04/2023,02/04/2023,NEFT CR-HDFC0317649-TECHNOVA SOLUTIONS-567194733660-SALARY KAVYA REDDY,537288244961,,62000.0,389087.76
04/04/2023,04/04/2023,BY TRANSFER/IMPS/688388048493/KAVYA REDDY/CNRB,688388048493,,850.0,389937.76
04/04/2023,04/04/2023,NEFT DR-HDFC0095039-VINAY PATIL-866660300371-RENT,389328818978,22000.0,,367937.76
04/04/2023,04/04/2023,ATM WDL/9237/BTM LAYOUT,237096312577,699.0,,367238.76
05/04/2023,05/04/2023,UPI/085720590722/smitharao816@okaxis/CNRB,085720590722,5200.0,,362038.76
05/04/2023,05/04/2023,BY TRANSFER/IMPS/045359764019/RAMESH PILLAI/CNRB,045359764019,,1200.0,363238.76
06/04/2023,06/04/2023,BY TRANSFER/IMPS/522322571423/SURESH BABU/CNRB,522322571423,,24000.0,387238.76
06/04/2023,06/04/2023,UPI/706647008011/meerapilla253@oksbi/CNRB,706647008011,79.0,,387159.76
07/04/2023,07/04/2023,ATM WDL/7895/BTM LAYOUT,124682558866,449.0,,386710.76
08/04/2023,08/04/2023,UPI/031949156440/meerapilla842@okhdfcbank/CNRB,031949156440,999.0,,385711.76
08/04/2023,08/04/2023,BIL/INFT/733678545021/JIO/PAYMENT,733678545021,2380.0,,383331.76
09/04/2023,09/04/2023,ATM WDL/6161/PUNE,379766649090,850.0,,382481.76
09/04/2023,09/04/2023,NEFT-292138970175-TECHNOVA SOLUTIONS-REIMB-923959-HDFC0077537,301089034912,,18500.0,400981.76
10/04/2023,10/04/2023,BIL/INFT/924898833535/RELIANCE FRESH/PAYMENT,924898833535,850.0,,400131.76
11/04/2023,11/04/2023,BY TRANSFER/IMPS/645023237938/KAVYA REDDY/CNRB,645023237938,,24000.0,424131.76
11/04/2023,11/04/2023,ATM WDL/4084/SECUNDERABAD,629063647215,1680.0,,422451.76
11/04/2023,11/04/2023,BY TRANSFER/IMPS/758758343668/MEERA PILLAI/CNRB,758758343668,,4800.0,427251.76
12/04/2023,12/04/2023,BY TRANSFER/IMPS/498799536810/TARA SINGH/CNRB,498799536810,,24000.0,451251.76
12/04/2023,12/04/2023,BY TRANSFER/IMPS/665125270474/RAJENDRA PRASAD/CNRB,665125270474,,4800.0,456051.76
13/04/2023,13/04/2023,UPI/641981003639/poojasharm839@ybl/CNRB,641981003639,79.0,,455972.76
13/04/2023,13/04/2023,BY TRANSFER/IMPS/129234909810/RAJESH VERMA/CNRB,129234909810,,11200.0,467172.76
16/04/2023,16/04/2023,UPI/829986018278/poojasharm368@okhdfcbank/CNRB,829986018278,699.0,,466473.76
16/04/2023,16/04/2023,BY TRANSFER/IMPS/015036206189/POOJA SHARMA/CNRB,015036206189,,4800.0,471273.76
17/04/2023,17/04/2023,BY TRANSFER/IMPS/871883134483/DEEPAK JOSHI/CNRB,871883134483,,4800.0,476073.76
18/04/2023,18/04/2023,POS/6094/DMART/HSR LAYOUT,238523709262,2380.0,,473693.76
18/04/2023,18/04/2023,POS/5584/AIRTEL/MYSURU,893686231815,249.0,,473444.76
19/04/2023,19/04/2023,BY TRANSFER/IMPS/117494905956/DIVYA MENON/CNRB,117494905956,,24000.0,497444.76
19/04/2023,19/04/2023,BY TRANSFER/IMPS/098544448528/SHAHID KHAN/CNRB,098544448528,,2500.0,499944.76
19/04/2023,19/04/2023,UPI/351356722369/arjunmehta484@okhdfcbank/CNRB,351356722369,999.0,,498945.76
19/04/2023,19/04/2023,ATM WDL/3218/JAYANAGAR,914182173752,120.0,,498825.76
19/04/2023,19/04/2023,UPI/854168801973/gopalnaik185@oksbi/CNRB,854168801973,699.0,,498126.76
20/04/2023,20/04/2023,BY TRANSFER/IMPS/029856001368/SANJANA HEGDE/CNRB,029856001368,,18500.0,516626.76
21/04/2023,21/04/2023,ATM WDL/3963/HSR LAYOUT,636948437111,1250.0,,515376.76
21/04/2023,21/04/2023,POS/3691/MEDPLUS/MARATHAHALLI,091610620625,120.0,,515256.76
22/04/2023,22/04/2023,POS/8089/RELIANCE FRESH/MUMBAI,550901327610,5200.0,,510056.76
22/04/2023,22/04/2023,BIL/INFT/481311001831/IRCTC/PAYMENT,481311001831,5200.0,,504856.76
23/04/2023,23/04/2023,ATM WDL/1580/KUKATPALLY,982245986818,120.0,,504736.76
24/04/2023,24/04/2023,ATM WDL/8053/JAYANAGAR,750736646423,5200.0,,499536.76
24/04/2023,24/04/2023,UPI/007965479892/rohitsharm482@paytm/CNRB,007965479892,3499.0,,496037.76
25/04/2023,25/04/2023,UPI/760881548387/kavyareddy978@paytm/CNRB,760881548387,310.0,,495727.76
25/04/2023,25/04/2023,POS/0342/SWIGGY/WHITEFIELD,489921537837,310.0,,495417.76
27/04/2023,27/04/2023,BY TRANSFER/IMPS/689898630046/PREETHI IYER/CNRB,689898630046,,11200.0,506617.76
27/04/2023,27/04/2023,UPI/192514870357/farhankhan674@okhdfcbank/CNRB,192514870357,5200.0,,501417.76
28/04/2023,28/04/2023,BY TRANSFER/IMPS/521989010802/ARUN SHARMA/CNRB,521989010802,,18500.0,519917.76
01/05/2023,01/05/2023,BIL/INFT/304296937251/ZOMATO/PAYMENT,304296937251,850.0,,519067.76
01/05/2023,01/05/2023,NEFT CR-HDFC0337264-TECHNOVA SOLUTIONS-757427893821-SALARY KAVYA REDDY,375785946801,,62500.0,581567.76
01/05/2023,01/05/2023,ATM WDL/9400/MUMBAI,906187049094,5200.0,,576367.76
01/05/2023,01/05/2023,POS/1898/IRCTC/MANGALURU,445136602216,699.0,,575668.76
02/05/2023,02/05/2023,BIL/INFT/243508165881/MEDPLUS/PAYMENT,243508165881,7800.0,,567868.76
02/05/2023,02/05/2023,POS/6505/FLIPKART/HSR LAYOUT,006876842040,2380.0,,565488.76
02/05/2023,02/05/2023,UPI/397977470114/farhankhan749@okaxis/CNRB,397977470114,1250.0,,564238.76
02/05/2023,02/05/2023,BIL/INFT/085073263421/BOOKMYSHOW/PAYMENT,085073263421,699.0,,563539.76
04/05/2023,04/05/2023,POS/7289/DMART/INDIRANAGAR,030313917371,3499.0,,560040.76
05/05/2023,05/05/2023,UPI/918529350960/rajeshverm788@ybl/CNRB,918529350960,120.0,,559920.76
05/05/2023,05/05/2023,UPI/208988743908/arjunmehta272@ybl/CNRB,208988743908,1680.0,,558240.76
06/05/2023,06/05/2023,NEFT DR-HDFC0174480-SMITHA RAO-686942120704-RENT,480090385445,26500.0,,531740.76
06/05/2023,06/05/2023,ATM WDL/0169/HYDERABAD,416172857207,999.0,,530741.76
07/05/2023,07/05/2023,UPI/059518891989/smitharao985@okaxis/CNRB,059518891989,1680.0,,529061.76
09/05/2023,09/05/2023,ATM WDL/3447/MUMBAI,897277194919,1680.0,,527381.76
09/05/2023,09/05/2023,BIL/INFT/154004735248/FLIPKART/PAYMENT,154004735248,850.0,,526531.76
10/05/2023,10/05/2023,UPI/065971782095/smitharao812@ybl/CNRB,065971782095,999.0,,525532.76
10/05/2023,10/05/2023,ATM WDL/4075/BTM LAYOUT,887416583275,7800.0,,517732.76
12/05/2023,12/05/2023,ATM WDL/5780/MUMBAI,940579362482,1250.0,,516482.76
13/05/2023,13/05/2023,BY TRANSFER/IMPS/831437631559/BABU LAL/CNRB,831437631559,,500.0,516982.76
13/05/2023,13/05/2023,BY TRANSFER/IMPS/577773216494/NIKHIL GUPTA/CNRB,577773216494,,11200.0,528182.76
14/05/2023,14/05/2023,BY TRANSFER/IMPS/840514292681/CHANDAN SHARMA/CNRB,840514292681,,24000.0,552182.76
14/05/2023,14/05/2023,BY TRANSFER/IMPS/121189445913/VENKAT RAO/CNRB,121189445913,,7500.0,559682.76
14/05/2023,14/05/2023,BIL/INFT/965328097272/UBER/PAYMENT,965328097272,7800.0,,551882.76
16/05/2023,16/05/2023,UPI/120928633384/rohitsharm784@okaxis/CNRB,120928633384,449.0,,551433.76
16/05/2023,16/05/2023,UPI/519185622256/rahulsingh443@paytm/CNRB,519185622256,999.0,,550434.76
16/05/2023,16/05/2023,BY TRANSFER/IMPS/286522299292/MOHAN DAS/CNRB,286522299292,,2500.0,552934.76
16/05/2023,16/05/2023,BIL/INFT/951201156449/BOOKMYSHOW/PAYMENT,951201156449,310.0,,552624.76
17/05/2023,17/05/2023,BY TRANSFER/IMPS/012151520391/PRAKASH RAO/CNRB,012151520391,,4800.0,557424.76
17/05/2023,17/05/2023,POS/1838/BOOKMYSHOW/MUMBAI,145342981438,79.0,,557345.76
18/05/2023,18/05/2023,BIL/INFT/228430364536/BPCL/PAYMENT,228430364536,310.0,,557035.76
19/05/2023,19/05/2023,POS/8722/PVR CINEMAS/WHITEFIELD,228263014068,1680.0,,555355.76
22/05/2023,22/05/2023,ATM WDL/1006/HYDERABAD,933171777378,249.0,,555106.76
22/05/2023,22/05/2023,BIL/INFT/740888752645/UBER/PAYMENT,740888752645,5200.0,,549906.76
22/05/2023,22/05/2023,ATM WDL/0459/SECUNDERABAD,560275980672,449.0,,549457.76
23/05/2023,23/05/2023,BY TRANSFER/IMPS/095581413960/PRAKASH RAO/CNRB,095581413960,,7500.0,556957.76
23/05/2023,23/05/2023,BIL/INFT/680281859536/PVR CINEMAS/PAYMENT,680281859536,2380.0,,554577.76
23/05/2023,23/05/2023,POS/6661/SWIGGY/BTM LAYOUT,868815469272,249.0,,554328.76
24/05/2023,24/05/2023,BIL/INFT/818836825980/AMAZON/PAYMENT,818836825980,120.0,,554208.76
24/05/2023,24/05/2023,BIL/INFT/905399561394/APOLLO PHARMACY/PAYMENT,905399561394,449.0,,553759.76
24/05/2023,24/05/2023,POS/7468/ZOMATO/HYDERABAD,826956929679,310.0,,553449.76
24/05/2023,24/05/2023,POS/7622/AMAZON/PUNE,468818048298,449.0,,553000.76
24/05/2023,24/05/2023,POS/3769/DMART/MYSURU,342773678167,49.0,,552951.76
24/05/2023,24/05/2023,ATM WDL/5760/BANJARA HILLS,510232622453,1680.0,,551271.76
24/05/2023,24/05/2023,UPI/317905068330/arjunmehta376@ybl/CNRB,317905068330,79.0,,551192.76
24/05/2023,24/05/2023,ATM WDL/5087/WHITEFIELD,745968454560,3499.0,,547693.76
27/05/2023,27/05/2023,UPI/395027609835/ayeshakhan523@ybl/CNRB,395027609835,3499.0,,544194.76
27/05/2023,27/05/2023,UPI/465853828744/sunilshett439@oksbi/CNRB,465853828744,79.0,,544115.76
27/05/2023,27/05/2023,BIL/INFT/361047269619/OLA/PAYMENT,361047269619,7800.0,,536315.76
28/05/2023,28/05/2023,UPI/103237873595/reshmakhan384@paytm/CNRB,103237873595,1250.0,,535065.76
