Tran Date,Value Date,Transaction Particulars,Chq No,Debit,Credit,Balance
20-01-2023,20-01-2023,IMPS/P2A/138674656701/MALLIKADAS/AXIS,138674656701,,500.0,318729.0
21-01-2023,21-01-2023,IMPS/P2A/074367216407/RAJENDRAPRASAD/AXIS,074367216407,,4800.0,323529.0
23-01-2023,23-01-2023,BIL/INFT/089182974864/ZOMATO/PAYMENT,089182974864,449.0,,323080.0
23-01-2023,23-01-2023,UPI/P2A/322566823822/rajeshverm452@okaxis/PAY,322566823822,3499.0,,319581.0
24-01-2023,24-01-2023,ATM WDL/9214/MANGALURU,426017391644,5200.0,,314381.0
25-01-2023,25-01-2023,BIL/INFT/219023869639/BPCL/PAYMENT,219023869639,7800.0,,306581.0
26-01-2023,26-01-2023,UPI/P2A/548931807483/kiranreddy652@oksbi/PAY,548931807483,120.0,,306461.0
26-01-2023,26-01-2023,BIL/INFT/069118640834/UBER/PAYMENT,069118640834,79.0,,306382.0
27-01-2023,27-01-2023,BIL/INFT/245465535246/MEDPLUS/PAYMENT,245465535246,5200.0,,301182.0
28-01-2023,28-01-2023,UPI/P2A/813952189676/kiranreddy756@okhdfcbank/PAY,813952189676,5200.0,,295982.0
30-01-2023,30-01-2023,ATM WDL/9136/HYDERABAD,301116264724,249.0,,295733.0
30-01-2023,30-01-2023,ATM WDL/3897/HYDERABAD,491386202705,5200.0,,290533.0
02-02-2023,02-02-2023,IMPS/P2A/875408258666/KIRANREDDY/AXIS,875408258666,,500.0,291033.0
02-02-2023,02-02-2023,UPI/P2A/091890671412/rajeshverm312@okaxis/PAY,091890671412,79.0,,290954.0
03-02-2023,03-02-2023,NEFT/CR/891578236182/PAYROLL,909325661261,,62000.0,352954.0
04-02-2023,04-02-2023,UPI/P2A/919893304253/kavyareddy431@oksbi/PAY,919893304253,449.0,,352505.0
05-02-2023,05-02-2023,IMPS/P2A/178168632383/SHEELADEVI/AXIS,178168632383,,850.0,353355.0
05-02-2023,05-02-2023,POS/5663/IRCTC/MARATHAHALLI,844347177486,850.0,,352505.0
05-02-2023,05-02-2023,POS/0925/AMAZON/HSR LAYOUT,623644969054,249.0,,352256.0
05-02-2023,05-02-2023,POS/9338/FLIPKART/MUMBAI,583138395253,1680.0,,350576.0
05-02-2023,05-02-2023,POS/6167/MEDPLUS/HYDERABAD,782198067904,850.0,,349726.0
06-02-2023,06-02-2023,UPI/P2A/863978636756/divyamenon958@oksbi/PAY,863978636756,2380.0,,347346.0
06-02-2023,06-02-2023,IMPS/P2A/344462091550/VIKRAMNAIR/AXIS,344462091550,,18500.0,365846.0
06-02-2023,06-02-2023,IMPS/P2A/873070585860/IMRANKHAN/AXIS,873070585860,,18500.0,384346.0
06-02-2023,06-02-2023,UPI/P2A/474364341209/lathadevi154@okaxis/PAY,474364341209,3499.0,,380847.0
07-02-2023,07-02-2023,UPI/P2A/581923536381/vikramnair569@okaxis/PAY,581923536381,1250.0,,379597.0
07-02-2023,07-02-2023,NEFT DR-HDFC0922217-FARHAN KHAN-191065520723-RENT,890125662484,31000.0,,348597.0
07-02-2023,07-02-2023,ATM WDL/2543/MUMBAI,690683935625,449.0,,348148.0
07-02-2023,07-02-2023,POS/4531/DMART/PUNE,782416667008,310.0,,347838.0
08-02-2023,08-02-2023,ATM WDL/6667/SECUNDERABAD,941697151218,5200.0,,342638.0
10-02-2023,10-02-2023,POS/5919/IRCTC/MARATHAHALLI,105757223950,5200.0,,337438.0
10-02-2023,10-02-2023,UPI/P2A/440687063675/harishmeno758@okaxis/PAY,440687063675,7800.0,,329638.0
11-02-2023,11-02-2023,BIL/INFT/232871818748/BESCOM/PAYMENT,232871818748,850.0,,328788.0
16-02-2023,16-02-2023,IMPS/P2A/734993280967/RAJESHVERMA/AXIS,734993280967,,18500.0,347288.0
17-02-2023,17-02-2023,IMPS/P2A/871336026442/GOPALNAIK/AXIS,871336026442,,7500.0,354788.0
17-02-2023,17-02-2023,POS/1429/IRCTC/BANJARA HILLS,099158026607,699.0,,354089.0
17-02-2023,17-02-2023,IMPS/P2A/819595848342/ANANDKUMAR/AXIS,819595848342,,1200.0,355289.0
18-02-2023,18-02-2023,BIL/INFT/493165247796/OLA/PAYMENT,493165247796,79.0,,355210.0
19-02-2023,19-02-2023,BIL/INFT/377561252683/BPCL/PAYMENT,377561252683,79.0,,355131.0
20-02-2023,20-02-2023,ATM WDL/6341/WHITEFIELD,063574518522,449.0,,354682.0
21-02-2023,21-02-2023,UPI/P2A/696222241520/sunilshett907@okaxis/PAY,696222241520,850.0,,353832.0
22-02-2023,22-02-2023,UPI/P2A/580543077157/tarageorge805@okaxis/PAY,580543077157,49.0,,353783.0
23-02-2023,23-02-2023,ATM WDL/1976/MYSURU,000163525052,79.0,,353704.0
25-02-2023,25-02-2023,IMPS/P2A/032172120404/DIVYAMENON/AXIS,032172120404,,18500.0,372204.0
25-02-2023,25-02-2023,ATM WDL/8546/MARATHAHALLI,777382305940,999.0,,371205.0
25-02-2023,25-02-2023,POS/8184/AMAZON/PUNE,519559334445,1680.0,,369525.0
26-02-2023,26-02-2023,ATM WDL/5637/MANGALURU,440591037459,699.0,,368826.0
26-02-2023,26-02-2023,UPI/P2A/193780693027/vikramnair12@oksbi/PAY,193780693027,2380.0,,366446.0
26-02-2023,26-02-2023,BIL/INFT/730767952016/OLA/PAYMENT,730767952016,310.0,,366136.0
27-02-2023,27-02-2023,BIL/INFT/789914187601/AIRTEL/PAYMENT,789914187601,1680.0,,364456.0
27-02-2023,27-02-2023,UPI/P2A/984583973374/anjalirao464@okhdfcbank/PAY,984583973374,249.0,,364207.0
28-02-2023,28-02-2023,BIL/INFT/123017562066/BPCL/PAYMENT,123017562066,2380.0,,361827.0
01-03-2023,01-03-2023,IMPS/P2A/543221951260/CHANDANSHARMA/AXIS,543221951260,,24000.0,385827.0
03-03-2023,03-03-2023,NEFT/CR/512628642508/PAYROLL,509481392449,,62000.0,447827.0
04-03-2023,04-03-2023,BIL/INFT/746011764323/FLIPKART/PAYMENT,746011764323,120.0,,447707.0
05-03-2023,05-03-2023,IMPS/P2A/334960390564/SNEHAPATIL/AXIS,334960390564,,2500.0,450207.0
05-03-2023,05-03-2023,UPI/P2A/758858110770/mohandas703@ybl/PAY,758858110770,120.0,,450087.0
06-03-2023,06-03-2023,UPI/P2A/949239448825/poojasharm42@okhdfcbank/PAY,949239448825,2380.0,,447707.0
06-03-2023,06-03-2023,NEFT DR-HDFC0411782-HARISH MENON-692451509366-RENT,354304339951,22000.0,,425707.0
08-03-2023,08-03-2023,POS/9648/ZOMATO/HYDERABAD,623410515427,79.0,,425628.0
09-03-2023,09-03-2023,POS/1330/FLIPKART/HSR LAYOUT,010750823810,1250.0,,424378.0
09-03-2023,09-03-2023,UPI/P2A/440003614729/harishmeno260@ybl/PAY,440003614729,1680.0,,422698.0
10-03-2023,10-03-2023,POS/7520/IRCTC/JAYANAGAR,218122422890,850.0,,421848.0
11-03-2023,11-03-2023,POS/5121/IRCTC/MUMBAI,529317326135,1250.0,,420598.0
11-03-2023,11-03-2023,BIL/INFT/914525380855/APOLLO PHARMACY/PAYMENT,914525380855,699.0,,419899.0
12-03-2023,12-03-2023,ATM WDL/4619/BTM LAYOUT,256957764206,3499.0,,416400.0
12-03-2023,12-03-2023,BIL/INFT/528979957851/OLA/PAYMENT,528979957851,1250.0,,415150.0
15-03-2023,15-03-2023,IMPS/P2A/317449839812/VENKATRAO/AXIS,317449839812,,18500.0,433650.0
15-03-2023,15-03-2023,BIL/INFT/433794125435/AIRTEL/PAYMENT,433794125435,999.0,,432651.0
15-03-2023,15-03-2023,POS/2790/JIO/HYDERABAD,345943890686,79.0,,432572.0
18-03-2023,18-03-2023,ATM WDL/7962/PUNE,766887182850,1250.0,,431322.0
18-03-2023,18-03-2023,UPI/P2A/742622509141/priyanair103@paytm/PAY,742622509141,699.0,,430623.0
19-03-2023,19-03-2023,IMPS/P2A/452666875053/TARASINGH/AXIS,452666875053,,24000.0,454623.0
19-03-2023,19-03-2023,UPI/P2A/055959342934/lathadevi492@paytm/PAY,055959342934,1250.0,,453373.0
19-03-2023,19-03-2023,IMPS/P2A/823435931981/BINDHUNAIR/AXIS,823435931981,,18500.0,471873.0
20-03-2023,20-03-2023,IMPS/P2A/056137996089/SANTOSHKUMAR/AXIS,056137996089,,18500.0,490373.0
20-03-2023,20-03-2023,ATM WDL/0073/JAYANAGAR,705321606988,1250.0,,489123.0
20-03-2023,20-03-2023,UPI/P2A/857485464507/vikramnair623@paytm/PAY,857485464507,850.0,,488273.0
22-03-2023,22-03-2023,POS/1723/BESCOM/HSR LAYOUT,015212767339,449.0,,487824.0
23-03-2023,23-03-2023,IMPS/P2A/680441643729/RAVIKUMAR/AXIS,680441643729,,500.0,488324.0
24-03-2023,24-03-2023,IMPS/P2A/829713612587/PADMARAO/AXIS,829713612587,,11200.0,499524.0
24-03-2023,24-03-2023,POS/9346/JIO/PUNE,837563214771,310.0,,499214.0
24-03-2023,24-03-2023,UPI/P2A/591839772199/gopalnaik715@paytm/PAY,591839772199,310.0,,498904.0
25-03-2023,25-03-2023,ATM WDL/8927/MYSURU,888142907715,3499.0,,495405.0
25-03-2023,25-03-2023,CREDIT INTEREST CAPITALISED,899854593719,,18.04,495423.04
25-03-2023,25-03-2023,GST ON BANK CHARGES,041366960569,17.7,,495405.34
25-03-2023,25-03-2023,POS/8485/RELIANCE FRESH/MARATHAHALLI,326412034822,79.0,,495326.34
25-03-2023,25-03-2023,ATM WDL/2673/INDIRANAGAR,411914879542,310.0,,495016.34
25-03-2023,25-03-2023,BIL/INFT/562006372116/OLA/PAYMENT,562006372116,310.0,,494706.34
25-03-2023,25-03-2023,BIL/INFT/761849421632/JIO/PAYMENT,761849421632,7800.0,,486906.34
26-03-2023,26-03-2023,POS/3258/SWIGGY/BTM LAYOUT,011262741599,3499.0,,483407.34
26-03-2023,26-03-2023,IMPS/P2A/733691399620/POOJASHARMA/AXIS,733691399620,,2500.0,485907.34
27-03-2023,27-03-2023,IMPS/P2A/493445610818/CHANDANSHARMA/AXIS,493445610818,,11200.0,497107.34
27-03-2023,27-03-2023,IMPS/P2A/987760099190/KAVERIMENON/AXIS,987760099190,,18500.0,515607.34
27-03-2023,27-03-2023,IMPS/P2A/621491770518/USHARANI/AXIS,621491770518,,500.0,516107.34
27-03-2023,27-03-2023,NEFT-247638362137-BENGALURU METRO SERVICES-REIMB-117231-HDFC0258722,535921248063,,12000.0,528107.34
28-03-2023,28-03-2023,ATM WDL/0602/BTM LAYOUT,382932674897,999.0,,527108.34
31-03-2023,31-03-2023,IMPS/P2A/004552365948/MOHAMMEDIRFAN/AXIS,004552365948,,11200.0,538308.34
01-04-2023,01-04-2023,NEFT/CR/892703676156/PAYROLL,060080839831,,62000.0,600308.34
02-04-2023,02-04-2023,ATM WDL/0758/HYDERABAD,461820949846,310.0,,599998.34
03-04-2023,03-04-2023,ATM WDL/0177/WHITEFIELD,821358653632,120.0,,599878.34
04-04-2023,04-04-2023,BIL/INFT/402889860939/MEDPLUS/PAYMENT,402889860939,249.0,,599629.34
05-04-2023,05-04-2023,NEFT DR-HDFC0160663-ARJUN MEHTA-866740597365-RENT,979756647139,22000.0,,577629.34
05-04-2023,05-04-2023,IMPS/P2A/480783516433/KARTHIKMENON/AXIS,480783516433,,850.0,578479.34
05-04-2023,05-04-2023,POS/3249/IOCL/BANJARA HILLS,941573434269,79.0,,578400.34
06-04-2023,06-04-2023,ATM WDL/5808/PUNE,164912221900,310.0,,578090.34
06-04-2023,06-04-2023,BIL/INFT/866539840738/BOOKMYSHOW/PAYMENT,866539840738,1250.0,,576840.34
06-04-2023,06-04-2023,BIL/INFT/676471188986/BESCOM/PAYMENT,676471188986,120.0,,576720.34
07-04-2023,07-04-2023,BIL/INFT/419298033146/ZOMATO/PAYMENT,419298033146,120.0,,576600.34
07-04-2023,07-04-2023,IMPS/P2A/541162460280/VIKRAMNAIR/AXIS,541162460280,,500.0,577100.34
08-04-2023,08-04-2023,UPI/P2A/712031436807/smitharao564@okhdfcbank/PAY,712031436807,7800.0,,569300.34
08-04-2023,08-04-2023,ATM WDL/2065/MUMBAI,852904117902,449.0,,568851.34
09-04-2023,09-04-2023,BIL/INFT/168464904865/BPCL/PAYMENT,168464904865,120.0,,568731.34
10-04-2023,10-04-2023,IMPS/P2A/166578042603/VINAYPATIL/AXIS,166578042603,,11200.0,579931.34
10-04-2023,10-04-2023,POS/3664/SWIGGY/MARATHAHALLI,811406022205,7800.0,,572131.34
13-04-2023,13-04-2023,ATM WDL/6961/MANGALURU,829748013331,249.0,,571882.34
13-04-2023,13-04-2023,POS/8979/HPCL/SECUNDERABAD,704838185180,5200.0,,566682.34
13-04-2023,13-04-2023,IMPS/P2A/850202818172/FARHANKHAN/AXIS,850202818172,,1200.0,567882.34
15-04-2023,15-04-2023,IMPS/P2A/093407380643/VINAYPATIL/AXIS,093407380643,,11200.0,579082.34
17-04-2023,17-04-2023,ATM WDL/4608/JAYANAGAR,731009484302,850.0,,578232.34
17-04-2023,17-04-2023,IMPS/P2A/249329554921/SUNITADEVI/AXIS,249329554921,,850.0,579082.34
18-04-2023,18-04-2023,UPI/P2A/686861198441/gopalnaik789@okhdfcbank/PAY,686861198441,3499.0,,575583.34
18-04-2023,18-04-2023,ATM WDL/1551/KUKATPALLY,342007568392,850.0,,574733.34
18-04-2023,18-04-2023,IMPS/P2A/712080622531/MEERAPILLAI/AXIS,712080622531,,18500.0,593233.34
18-04-2023,18-04-2023,IMPS/P2A/509411228321/AYESHAKHAN/AXIS,509411228321,,11200.0,604433.34
19-04-2023,19-04-2023,IMPS/P2A/484797882059/DIVYAMENON/AXIS,484797882059,,850.0,605283.34
19-04-2023,19-04-2023,POS/7971/MEDPLUS/MARATHAHALLI,787501008577,449.0,,604834.34
19-04-2023,19-04-2023,POS/3554/IOCL/MYSURU,416934223531,449.0,,604385.34
19-04-2023,19-04-2023,ATM WDL/0404/HYDERABAD,139090376787,120.0,,604265.34
20-04-2023,20-04-2023,POS/4279/PVR CINEMAS/HSR LAYOUT,333248581043,449.0,,603816.34
21-04-2023,21-04-2023,POS/5228/JIO/INDIRANAGAR,245129526531,120.0,,603696.34
22-04-2023,22-04-2023,UPI/P2A/781311365849/rajeshverm947@oksbi/PAY,781311365849,120.0,,603576.34
23-04-2023,23-04-2023,UPI/P2A/846356997917/gopalnaik298@okhdfcbank/PAY,846356997917,7800.0,,595776.34
23-04-2023,23-04-2023,IMPS/P2A/692962517346/NAVEENKUMAR/AXIS,692962517346,,850.0,596626.34
23-04-2023,23-04-2023,UPI/P2A/748931379704/poojasharm742@okaxis/PAY,748931379704,79.0,,596547.34
24-04-2023,24-04-2023,ATM WDL/0258/KORAMANGALA,048221152696,3499.0,,593048.34
24-04-2023,24-04-2023,UPI/P2A/551838706530/gopalnaik459@okaxis/PAY,551838706530,5200.0,,587848.34
24-04-2023,24-04-2023,UPI/P2A/540379363916/anjalirao614@okhdfcbank/PAY,540379363916,7800.0,,580048.34
24-04-2023,24-04-2023,IMPS/P2A/134816679590/SANTOSHIYER/AXIS,134816679590,,4800.0,584848.34
26-04-2023,26-04-2023,BIL/INFT/389018488076/BPCL/PAYMENT,389018488076,999.0,,583849.34
27-04-2023,27-04-2023,IMPS/P2A/240889762518/ANANDKUMAR/AXIS,240889762518,,1200.0,585049.34
28-04-2023,28-04-2023,ATM WDL/0801/KORAMANGALA,366245372411,49.0,,585000.34
30-04-2023,30-04-2023,BIL/INFT/085809519093/SWIGGY/PAYMENT,085809519093,7800.0,,577200.34
30-04-2023,30-04-2023,POS/1804/JIO/KUKATPALLY,163393471344,249.0,,576951.34
01-05-2023,01-05-2023,ATM WDL/5330/MARATHAHALLI,103562161030,5200.0,,571751.34
01-05-2023,01-05-2023,NEFT/CR/116139555194/PAYROLL,648252375365,,62000.0,633751.34
02-05-2023,02-05-2023,POS/3260/OLA/SECUNDERABAD,946312595175,120.0,,633631.34
02-05-2023,02-05-2023,ATM WDL/4130/KUKATPALLY,902152651582,449.0,,633182.34
03-05-2023,03-05-2023,UPI/P2A/397433084240/santoshiye363@oksbi/PAY,397433084240,449.0,,632733.34
04-05-2023,04-05-2023,NEFT DR-HDFC0527223-ANJALI RAO-526562318658-RENT,076378427522,31000.0,,601733.34
05-05-2023,05-05-2023,BIL/INFT/656410497380/BPCL/PAYMENT,656410497380,49.0,,601684.34
05-05-2023,05-05-2023,IMPS/P2A/435608922160/SUNITADEVI/AXIS,435608922160,,18500.0,620184.34
05-05-2023,05-05-2023,POS/8295/UBER/KUKATPALLY,288675592704,79.0,,620105.34
07-05-2023,07-05-2023,IMPS/P2A/980612432417/LAKSHMIVENKAT/AXIS,980612432417,,1200.0,621305.34
08-05-2023,08-05-2023,ATM WDL/8426/KORAMANGALA,936765386050,850.0,,620455.34
08-05-2023,08-05-2023,ATM WDL/5345/JAYANAGAR,968847845204,310.0,,620145.34
09-05-2023,09-05-2023,ATM WDL/6050/MARATHAHALLI,712554413025,1680.0,,618465.34
09-05-2023,09-05-2023,IMPS/P2A/227160144502/CHANDANSHARMA/AXIS,227160144502,,2500.0,620965.34
10-05-2023,10-05-2023,BIL/INFT/912320278982/JIO/PAYMENT,912320278982,999.0,,619966.34
10-05-2023,10-05-2023,BIL/INFT/126013451592/AIRTEL/PAYMENT,126013451592,1680.0,,618286.34
10-05-2023,10-05-2023,IMPS/P2A/327239371126/VIKRAMNAIR/AXIS,327239371126,,11200.0,629486.34
10-05-2023,10-05-2023,ATM WDL/4797/BTM LAYOUT,503089352792,449.0,,629037.34
12-05-2023,12-05-2023,POS/2117/APOLLO PHARMACY/MANGALURU,919088554818,3499.0,,625538.34
12-05-2023,12-05-2023,BIL/INFT/394456462499/IOCL/PAYMENT,394456462499,7800.0,,617738.34
13-05-2023,13-05-2023,ATM WDL/0700/MUMBAI,183514411607,120.0,,617618.34
13-05-2023,13-05-2023,UPI/P2A/684764902946/rajeshverm700@paytm/PAY,684764902946,999.0,,616619.34
15-05-2023,15-05-2023,ATM WDL/4609/KORAMANGALA,982702120922,5200.0,,611419.34
15-05-2023,15-05-2023,IMPS/P2A/799683012941/VINAYPATIL/AXIS,799683012941,,500.0,611919.34
16-05-2023,16-05-2023,POS/2821/BPCL/INDIRANAGAR,185896638088,1680.0,,610239.34
17-05-2023,17-05-2023,BIL/INFT/199997368482/MEDPLUS/PAYMENT,199997368482,1680.0,,608559.34
18-05-2023,18-05-2023,BIL/INFT/769593338986/BOOKMYSHOW/PAYMENT,769593338986,79.0,,608480.34
19-05-2023,19-05-2023,BIL/INFT/147360713735/BESCOM/PAYMENT,147360713735,5200.0,,603280.34
19-05-2023,19-05-2023,IMPS/P2A/601349840552/RANJITSINGH/AXIS,601349840552,,7500.0,610780.34
20-05-2023,20-05-2023,UPI/P2A/487050873448/farhankhan182@okhdfcbank/PAY,487050873448,3499.0,,607281.34
21-05-2023,21-05-2023,POS/8618/ZOMATO/PUNE,534642425621,699.0,,606582.34
21-05-2023,21-05-2023,POS/3774/RELIANCE FRESH/KORAMANGALA,890399728395,5200.0,,601382.34
22-05-2023,22-05-2023,POS/5764/AIRTEL/JAYANAGAR,817073743459,310.0,,601072.34
23-05-2023,23-05-2023,BIL/INFT/914280384058/SWIGGY/PAYMENT,914280384058,249.0,,600823.34
24-05-2023,24-05-2023,UPI/P2A/938175741985/vinaypatil268@ybl/PAY,938175741985,79.0,,600744.34
24-05-2023,24-05-2023,ATM WDL/1445/BANJARA HILLS,585507223003,1680.0,,599064.34
25-05-2023,25-05-2023,POS/4505/OLA/HYDERABAD,406525869409,999.0,,598065.34
25-05-2023,25-05-2023,IMPS/P2A/950450133468/SUSHMARAO/AXIS,950450133468,,500.0,598565.34
25-05-2023,25-05-2023,UPI/P2A/336627111858/tarageorge267@paytm/PAY,336627111858,79.0,,598486.34
28-05-2023,28-05-2023,UPI/P2A/736723730194/farhankhan415@oksbi/PAY,736723730194,699.0,,597787.34
01-06-2023,01-06-2023,ATM WDL/1422/MUMBAI,514135118162,249.0,,597538.34
02-06-2023,02-06-2023,NEFT/CR/816446190264/PAYROLL,056054092283,,61250.0,658788.34
02-06-2023,02-06-2023,UPI/P2A/988708847593/anjalirao863@oksbi/PAY,988708847593,2380.0,,656408.34
03-06-2023,03-06-2023,BIL/INFT/080232143883/BESCOM/PAYMENT,080232143883,3499.0,,652909.34
05-06-2023,05-06-2023,BIL/INFT/964472652460/BPCL/PAYMENT,964472652460,3499.0,,649410.34
07-06-2023,07-06-2023,NEFT DR-HDFC0197857-SMITHA RAO-690224644164-RENT,219559719911,22000.0,,627410.34
11-06-2023,11-06-2023,BIL/INFT/482061816917/IRCTC/PAYMENT,482061816917,850.0,,626560.34
12-06-2023,12-06-2023,ATM WDL/8900/KUKATPALLY,072685098671,5200.0,,621360.34
12-06-2023,12-06-2023,IMPS/P2A/972510948374/ROHITSHARMA/AXIS,972510948374,,11200.0,632560.34
12-06-2023,12-06-2023,IMPS/P2A/973384989389/ANANDKUMAR/AXIS,973384989389,,2500.0,635060.34
12-06-2023,12-06-2023,BIL/INFT/756061564318/FLIPKART/PAYMENT,756061564318,1250.0,,633810.34
13-06-2023,13-06-2023,POS/3160/UBER/KORAMANGALA,335843666857,120.0,,633690.34
14-06-2023,14-06-2023,UPI/P2A/676067437215/anjalirao618@oksbi/PAY,676067437215,3499.0,,630191.34
14-06-2023,14-06-2023,BIL/INFT/896953287031/OLA/PAYMENT,896953287031,310.0,,629881.34
14-06-2023,14-06-2023,BIL/INFT/095608545377/AIRTEL/PAYMENT,095608545377,699.0,,629182.34
14-06-2023,14-06-2023,POS/1494/JIO/PUNE,226244446319,49.0,,629133.34
15-06-2023,15-06-2023,IMPS/P2A/237984930022/GANESHKUMAR/AXIS,237984930022,,1200.0,630333.34
15-06-2023,15-06-2023,ATM WDL/5290/MANGALURU,110731685089,1680.0,,628653.34
17-06-2023,17-06-2023,POS/6188/DMART/BANJARA HILLS,341658054172,120.0,,628533.34
18-06-2023,18-06-2023,ATM WDL/5225/PUNE,533539185742,120.0,,628413.34
19-06-2023,19-06-2023,POS/1731/AMAZON/MANGALURU,212366002316,7800.0,,620613.34
19-06-2023,19-06-2023,ATM WDL/2818/HYDERABAD,693779372188,310.0,,620303.34
19-06-2023,19-06-2023,IMPS/P2A/377731171575/HARISHMENON/AXIS,377731171575,,2500.0,622803.34
21-06-2023,21-06-2023,IMPS/P2A/343929393686/SHEELADEVI/AXIS,343929393686,,2500.0,625303.34
21-06-2023,21-06-2023,ATM WDL/1948/BTM LAYOUT,163995961151,249.0,,625054.34
21-06-2023,21-06-2023,NEFT-166260550545-BENGALURU METRO SERVICES-REIMB-117231-HDFC0722445,116053258804,,24000.0,649054.34
22-06-2023,22-06-2023,ATM WDL/6905/WHITEFIELD,025394152195,2380.0,,646674.34
22-06-2023,22-06-2023,POS/5386/RELIANCE FRESH/JAYANAGAR,343275571430,1680.0,,644994.34
22-06-2023,22-06-2023,BIL/INFT/871428938714/BESCOM/PAYMENT,871428938714,49.0,,644945.34
23-06-2023,23-06-2023,ATM WDL/3736/MUMBAI,985055857358,120.0,,644825.34
23-06-2023,23-06-2023,UPI/P2A/493039435968/anjalirao972@ybl/PAY,493039435968,999.0,,643826.34
24-06-2023,24-06-2023,POS/0508/PVR CINEMAS/BTM LAYOUT,694615136342,1680.0,,642146.34
24-06-2023,24-06-2023,UPI/P2A/140330402249/poojasharm989@okhdfcbank/PAY,140330402249,249.0,,641897.34
25-06-2023,25-06-2023,UPI/P2A/916076654619/priyanair818@ybl/PAY,916076654619,1250.0,,640647.34
25-06-2023,25-06-2023,CREDIT INTEREST CAPITALISED,749619763180,,113.9,640761.24
25-06-2023,25-06-2023,GST ON BANK CHARGES,171442003337,17.7,,640743.54
26-06-2023,26-06-2023,POS/0697/AIRTEL/JAYANAGAR,082879645916,1250.0,,639493.54
27-06-2023,27-06-2023,BIL/INFT/140509281376/ZOMATO/PAYMENT,140509281376,1250.0,,638243.54
27-06-2023,27-06-2023,IMPS/P2A/903487519296/PRAKASHRAO/AXIS,903487519296,,1200.0,639443.54
28-06-2023,28-06-2023,POS/3266/UBER/MARATHAHALLI,354210806286,120.0,,639323.54
01-07-2023,01-07-2023,NEFT/CR/548889708518/PAYROLL,179244456488,,62000.0,701323.54
01-07-2023,01-07-2023,BIL/INFT/153132379202/ZOMATO/PAYMENT,153132379202,7800.0,,693523.54
02-07-2023,02-07-2023,BIL/INFT/192619886378/JIO/PAYMENT,192619886378,120.0,,693403.54
03-07-2023,03-07-2023,ATM WDL/7614/MUMBAI,612911427690,449.0,,692954.54
03-07-2023,03-07-2023,IMPS/P2A/809639176310/ARJUNMEHTA/AXIS,809639176310,,2500.0,695454.54
04-07-2023,04-07-2023,POS/2641/FLIPKART/PUNE,424473034150,2380.0,,693074.54
04-07-2023,04-07-2023,BIL/INFT/125431487087/UBER/PAYMENT,125431487087,49.0,,693025.54
04-07-2023,04-07-2023,IMPS/P2A/263064317299/GANESHKUMAR/AXIS,263064317299,,2500.0,695525.54
04-07-2023,04-07-2023,IMPS/P2A/025352292146/SUNITADEVI/AXIS,025352292146,,24000.0,719525.54
05-07-2023,05-07-2023,NEFT DR-HDFC0464226-FARHAN KHAN-149239184067-RENT,550835518210,22000.0,,697525.54
