Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
25/01/23,NWD-416021XXXXXX1733-S13945-SECUNDERABAD,976083766523,25/01/23,120.0,,137168.0
25/01/23,IMPS-959065166919-DIVYAMENON-HDFC-XXXXXXXXXX7097-PERSONAL,0000959065166919,25/01/23,,1200.0,138368.0
26/01/23,IMPS-818278663762-GOPALVERMA-HDFC-XXXXXXXXXX8065-PERSONAL,0000818278663762,26/01/23,,1200.0,139568.0
28/01/23,UPI-474691031113-lathadevi885@okaxis-OK,474691031113,28/01/23,1250.0,,138318.0
29/01/23,IB BILLPAY DR-HDFCPE-545964XXXXXX8733 IB093320850713,093320850713,29/01/23,449.0,,137869.0
31/01/23,IMPS-613162532883-RAJENDRAPRASAD-HDFC-XXXXXXXXXX9571-PERSONAL,0000613162532883,31/01/23,,4800.0,142669.0
31/01/23,POS 416021XXXXXX8084 HPCL POS DEBIT,593283324228,31/01/23,999.0,,141670.0
31/01/23,IMPS-210137797195-LALITHADEVI-HDFC-XXXXXXXXXX4356-PERSONAL,0000210137797195,31/01/23,,4800.0,146470.0
01/02/23,FT - CR - 442856779974 - SALARY CREDIT,352252791842,01/02/23,,78500.0,224970.0
02/02/23,POS 416021XXXXXX8957 HPCL POS DEBIT,185822701156,02/02/23,5200.0,,219770.0
04/02/23,IMPS-961517631374-AYESHAKHAN-HDFC-XXXXXXXXXX7577-PERSONAL,0000961517631374,04/02/23,,2500.0,222270.0
04/02/23,NEFT DR-HDFC0152515-FARHAN KHAN-360612393678-RENT,835564009182,04/02/23,31000.0,,191270.0
04/02/23,POS 416021XXXXXX6952 BOOKMYSHOW POS DEBIT,181354557208,04/02/23,699.0,,190571.0
05/02/23,IMPS-066602162424-ARUNSHARMA-HDFC-XXXXXXXXXX7189-PERSONAL,0000066602162424,05/02/23,,850.0,191421.0
05/02/23,NWD-416021XXXXXX2259-S19773-BTM LAYOUT,045735031991,05/02/23,249.0,,191172.0
05/02/23,NWD-416021XXXXXX0948-S14895-SECUNDERABAD,852824296305,05/02/23,1680.0,,189492.0
06/02/23,POS 416021XXXXXX1250 OLA POS DEBIT,129866422677,06/02/23,449.0,,189043.0
06/02/23,POS 416021XXXXXX3247 BOOKMYSHOW POS DEBIT,691832256640,06/02/23,249.0,,188794.0
06/02/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5096 IB016547534481,016547534481,06/02/23,850.0,,187944.0
07/02/23,POS 416021XXXXXX9995 IRCTC POS DEBIT,514108438331,07/02/23,310.0,,187634.0
07/02/23,UPI-033031189260-rohitsharm706@paytm-OK,033031189260,07/02/23,2380.0,,185254.0
07/02/23,IMPS-240534906243-AYESHAKHAN-HDFC-XXXXXXXXXX0802-PERSONAL,0000240534906243,07/02/23,,850.0,186104.0
07/02/23,NWD-416021XXXXXX4518-S13302-KUKATPALLY,683309651129,07/02/23,1680.0,,184424.0
08/02/23,NWD-416021XXXXXX4707-S17583-INDIRANAGAR,913370179470,08/02/23,249.0,,184175.0
08/02/23,IB BILLPAY DR-HDFCPE-545964XXXXXX7499 IB161849647290,161849647290,08/02/23,850.0,,183325.0
09/02/23,IMPS-374120175807-NILESHKULKARNI-HDFC-XXXXXXXXXX8226-PERSONAL,0000374120175807,09/02/23,,1200.0,184525.0
09/02/23,IMPS-764751754464-GEETADEVI-HDFC-XXXXXXXXXX2048-PERSONAL,0000764751754464,09/02/23,,18500.0,203025.0
10/02/23,NWD-416021XXXXXX8145-S16726-INDIRANAGAR,220522574108,10/02/23,1680.0,,201345.0
11/02/23,UPI-693225363144-rohitsharm838@paytm-OK,693225363144,11/02/23,79.0,,201266.0
11/02/23,POS 416021XXXXXX0452 APOLLO PHARMACY POS DEBIT,656283077289,11/02/23,1250.0,,200016.0
11/02/23,NWD-416021XXXXXX3383-S15454-MUMBAI,586916990032,11/02/23,120.0,,199896.0
12/02/23,NWD-416021XXXXXX2037-S18323-HSR LAYOUT,210455482839,12/02/23,3499.0,,196397.0
12/02/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5196 IB083015104234,083015104234,12/02/23,5200.0,,191197.0
14/02/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5970 IB083462904072,083462904072,14/02/23,1680.0,,189517.0
14/02/23,NWD-416021XXXXXX2871-S12840-BTM LAYOUT,054064055624,14/02/23,249.0,,189268.0
15/02/23,UPI-443052529362-anjalirao455@paytm-OK,443052529362,15/02/23,1680.0,,187588.0
15/02/23,POS 416021XXXXXX0437 BPCL POS DEBIT,301361193974,15/02/23,1250.0,,186338.0
16/02/23,POS 416021XXXXXX4087 IOCL POS DEBIT,701327124739,16/02/23,310.0,,186028.0
18/02/23,IB BILLPAY DR-HDFCPE-545964XXXXXX4121 IB711524007106,711524007106,18/02/23,999.0,,185029.0
18/02/23,IB BILLPAY DR-HDFCPE-545964XXXXXX9698 IB787325229282,787325229282,18/02/23,2380.0,,182649.0
19/02/23,IMPS-551702070052-ANITHAKRISHNAN-HDFC-XXXXXXXXXX0518-PERSONAL,0000551702070052,19/02/23,,500.0,183149.0
20/02/23,POS 416021XXXXXX6783 PVR CINEMAS POS DEBIT,884884447784,20/02/23,3499.0,,179650.0
20/02/23,NWD-416021XXXXXX3217-S18821-BANJARA HILLS,160523011753,20/02/23,3499.0,,176151.0
20/02/23,POS 416021XXXXXX0872 IRCTC POS DEBIT,847231257723,20/02/23,3499.0,,172652.0
21/02/23,POS 416021XXXXXX6711 PVR CINEMAS POS DEBIT,632067423778,21/02/23,1680.0,,170972.0
23/02/23,POS 416021XXXXXX8822 OLA POS DEBIT,152559019255,23/02/23,79.0,,170893.0
25/02/23,IB BILLPAY DR-HDFCPE-545964XXXXXX1907 IB657006811871,657006811871,25/02/23,49.0,,170844.0
25/02/23,POS 416021XXXXXX1838 PVR CINEMAS POS DEBIT,401157570819,25/02/23,1250.0,,169594.0
25/02/23,POS 416021XXXXXX1298 IOCL POS DEBIT,495453302619,25/02/23,5200.0,,164394.0
26/02/23,POS 416021XXXXXX4493 AIRTEL POS DEBIT,612230523293,26/02/23,310.0,,164084.0
26/02/23,UPI-706963038440-lathadevi25@ybl-OK,706963038440,26/02/23,79.0,,164005.0
27/02/23,UPI-038480351702-kiranreddy566@okaxis-OK,038480351702,27/02/23,79.0,,163926.0
27/02/23,POS 416021XXXXXX0025 BPCL POS DEBIT,748598870378,27/02/23,449.0,,163477.0
27/02/23,NWD-416021XXXXXX2759-S12082-MYSURU,744855101362,27/02/23,850.0,,162627.0
02/03/23,IB BILLPAY DR-HDFCPE-545964XXXXXX8025 IB360520261914,360520261914,02/03/23,249.0,,162378.0
02/03/23,FT - CR - 918170645977 - SALARY CREDIT,888215371421,02/03/23,,78500.0,240878.0
03/03/23,IB BILLPAY DR-HDFCPE-545964XXXXXX6193 IB036711931858,036711931858,03/03/23,449.0,,240429.0
04/03/23,NEFT DR-HDFC0043399-ARJUN MEHTA-270211267220-RENT,522996416644,04/03/23,31000.0,,209429.0
04/03/23,UPI-888063745430-meerapilla527@paytm-OK,888063745430,04/03/23,1680.0,,207749.0
04/03/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5410 IB396366206005,396366206005,04/03/23,49.0,,207700.0
05/03/23,IB BILLPAY DR-HDFCPE-545964XXXXXX1781 IB857728171626,857728171626,05/03/23,49.0,,207651.0
06/03/23,UPI-748299737785-naveenkuma681@paytm-OK,748299737785,06/03/23,1250.0,,206401.0
07/03/23,NWD-416021XXXXXX1347-S12034-INDIRANAGAR,029397732760,07/03/23,2380.0,,204021.0
07/03/23,POS 416021XXXXXX3149 IOCL POS DEBIT,435467034696,07/03/23,850.0,,203171.0
07/03/23,NWD-416021XXXXXX7904-S19328-JAYANAGAR,995196486497,07/03/23,850.0,,202321.0
08/03/23,POS 416021XXXXXX1246 UBER POS DEBIT,372801917813,08/03/23,999.0,,201322.0
09/03/23,POS 416021XXXXXX1845 IOCL POS DEBIT,927036666951,09/03/23,699.0,,200623.0
09/03/23,IMPS-010139758508-ADITYAKUMAR-HDFC-XXXXXXXXXX8948-PERSONAL,0000010139758508,09/03/23,,4800.0,205423.0
10/03/23,IB BILLPAY DR-HDFCPE-545964XXXXXX1362 IB595587768820,595587768820,10/03/23,449.0,,204974.0
11/03/23,IMPS-334651032905-GOPALVERMA-HDFC-XXXXXXXXXX5732-PERSONAL,0000334651032905,11/03/23,,2500.0,207474.0
12/03/23,NWD-416021XXXXXX7788-S15943-PUNE,094921530637,12/03/23,5200.0,,202274.0
14/03/23,IMPS-725622738946-BABULAL-HDFC-XXXXXXXXXX1851-PERSONAL,0000725622738946,14/03/23,,4800.0,207074.0
14/03/23,IB BILLPAY DR-HDFCPE-545964XXXXXX3250 IB993136710955,993136710955,14/03/23,850.0,,206224.0
15/03/23,POS 416021XXXXXX6514 HPCL POS DEBIT,516350887196,15/03/23,850.0,,205374.0
15/03/23,NWD-416021XXXXXX3981-S13823-MUMBAI,607916109012,15/03/23,3499.0,,201875.0
16/03/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5688 IB755415517190,755415517190,16/03/23,449.0,,201426.0
16/03/23,IB BILLPAY DR-HDFCPE-545964XXXXXX9865 IB484468995073,484468995073,16/03/23,1680.0,,199746.0
16/03/23,IB BILLPAY DR-HDFCPE-545964XXXXXX7820 IB394880903838,394880903838,16/03/23,1680.0,,198066.0
18/03/23,POS 416021XXXXXX7634 JIO POS DEBIT,756516864873,18/03/23,449.0,,197617.0
18/03/23,POS 416021XXXXXX4334 IRCTC POS DEBIT,183013920541,18/03/23,699.0,,196918.0
19/03/23,POS 416021XXXXXX4481 IRCTC POS DEBIT,193793379886,19/03/23,310.0,,196608.0
20/03/23,IMPS-877296561466-FARHANKHAN-HDFC-XXXXXXXXXX7220-PERSONAL,0000877296561466,20/03/23,,1200.0,197808.0
20/03/23,POS 416021XXXXXX8559 RELIANCE FRESH POS DEBIT,393573512595,20/03/23,449.0,,197359.0
20/03/23,NEFT-678037134968-SOUTHERN RETAILS-REIMB-448934-HDFC0321612,675075039284,20/03/23,,12000.0,209359.0
21/03/23,POS 416021XXXXXX6739 AMAZON POS DEBIT,609640418584,21/03/23,5200.0,,204159.0
22/03/23,IMPS-047247624165-SANJANAHEGDE-HDFC-XXXXXXXXXX8316-PERSONAL,0000047247624165,22/03/23,,24000.0,228159.0
23/03/23,UPI-199367355023-rahulsingh18@ybl-OK,199367355023,23/03/23,249.0,,227910.0
23/03/23,POS 416021XXXXXX6011 AIRTEL POS DEBIT,737786857528,23/03/23,1250.0,,226660.0
23/03/23,IMPS-040113716373-PRADEEPSINGH-HDFC-XXXXXXXXXX3307-PERSONAL,0000040113716373,23/03/23,,4800.0,231460.0
24/03/23,IMPS-332191146858-VINAYPATIL-HDFC-XXXXXXXXXX3079-PERSONAL,0000332191146858,24/03/23,,18500.0,249960.0
24/03/23,UPI-161883164299-arjunmehta183@ybl-OK,161883164299,24/03/23,5200.0,,244760.0
24/03/23,UPI-329688152158-anjalirao646@oksbi-OK,329688152158,24/03/23,850.0,,243910.0
25/03/23,IMPS-229160269204-DEEPAKJOSHI-HDFC-XXXXXXXXXX3605-PERSONAL,0000229160269204,25/03/23,,1200.0,245110.0
25/03/23,CREDIT INTEREST CAPITALISED,471168641186,25/03/23,,183.03,245293.03
25/03/23,GST ON BANK CHARGES,679390893738,25/03/23,17.7,,245275.33
26/03/23,UPI-802156667615-gopalnaik83@okhdfcbank-OK,802156667615,26/03/23,7800.0,,237475.33
27/03/23,IB BILLPAY DR-HDFCPE-545964XXXXXX8572 IB744923910301,744923910301,27/03/23,2380.0,,235095.33
28/03/23,POS 416021XXXXXX4529 AIRTEL POS DEBIT,239674550253,28/03/23,120.0,,234975.33
28/03/23,POS 416021XXXXXX1191 RELIANCE FRESH POS DEBIT,409292434940,28/03/23,850.0,,234125.33
29/03/23,NWD-416021XXXXXX2783-S12779-MARATHAHALLI,448798529038,29/03/23,49.0,,234076.33
29/03/23,UPI-670876413833-rahulsingh340@okaxis-OK,670876413833,29/03/23,449.0,,233627.33
30/03/23,IMPS-874817013599-RAHULSINGH-HDFC-XXXXXXXXXX1461-PERSONAL,0000874817013599,30/03/23,,1200.0,234827.33
31/03/23,IMPS-858723682902-SURESHBABU-HDFC-XXXXXXXXXX1548-PERSONAL,0000858723682902,31/03/23,,1200.0,236027.33
31/03/23,POS 416021XXXXXX9436 APOLLO PHARMACY POS DEBIT,054435422955,31/03/23,5200.0,,230827.33
31/03/23,IB BILLPAY DR-HDFCPE-545964XXXXXX0940 IB000826638228,000826638228,31/03/23,7800.0,,223027.33
01/04/23,NWD-416021XXXXXX4170-S18661-WHITEFIELD,348695298320,01/04/23,79.0,,222948.33
01/04/23,FT - CR - 128863498517 - SALARY CREDIT,317848847969,01/04/23,,78000.0,300948.33
01/04/23,IB BILLPAY DR-HDFCPE-545964XXXXXX8337 IB940742747045,940742747045,01/04/23,699.0,,300249.33
01/04/23,IMPS-932253223003-MALLIKADAS-HDFC-XXXXXXXXXX8837-PERSONAL,0000932253223003,01/04/23,,24000.0,324249.33
03/04/23,IMPS-769127251558-DEEPAKJOSHI-HDFC-XXXXXXXXXX0042-PERSONAL,0000769127251558,03/04/23,,18500.0,342749.33
05/04/23,NEFT DR-HDFC0970819-ROHIT SHARMA-133587763915-RENT,240736444151,05/04/23,18000.0,,324749.33
06/04/23,IB BILLPAY DR-HDFCPE-545964XXXXXX2272 IB069256715995,069256715995,06/04/23,999.0,,323750.33
06/04/23,POS 416021XXXXXX2650 IRCTC POS DEBIT,267603123487,06/04/23,310.0,,323440.33
07/04/23,IB BILLPAY DR-HDFCPE-545964XXXXXX7001 IB524707405548,524707405548,07/04/23,2380.0,,321060.33
07/04/23,UPI-326029273301-ayeshakhan553@paytm-OK,326029273301,07/04/23,5200.0,,315860.33
08/04/23,IB BILLPAY DR-HDFCPE-545964XXXXXX1455 IB864683571231,864683571231,08/04/23,310.0,,315550.33
09/04/23,NWD-416021XXXXXX9879-S15047-INDIRANAGAR,418925571128,09/04/23,49.0,,315501.33
09/04/23,IB BILLPAY DR-HDFCPE-545964XXXXXX6214 IB079052381473,079052381473,09/04/23,5200.0,,310301.33
09/04/23,NWD-416021XXXXXX4994-S11921-WHITEFIELD,855444272576,09/04/23,850.0,,309451.33
09/04/23,UPI-855693401551-gopalnaik533@oksbi-OK,855693401551,09/04/23,2380.0,,307071.33
12/04/23,UPI-612688262880-meerapilla239@oksbi-OK,612688262880,12/04/23,3499.0,,303572.33
12/04/23,IMPS-975811482948-USHARANI-HDFC-XXXXXXXXXX5333-PERSONAL,0000975811482948,12/04/23,,850.0,304422.33
12/04/23,UPI-298189706699-santoshiye227@okhdfcbank-OK,298189706699,12/04/23,249.0,,304173.33
13/04/23,IMPS-007540363755-NADIAHUSSAIN-HDFC-XXXXXXXXXX7918-PERSONAL,0000007540363755,13/04/23,,18500.0,322673.33
13/04/23,NWD-416021XXXXXX9405-S10134-INDIRANAGAR,477238360231,13/04/23,999.0,,321674.33
13/04/23,IB BILLPAY DR-HDFCPE-545964XXXXXX1016 IB242741189382,242741189382,13/04/23,1250.0,,320424.33
13/04/23,NWD-416021XXXXXX9445-S12506-INDIRANAGAR,719690534106,13/04/23,7800.0,,312624.33
15/04/23,POS 416021XXXXXX3264 JIO POS DEBIT,388731045883,15/04/23,2380.0,,310244.33
17/04/23,POS 416021XXXXXX7738 BOOKMYSHOW POS DEBIT,998796624361,17/04/23,310.0,,309934.33
19/04/23,POS 416021XXXXXX8440 BPCL POS DEBIT,310464244098,19/04/23,5200.0,,304734.33
19/04/23,POS 416021XXXXXX8540 PVR CINEMAS POS DEBIT,055904008324,19/04/23,79.0,,304655.33
22/04/23,UPI-354820460236-meerapilla609@ybl-OK,354820460236,22/04/23,49.0,,304606.33
24/04/23,IB BILLPAY DR-HDFCPE-545964XXXXXX1100 IB922826263905,922826263905,24/04/23,310.0,,304296.33
24/04/23,IMPS-608285381287-SMITHARAO-HDFC-XXXXXXXXXX9890-PERSONAL,0000608285381287,24/04/23,,500.0,304796.33
25/04/23,IMPS-820541859982-NILESHKULKARNI-HDFC-XXXXXXXXXX2693-PERSONAL,0000820541859982,25/04/23,,1200.0,305996.33
25/04/23,NWD-416021XXXXXX2851-S14564-HYDERABAD,689832042226,25/04/23,449.0,,305547.33
25/04/23,IMPS-856215547034-PREETHIIYER-HDFC-XXXXXXXXXX7316-PERSONAL,0000856215547034,25/04/23,,24000.0,329547.33
26/04/23,IB BILLPAY DR-HDFCPE-545964XXXXXX0363 IB793628848864,793628848864,26/04/23,310.0,,329237.33
26/04/23,UPI-519203853893-vikramnair701@ybl-OK,519203853893,26/04/23,1250.0,,327987.33
27/04/23,POS 416021XXXXXX6612 OLA POS DEBIT,843776498369,27/04/23,850.0,,327137.33
28/04/23,POS 416021XXXXXX5232 PVR CINEMAS POS DEBIT,511778305595,28/04/23,120.0,,327017.33
28/04/23,POS 416021XXXXXX4543 AIRTEL POS DEBIT,583310298400,28/04/23,2380.0,,324637.33
30/04/23,IMPS-312553189259-DEEPANAIR-HDFC-XXXXXXXXXX6767-PERSONAL,0000312553189259,30/04/23,,7500.0,332137.33
01/05/23,FT - CR - 202776060673 - SALARY CREDIT,504808301320,01/05/23,,77250.0,409387.33
01/05/23,NWD-416021XXXXXX9899-S12313-PUNE,887729947554,01/05/23,7800.0,,401587.33
01/05/23,IMPS-545960453564-SUNITADEVI-HDFC-XXXXXXXXXX9951-PERSONAL,0000545960453564,01/05/23,,18500.0,420087.33
02/05/23,IMPS-484436363180-DEEPAKJOSHI-HDFC-XXXXXXXXXX7234-PERSONAL,0000484436363180,02/05/23,,4800.0,424887.33
03/05/23,POS 416021XXXXXX6648 IOCL POS DEBIT,454934699812,03/05/23,5200.0,,419687.33
04/05/23,IMPS-527522054833-GANESHKUMAR-HDFC-XXXXXXXXXX5383-PERSONAL,0000527522054833,04/05/23,,4800.0,424487.33
04/05/23,IMPS-525290312676-SURESHNAIR-HDFC-XXXXXXXXXX5380-PERSONAL,0000525290312676,04/05/23,,11200.0,435687.33
05/05/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5826 IB527158964779,527158964779,05/05/23,120.0,,435567.33
05/05/23,NWD-416021XXXXXX6168-S18032-HSR LAYOUT,941147344377,05/05/23,999.0,,434568.33
06/05/23,NEFT DR-HDFC0828411-KAVYA REDDY-703955869496-RENT,438778216701,06/05/23,22000.0,,412568.33
06/05/23,IB BILLPAY DR-HDFCPE-545964XXXXXX4587 IB537712760497,537712760497,06/05/23,850.0,,411718.33
07/05/23,IB BILLPAY DR-HDFCPE-545964XXXXXX3349 IB471468512333,471468512333,07/05/23,120.0,,411598.33
07/05/23,IB BILLPAY DR-HDFCPE-545964XXXXXX2316 IB670561315080,670561315080,07/05/23,310.0,,411288.33
08/05/23,POS 416021XXXXXX3755 ZOMATO POS DEBIT,705147731908,08/05/23,310.0,,410978.33
08/05/23,UPI-968870769269-ayeshakhan822@ybl-OK,968870769269,08/05/23,1250.0,,409728.33
10/05/23,IMPS-770634223121-SUNILYADAV-HDFC-XXXXXXXXXX6926-PERSONAL,0000770634223121,10/05/23,,7500.0,417228.33
11/05/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5342 IB523454663448,523454663448,11/05/23,79.0,,417149.33
11/05/23,IB BILLPAY DR-HDFCPE-545964XXXXXX2891 IB946601376123,946601376123,11/05/23,310.0,,416839.33
12/05/23,IMPS-081561306426-PADMARAO-HDFC-XXXXXXXXXX6472-PERSONAL,0000081561306426,12/05/23,,18500.0,435339.33
12/05/23,POS 416021XXXXXX9716 OLA POS DEBIT,807579628701,12/05/23,310.0,,435029.33
12/05/23,POS 416021XXXXXX1736 AMAZON POS DEBIT,577906911106,12/05/23,449.0,,434580.33
13/05/23,UPI-007310960295-kiranreddy954@paytm-OK,007310960295,13/05/23,120.0,,434460.33
14/05/23,IMPS-897534477038-RAHULSINGH-HDFC-XXXXXXXXXX5255-PERSONAL,0000897534477038,14/05/23,,4800.0,439260.33
14/05/23,IMPS-941360259676-PRAKASHRAO-HDFC-XXXXXXXXXX5713-PERSONAL,0000941360259676,14/05/23,,500.0,439760.33
14/05/23,POS 416021XXXXXX6725 IRCTC POS DEBIT,457767425578,14/05/23,699.0,,439061.33
15/05/23,IMPS-834331730017-NADIAHUSSAIN-HDFC-XXXXXXXXXX5828-PERSONAL,0000834331730017,15/05/23,,24000.0,463061.33
15/05/23,POS 416021XXXXXX7665 DMART POS DEBIT,647569154239,15/05/23,1680.0,,461381.33
15/05/23,NWD-416021XXXXXX4100-S16826-WHITEFIELD,033141355589,15/05/23,1680.0,,459701.33
15/05/23,UPI-441811535144-meerapilla667@ybl-OK,441811535144,15/05/23,2380.0,,457321.33
16/05/23,IMPS-634585310404-BINDHUNAIR-HDFC-XXXXXXXXXX7152-PERSONAL,0000634585310404,16/05/23,,1200.0,458521.33
16/05/23,UPI-152373296337-reshmakhan483@okaxis-OK,152373296337,16/05/23,449.0,,458072.33
16/05/23,POS 416021XXXXXX2776 AMAZON POS DEBIT,258795619437,16/05/23,3499.0,,454573.33
16/05/23,UPI-629727613594-meerapilla572@paytm-OK,629727613594,16/05/23,1680.0,,452893.33
16/05/23,IB BILLPAY DR-HDFCPE-545964XXXXXX0686 IB206586100384,206586100384,16/05/23,249.0,,452644.33
17/05/23,NWD-416021XXXXXX4292-S10565-INDIRANAGAR,966271249958,17/05/23,120.0,,452524.33
17/05/23,NWD-416021XXXXXX5523-S18458-WHITEFIELD,657723566593,17/05/23,999.0,,451525.33
17/05/23,NWD-416021XXXXXX7628-S18728-MARATHAHALLI,850409555238,17/05/23,5200.0,,446325.33
19/05/23,IMPS-757434558456-MOHANDAS-HDFC-XXXXXXXXXX4410-PERSONAL,0000757434558456,19/05/23,,850.0,447175.33
19/05/23,UPI-970714247361-rohitsharm200@okhdfcbank-OK,970714247361,19/05/23,2380.0,,444795.33
20/05/23,POS 416021XXXXXX5687 ZOMATO POS DEBIT,160503539969,20/05/23,79.0,,444716.33
20/05/23,IB BILLPAY DR-HDFCPE-545964XXXXXX3122 IB819551954138,819551954138,20/05/23,1250.0,,443466.33
20/05/23,IMPS-624769935651-LAKSHMIVENKAT-HDFC-XXXXXXXXXX7255-PERSONAL,0000624769935651,20/05/23,,11200.0,454666.33
21/05/23,NWD-416021XXXXXX5715-S14023-INDIRANAGAR,494363480415,21/05/23,120.0,,454546.33
