Tran Date,Value Date,Transaction Particulars,Chq No,Debit,Credit,Balance
22-01-2023,22-01-2023,ATM WDL/1268/PUNE,638707411677,2380.0,,153263.0
23-01-2023,23-01-2023,IMPS/P2A/696003216206/SHEELADEVI/AXIS,696003216206,,24000.0,177263.0
23-01-2023,23-01-2023,IMPS/P2A/046835901885/LALITHADEVI/AXIS,046835901885,,18500.0,195763.0
26-01-2023,26-01-2023,UPI/P2A/603492538223/vinaypatil783@oksbi/PAY,603492538223,5200.0,,190563.0
27-01-2023,27-01-2023,IMPS/P2A/432718328376/SNEHAPATIL/AXIS,432718328376,,850.0,191413.0
27-01-2023,27-01-2023,UPI/P2A/831101622490/vikramnair225@ybl/PAY,831101622490,2380.0,,189033.0
27-01-2023,27-01-2023,UPI/P2A/026606822819/lathadevi447@okaxis/PAY,026606822819,1680.0,,187353.0
29-01-2023,29-01-2023,IMPS/P2A/178051107545/ANITHAKRISHNAN/AXIS,178051107545,,18500.0,205853.0
29-01-2023,29-01-2023,ATM WDL/9128/MANGALURU,778901277033,999.0,,204854.0
30-01-2023,30-01-2023,UPI/P2A/017831016069/rajeshverm919@ybl/PAY,017831016069,1250.0,,203604.0
01-02-2023,01-02-2023,UPI/P2A/274773686216/santoshiye429@okaxis/PAY,274773686216,120.0,,203484.0
01-02-2023,01-02-2023,NEFT/CR/695593723891/PAYROLL,111510700844,,31250.0,234734.0
01-02-2023,01-02-2023,UPI/P2A/047401035997/kavyareddy247@paytm/PAY,047401035997,2380.0,,232354.0
02-02-2023,02-02-2023,IMPS/P2A/127985086156/KAVERIMENON/AXIS,127985086156,,2500.0,234854.0
02-02-2023,02-02-2023,BIL/INFT/134151351678/APOLLO PHARMACY/PAYMENT,134151351678,249.0,,234605.0
02-02-2023,02-02-2023,ATM WDL/4001/PUNE,564929211235,310.0,,234295.0
03-02-2023,03-02-2023,POS/1191/APOLLO PHARMACY/JAYANAGAR,991471782143,699.0,,233596.0
03-02-2023,03-02-2023,NEFT DR-HDFC0350629-DIVYA MENON-431850991578-RENT,971283456266,26500.0,,207096.0
03-02-2023,03-02-2023,UPI/P2A/317721631579/gopalnaik590@ybl/PAY,317721631579,310.0,,206786.0
03-02-2023,03-02-2023,ATM WDL/6232/HYDERABAD,174426779713,850.0,,205936.0
05-02-2023,05-02-2023,POS/3928/MEDPLUS/MARATHAHALLI,512658556737,249.0,,205687.0
05-02-2023,05-02-2023,ATM WDL/5234/MYSURU,486940129546,1680.0,,204007.0
06-02-2023,06-02-2023,ATM WDL/6325/KORAMANGALA,046677058354,7800.0,,196207.0
06-02-2023,06-02-2023,UPI/P2A/146106974395/rohitsharm643@okhdfcbank/PAY,146106974395,999.0,,195208.0
06-02-2023,06-02-2023,POS/5869/IRCTC/HSR LAYOUT,418965390665,120.0,,195088.0
07-02-2023,07-02-2023,POS/3246/IRCTC/MUMBAI,122427783148,249.0,,194839.0
08-02-2023,08-02-2023,BIL/INFT/358162845458/OLA/PAYMENT,358162845458,999.0,,193840.0
08-02-2023,08-02-2023,UPI/P2A/142760668798/arjunmehta552@ybl/PAY,142760668798,999.0,,192841.0
10-02-2023,10-02-2023,UPI/P2A/051075366625/rajeshverm351@okhdfcbank/PAY,051075366625,2380.0,,190461.0
10-02-2023,10-02-2023,ATM WDL/6156/HSR LAYOUT,176100496206,449.0,,190012.0
12-02-2023,12-02-2023,ATM WDL/9008/MUMBAI,190702948291,310.0,,189702.0
13-02-2023,13-02-2023,BIL/INFT/282783557403/HPCL/PAYMENT,282783557403,79.0,,189623.0
13-02-2023,13-02-2023,BIL/INFT/420536225252/AMAZON/PAYMENT,420536225252,1250.0,,188373.0
14-02-2023,14-02-2023,BIL/INFT/437342101929/DMART/PAYMENT,437342101929,5200.0,,183173.0
15-02-2023,15-02-2023,BIL/INFT/389723215299/MEDPLUS/PAYMENT,389723215299,120.0,,183053.0
16-02-2023,16-02-2023,IMPS/P2A/673524712692/AYESHAKHAN/AXIS,673524712692,,850.0,183903.0
16-02-2023,16-02-2023,ATM WDL/0450/WHITEFIELD,361880212798,310.0,,183593.0
17-02-2023,17-02-2023,UPI/P2A/477060724802/sunilshett365@okhdfcbank/PAY,477060724802,699.0,,182894.0
18-02-2023,18-02-2023,UPI/P2A/649670680987/tarageorge747@oksbi/PAY,649670680987,5200.0,,177694.0
18-02-2023,18-02-2023,UPI/P2A/000117905275/vinaypatil850@paytm/PAY,000117905275,850.0,,176844.0
19-02-2023,19-02-2023,IMPS/P2A/548962389246/RAMESHPILLAI/AXIS,548962389246,,7500.0,184344.0
19-02-2023,19-02-2023,ATM WDL/5997/PUNE,718580579355,1680.0,,182664.0
20-02-2023,20-02-2023,BIL/INFT/998703971290/RELIANCE FRESH/PAYMENT,998703971290,5200.0,,177464.0
21-02-2023,21-02-2023,IMPS/P2A/766577695250/RAJESHVERMA/AXIS,766577695250,,2500.0,179964.0
22-02-2023,22-02-2023,IMPS/P2A/037470059297/TARASINGH/AXIS,037470059297,,850.0,180814.0
22-02-2023,22-02-2023,POS/2556/BPCL/BTM LAYOUT,874832265581,249.0,,180565.0
24-02-2023,24-02-2023,IMPS/P2A/345047901197/LALITHADEVI/AXIS,345047901197,,500.0,181065.0
25-02-2023,25-02-2023,BIL/INFT/351181973758/ZOMATO/PAYMENT,351181973758,79.0,,180986.0
25-02-2023,25-02-2023,POS/6685/UBER/JAYANAGAR,087490027019,120.0,,180866.0
26-02-2023,26-02-2023,IMPS/P2A/272082997166/SNEHAPATIL/AXIS,272082997166,,4800.0,185666.0
26-02-2023,26-02-2023,BIL/INFT/614619643116/BPCL/PAYMENT,614619643116,49.0,,185617.0
26-02-2023,26-02-2023,POS/2473/FLIPKART/MUMBAI,912300604560,2380.0,,183237.0
26-02-2023,26-02-2023,POS/4931/MEDPLUS/KORAMANGALA,985851388317,1250.0,,181987.0
01-03-2023,01-03-2023,BIL/INFT/195574125570/OLA/PAYMENT,195574125570,1680.0,,180307.0
01-03-2023,01-03-2023,UPI/P2A/043373253194/meerapilla301@okaxis/PAY,043373253194,7800.0,,172507.0
01-03-2023,01-03-2023,BIL/INFT/036350269964/IOCL/PAYMENT,036350269964,2380.0,,170127.0
01-03-2023,01-03-2023,POS/9378/IRCTC/KUKATPALLY,826723670639,1250.0,,168877.0
02-03-2023,02-03-2023,BIL/INFT/136153598614/APOLLO PHARMACY/PAYMENT,136153598614,3499.0,,165378.0
03-03-2023,03-03-2023,NEFT/CR/690603488756/PAYROLL,429494652314,,32000.0,197378.0
03-03-2023,03-03-2023,UPI/P2A/124553030175/santoshiye820@ybl/PAY,124553030175,850.0,,196528.0
04-03-2023,04-03-2023,IMPS/P2A/506404192986/DIVYAMENON/AXIS,506404192986,,4800.0,201328.0
05-03-2023,05-03-2023,IMPS/P2A/073602395560/FARHANKHAN/AXIS,073602395560,,7500.0,208828.0
05-03-2023,05-03-2023,POS/8583/BOOKMYSHOW/MANGALURU,926744813117,249.0,,208579.0
06-03-2023,06-03-2023,NEFT DR-HDFC0745274-PRIYA NAIR-983512668482-RENT,047407253159,18000.0,,190579.0
06-03-2023,06-03-2023,UPI/P2A/279513131473/rahulsingh30@ybl/PAY,279513131473,249.0,,190330.0
07-03-2023,07-03-2023,BIL/INFT/673755622497/PVR CINEMAS/PAYMENT,673755622497,249.0,,190081.0
07-03-2023,07-03-2023,IMPS/P2A/962579427370/FATIMASHEIKH/AXIS,962579427370,,18500.0,208581.0
08-03-2023,08-03-2023,BIL/INFT/540030405669/BOOKMYSHOW/PAYMENT,540030405669,79.0,,208502.0
10-03-2023,10-03-2023,BIL/INFT/607606319425/ZOMATO/PAYMENT,607606319425,120.0,,208382.0
11-03-2023,11-03-2023,ATM WDL/5549/BTM LAYOUT,448746735284,850.0,,207532.0
11-03-2023,11-03-2023,UPI/P2A/570584178662/meerapilla474@okhdfcbank/PAY,570584178662,850.0,,206682.0
13-03-2023,13-03-2023,POS/6094/MEDPLUS/KORAMANGALA,197828045512,49.0,,206633.0
13-03-2023,13-03-2023,IMPS/P2A/922655103387/PRADEEPSINGH/AXIS,922655103387,,7500.0,214133.0
17-03-2023,17-03-2023,IMPS/P2A/868355938595/RAJESHVERMA/AXIS,868355938595,,18500.0,232633.0
17-03-2023,17-03-2023,BIL/INFT/002589285845/BPCL/PAYMENT,002589285845,699.0,,231934.0
17-03-2023,17-03-2023,BIL/INFT/520551555448/AMAZON/PAYMENT,520551555448,2380.0,,229554.0
18-03-2023,18-03-2023,ATM WDL/9124/HSR LAYOUT,890655029792,2380.0,,227174.0
18-03-2023,18-03-2023,IMPS/P2A/397708995278/NADIAHUSSAIN/AXIS,397708995278,,500.0,227674.0
18-03-2023,18-03-2023,POS/9917/SWIGGY/MANGALURU,449232519165,449.0,,227225.0
20-03-2023,20-03-2023,ATM WDL/7085/SECUNDERABAD,196058721129,3499.0,,223726.0
20-03-2023,20-03-2023,BIL/INFT/057455205747/DMART/PAYMENT,057455205747,1680.0,,222046.0
20-03-2023,20-03-2023,IMPS/P2A/754723970772/POOJASHARMA/AXIS,754723970772,,1200.0,223246.0
20-03-2023,20-03-2023,POS/7159/BOOKMYSHOW/KUKATPALLY,939032699755,310.0,,222936.0
24-03-2023,24-03-2023,ATM WDL/1175/BANJARA HILLS,382147647882,120.0,,222816.0
25-03-2023,25-03-2023,CREDIT INTEREST CAPITALISED,083190586413,,145.18,222961.18
25-03-2023,25-03-2023,GST ON BANK CHARGES,911759916108,17.7,,222943.48
26-03-2023,26-03-2023,ATM WDL/6697/BANJARA HILLS,535339644439,5200.0,,217743.48
27-03-2023,27-03-2023,ATM WDL/4314/BANJARA HILLS,163226796634,1680.0,,216063.48
28-03-2023,28-03-2023,IMPS/P2A/497683363610/VIKRAMNAIR/AXIS,497683363610,,4800.0,220863.48
31-03-2023,31-03-2023,UPI/P2A/665575743241/gopalnaik985@oksbi/PAY,665575743241,7800.0,,213063.48
01-04-2023,01-04-2023,BIL/INFT/985323414710/OLA/PAYMENT,985323414710,79.0,,212984.48
01-04-2023,01-04-2023,ATM WDL/5971/MANGALURU,566432603755,3499.0,,209485.48
02-04-2023,02-04-2023,UPI/P2A/467609433668/gopalnaik724@paytm/PAY,467609433668,120.0,,209365.48
03-04-2023,03-04-2023,NEFT/CR/561231046060/PAYROLL,521297296589,,32500.0,241865.48
03-04-2023,03-04-2023,UPI/P2A/274258228873/divyamenon243@okhdfcbank/PAY,274258228873,7800.0,,234065.48
04-04-2023,04-04-2023,IMPS/P2A/065219746574/PRIYANAIR/AXIS,065219746574,,500.0,234565.48
05-04-2023,05-04-2023,BIL/INFT/439739191352/PVR CINEMAS/PAYMENT,439739191352,999.0,,233566.48
05-04-2023,05-04-2023,NEFT DR-HDFC0454864-LATHA DEVI-339406329203-RENT,861937807141,18000.0,,215566.48
05-04-2023,05-04-2023,UPI/P2A/347804571306/kiranreddy303@paytm/PAY,347804571306,1680.0,,213886.48
07-04-2023,07-04-2023,BIL/INFT/569303136128/JIO/PAYMENT,569303136128,1680.0,,212206.48
08-04-2023,08-04-2023,BIL/INFT/619048921236/HPCL/PAYMENT,619048921236,79.0,,212127.48
08-04-2023,08-04-2023,POS/9073/IRCTC/KUKATPALLY,126862593266,449.0,,211678.48
08-04-2023,08-04-2023,IMPS/P2A/881441272317/MALLIKADAS/AXIS,881441272317,,850.0,212528.48
10-04-2023,10-04-2023,UPI/P2A/369024556709/vinaypatil597@okaxis/PAY,369024556709,1680.0,,210848.48
11-04-2023,11-04-2023,BIL/INFT/115494547067/AMAZON/PAYMENT,115494547067,120.0,,210728.48
11-04-2023,11-04-2023,BIL/INFT/872130162586/BESCOM/PAYMENT,872130162586,79.0,,210649.48
11-04-2023,11-04-2023,IMPS/P2A/637416056554/VENKATRAO/AXIS,637416056554,,4800.0,215449.48
11-04-2023,11-04-2023,BIL/INFT/832482712953/BOOKMYSHOW/PAYMENT,832482712953,699.0,,214750.48
13-04-2023,13-04-2023,IMPS/P2A/107588200311/DIVYAMENON/AXIS,107588200311,,11200.0,225950.48
13-04-2023,13-04-2023,BIL/INFT/115585240843/SWIGGY/PAYMENT,115585240843,850.0,,225100.48
14-04-2023,14-04-2023,UPI/P2A/682339502909/gopalnaik910@okaxis/PAY,682339502909,3499.0,,221601.48
15-04-2023,15-04-2023,ATM WDL/5240/KUKATPALLY,162991999196,2380.0,,219221.48
16-04-2023,16-04-2023,UPI/P2A/834454680735/divyamenon661@oksbi/PAY,834454680735,5200.0,,214021.48
16-04-2023,16-04-2023,UPI/P2A/801541205098/smitharao387@ybl/PAY,801541205098,999.0,,213022.48
16-04-2023,16-04-2023,BIL/INFT/722535104244/HPCL/PAYMENT,722535104244,850.0,,212172.48
16-04-2023,16-04-2023,UPI/P2A/882781714524/rajeshverm976@oksbi/PAY,882781714524,1250.0,,210922.48
16-04-2023,16-04-2023,POS/6974/BESCOM/INDIRANAGAR,646365959299,2380.0,,208542.48
16-04-2023,16-04-2023,UPI/P2A/113220247390/mohandas786@okaxis/PAY,113220247390,249.0,,208293.48
17-04-2023,17-04-2023,POS/1671/IRCTC/PUNE,435795750117,1680.0,,206613.48
17-04-2023,17-04-2023,IMPS/P2A/228730200974/ARUNSHARMA/AXIS,228730200974,,4800.0,211413.48
17-04-2023,17-04-2023,POS/9895/APOLLO PHARMACY/BTM LAYOUT,035423889538,3499.0,,207914.48
17-04-2023,17-04-2023,UPI/P2A/553371224723/mohandas100@ybl/PAY,553371224723,310.0,,207604.48
19-04-2023,19-04-2023,BIL/INFT/757023788437/AIRTEL/PAYMENT,757023788437,449.0,,207155.48
19-04-2023,19-04-2023,UPI/P2A/089929635183/ayeshakhan981@oksbi/PAY,089929635183,7800.0,,199355.48
19-04-2023,19-04-2023,BIL/INFT/697289422234/DMART/PAYMENT,697289422234,310.0,,199045.48
19-04-2023,19-04-2023,IMPS/P2A/380699253241/PREETHIIYER/AXIS,380699253241,,1200.0,200245.48
20-04-2023,20-04-2023,IMPS/P2A/037862531660/NADIAHUSSAIN/AXIS,037862531660,,4800.0,205045.48
20-04-2023,20-04-2023,NEFT-260054729894-BENGALURU METRO SERVICES-REIMB-462046-HDFC0739310,253476568908,,18500.0,223545.48
20-04-2023,20-04-2023,UPI/P2A/546047793539/rahulsingh323@okhdfcbank/PAY,546047793539,850.0,,222695.48
21-04-2023,21-04-2023,IMPS/P2A/234321796151/ADITYAKUMAR/AXIS,234321796151,,500.0,223195.48
22-04-2023,22-04-2023,POS/3567/BPCL/MYSURU,295383721337,79.0,,223116.48
22-04-2023,22-04-2023,POS/0217/UBER/MYSURU,407352965462,79.0,,223037.48
22-04-2023,22-04-2023,BIL/INFT/201797904906/FLIPKART/PAYMENT,201797904906,249.0,,222788.48
22-04-2023,22-04-2023,BIL/INFT/707002516095/HPCL/PAYMENT,707002516095,249.0,,222539.48
23-04-2023,23-04-2023,BIL/INFT/596857479870/ZOMATO/PAYMENT,596857479870,2380.0,,220159.48
24-04-2023,24-04-2023,IMPS/P2A/952635926008/MOHANDAS/AXIS,952635926008,,850.0,221009.48
25-04-2023,25-04-2023,UPI/P2A/375945580273/naveenkuma848@ybl/PAY,375945580273,699.0,,220310.48
25-04-2023,25-04-2023,IMPS/P2A/415443531664/KAVYAREDDY/AXIS,415443531664,,11200.0,231510.48
25-04-2023,25-04-2023,UPI/P2A/103166274301/tarageorge744@oksbi/PAY,103166274301,1680.0,,229830.48
25-04-2023,25-04-2023,IMPS/P2A/552997838544/MEENAIYER/AXIS,552997838544,,24000.0,253830.48
26-04-2023,26-04-2023,ATM WDL/1788/HSR LAYOUT,100285032960,449.0,,253381.48
27-04-2023,27-04-2023,IMPS/P2A/362684541428/PREETHIIYER/AXIS,362684541428,,18500.0,271881.48
27-04-2023,27-04-2023,BIL/INFT/987460805947/BOOKMYSHOW/PAYMENT,987460805947,850.0,,271031.48
27-04-2023,27-04-2023,BIL/INFT/012450257564/UBER/PAYMENT,012450257564,1680.0,,269351.48
27-04-2023,27-04-2023,ATM WDL/0325/MANGALURU,735695172625,120.0,,269231.48
28-04-2023,28-04-2023,UPI/P2A/469434427901/ayeshakhan734@okaxis/PAY,469434427901,999.0,,268232.48
29-04-2023,29-04-2023,UPI/P2A/382029857369/mohandas579@ybl/PAY,382029857369,79.0,,268153.48
29-04-2023,29-04-2023,ATM WDL/4257/PUNE,601629966956,999.0,,267154.48
30-04-2023,30-04-2023,IMPS/P2A/017044181145/DIVYAMENON/AXIS,017044181145,,500.0,267654.48
30-04-2023,30-04-2023,IMPS/P2A/992452036602/FATIMASHEIKH/AXIS,992452036602,,500.0,268154.48
30-04-2023,30-04-2023,BIL/INFT/390066949965/UBER/PAYMENT,390066949965,5200.0,,262954.48
01-05-2023,01-05-2023,NEFT/CR/961181597966/PAYROLL,713124088417,,32000.0,294954.48
02-05-2023,02-05-2023,UPI/P2A/146624460887/naveenkuma509@paytm/PAY,146624460887,1680.0,,293274.48
02-05-2023,02-05-2023,ATM WDL/6309/KUKATPALLY,404746012951,699.0,,292575.48
03-05-2023,03-05-2023,BIL/INFT/710427310597/AMAZON/PAYMENT,710427310597,699.0,,291876.48
03-05-2023,03-05-2023,POS/7211/APOLLO PHARMACY/HSR LAYOUT,203524330034,120.0,,291756.48
04-05-2023,04-05-2023,ATM WDL/1163/MUMBAI,298170575945,1680.0,,290076.48
07-05-2023,07-05-2023,NEFT DR-HDFC0785494-KAVYA REDDY-852650897195-RENT,497147697476,18000.0,,272076.48
08-05-2023,08-05-2023,IMPS/P2A/762166443776/ARCHANAPILLAI/AXIS,762166443776,,500.0,272576.48
09-05-2023,09-05-2023,POS/3172/AIRTEL/BTM LAYOUT,628910233113,5200.0,,267376.48
09-05-2023,09-05-2023,ATM WDL/3762/MANGALURU,510422737508,699.0,,266677.48
10-05-2023,10-05-2023,ATM WDL/7396/WHITEFIELD,879800855245,49.0,,266628.48
10-05-2023,10-05-2023,UPI/P2A/377157918816/smitharao851@okaxis/PAY,377157918816,999.0,,265629.48
10-05-2023,10-05-2023,POS/6164/RELIANCE FRESH/WHITEFIELD,834787877227,310.0,,265319.48
10-05-2023,10-05-2023,ATM WDL/5284/PUNE,168296671662,850.0,,264469.48
11-05-2023,11-05-2023,BIL/INFT/539450230091/BOOKMYSHOW/PAYMENT,539450230091,699.0,,263770.48
13-05-2023,13-05-2023,ATM WDL/5215/INDIRANAGAR,979874669560,1680.0,,262090.48
14-05-2023,14-05-2023,IMPS/P2A/691987468107/RAMESHPILLAI/AXIS,691987468107,,1200.0,263290.48
14-05-2023,14-05-2023,NEFT-044075628923-BENGALURU METRO SERVICES-REIMB-462046-HDFC0778575,842346389732,,18500.0,281790.48
14-05-2023,14-05-2023,ATM WDL/0655/MYSURU,806162053460,3499.0,,278291.48
14-05-2023,14-05-2023,UPI/P2A/475310509023/mohandas884@oksbi/PAY,475310509023,3499.0,,274792.48
14-05-2023,14-05-2023,ATM WDL/4182/HYDERABAD,915132715220,3499.0,,271293.48
15-05-2023,15-05-2023,IMPS/P2A/732511870322/MEERAPILLAI/AXIS,732511870322,,2500.0,273793.48
15-05-2023,15-05-2023,ATM WDL/6270/MANGALURU,961691266942,249.0,,273544.48
18-05-2023,18-05-2023,ATM WDL/0583/HYDERABAD,200289198931,310.0,,273234.48
19-05-2023,19-05-2023,IMPS/P2A/312304163970/RAJESHVERMA/AXIS,312304163970,,18500.0,291734.48
19-05-2023,19-05-2023,BIL/INFT/560881142135/OLA/PAYMENT,560881142135,5200.0,,286534.48
20-05-2023,20-05-2023,IMPS/P2A/060811599030/IMRANKHAN/AXIS,060811599030,,7500.0,294034.48
20-05-2023,20-05-2023,ATM WDL/7247/INDIRANAGAR,313327447290,3499.0,,290535.48
20-05-2023,20-05-2023,UPI/P2A/521452314443/harishmeno582@okaxis/PAY,521452314443,5200.0,,285335.48
20-05-2023,20-05-2023,POS/7911/IOCL/WHITEFIELD,869334630950,999.0,,284336.48
23-05-2023,23-05-2023,IMPS/P2A/827813315263/LAKSHMIVENKAT/AXIS,827813315263,,4800.0,289136.48
23-05-2023,23-05-2023,POS/6951/FLIPKART/BTM LAYOUT,936754843407,1680.0,,287456.48
24-05-2023,24-05-2023,IMPS/P2A/194414569516/TANVIRAO/AXIS,194414569516,,500.0,287956.48
24-05-2023,24-05-2023,POS/7793/BPCL/KUKATPALLY,370290403644,3499.0,,284457.48
24-05-2023,24-05-2023,IMPS/P2A/202084591149/HARISHMENON/AXIS,202084591149,,500.0,284957.48
24-05-2023,24-05-2023,POS/6221/JIO/SECUNDERABAD,507391304798,79.0,,284878.48
25-05-2023,25-05-2023,BIL/INFT/003489673608/AIRTEL/PAYMENT,003489673608,999.0,,283879.48
25-05-2023,25-05-2023,POS/5097/BOOKMYSHOW/INDIRANAGAR,467847046017,1250.0,,282629.48
25-05-2023,25-05-2023,ATM WDL/2461/KUKATPALLY,174057948327,850.0,,281779.48
26-05-2023,26-05-2023,POS/4462/APOLLO PHARMACY/SECUNDERABAD,296386932844,120.0,,281659.48
27-05-2023,27-05-2023,POS/4044/PVR CINEMAS/PUNE,014025958227,1250.0,,280409.48
27-05-2023,27-05-2023,BIL/INFT/094777425273/BESCOM/PAYMENT,094777425273,3499.0,,276910.48
28-05-2023,28-05-2023,UPI/P2A/138588805776/sunilshett551@paytm/PAY,138588805776,449.0,,276461.48
29-05-2023,29-05-2023,IMPS/P2A/197972790505/SUSHMARAO/AXIS,197972790505,,500.0,276961.48
29-05-2023,29-05-2023,POS/6914/OLA/MANGALURU,461463667602,850.0,,276111.48
29-05-2023,29-05-2023,BIL/INFT/460563613066/BESCOM/PAYMENT,460563613066,310.0,,275801.48
30-05-2023,30-05-2023,IMPS/P2A/083535274254/SUNITADEVI/AXIS,083535274254,,850.0,276651.48
30-05-2023,30-05-2023,ATM WDL/5762/MUMBAI,267226119564,699.0,,275952.48
01-06-2023,01-06-2023,BIL/INFT/469230251406/DMART/PAYMENT,469230251406,120.0,,275832.48
01-06-2023,01-06-2023,UPI/P2A/427840086589/farhankhan266@okaxis/PAY,427840086589,449.0,,275383.48
01-06-2023,01-06-2023,BIL/INFT/575015415378/BESCOM/PAYMENT,575015415378,699.0,,274684.48
02-06-2023,02-06-2023,NEFT/CR/522913063317/PAYROLL,887027825093,,31250.0,305934.48
02-06-2023,02-06-2023,POS/8186/DMART/JAYANAGAR,813391013192,120.0,,305814.48
02-06-2023,02-06-2023,ATM WDL/3828/MANGALURU,229996436680,1250.0,,304564.48
03-06-2023,03-06-2023,UPI/P2A/125247849352/ayeshakhan91@okhdfcbank/PAY,125247849352,5200.0,,299364.48
03-06-2023,03-06-2023,UPI/P2A/191924786505/smitharao812@okaxis/PAY,191924786505,1250.0,,298114.48
03-06-2023,03-06-2023,ATM WDL/1820/BANJARA HILLS,018065806530,79.0,,298035.48
04-06-2023,04-06-2023,POS/1920/SWIGGY/MYSURU,702351925150,310.0,,297725.48
04-06-2023,04-06-2023,BIL/INFT/987417044879/IRCTC/PAYMENT,987417044879,5200.0,,292525.48
06-06-2023,06-06-2023,NEFT DR-HDFC0294477-SUNIL SHETTY-745975433027-RENT,816830536645,31000.0,,261525.48
