Txn Date,Value Date,Particulars,Instrument ID,Debit,Credit,Balance
15/06/2023,15/06/2023,BIL/INFT/025900283368/PVR CINEMAS/PAYMENT,025900283368,5200.0,,477726.75
15/06/2023,15/06/2023,NEFT-033638685265-NEXA INFOTECH-REIMB-828879-HDFC0373710,801960297625,,24000.0,501726.75
16/06/2023,16/06/2023,BIL/INFT/714905230979/RELIANCE FRESH/PAYMENT,714905230979,120.0,,501606.75
17/06/2023,17/06/2023,POS/8569/OLA/PUNE,816300124739,5200.0,,496406.75
21/06/2023,21/06/2023,POS/4659/APOLLO PHARMACY/HSR LAYOUT,458250423294,449.0,,495957.75
22/06/2023,22/06/2023,BY TRANSFER/IMPS/092161941748/FARHAN KHAN/CNRB,092161941748,,7500.0,503457.75
23/06/2023,23/06/2023,BIL/INFT/379199052914/IRCTC/PAYMENT,379199052914,850.0,,502607.75
23/06/2023,23/06/2023,POS/9904/RELIANCE FRESH/WHITEFIELD,395294368272,249.0,,502358.75
25/06/2023,25/06/2023,CREDIT INTEREST CAPITALISED,619979992658,,46.21,502404.96
25/06/2023,25/06/2023,GST ON BANK CHARGES,632169963120,17.7,,502387.26
25/06/2023,25/06/2023,UPI/701675203815/arjunmehta850@paytm/CNRB,701675203815,1250.0,,501137.26
25/06/2023,25/06/2023,UPI/707868873761/ayeshakhan297@paytm/CNRB,707868873761,1250.0,,499887.26
26/06/2023,26/06/2023,POS/6563/HPCL/JAYANAGAR,083409929516,699.0,,499188.26
27/06/2023,27/06/2023,ATM WDL/4099/BANJARA HILLS,541841485474,850.0,,498338.26
01/07/2023,01/07/2023,NEFT CR-HDFC0607622-TECHNOVA SOLUTIONS-992527306174-SALARY SURESH NAIR,102516247670,,78500.0,576838.26
03/07/2023,03/07/2023,UPI/182105188527/tarageorge474@paytm/CNRB,182105188527,699.0,,576139.26
04/07/2023,04/07/2023,POS/4164/UBER/MUMBAI,258495650940,999.0,,575140.26
04/07/2023,04/07/2023,NEFT DR-HDFC0445161-TARA GEORGE-320384746083-RENT,501791637132,31000.0,,544140.26
05/07/2023,05/07/2023,POS/9220/DMART/MUMBAI,889608838646,1680.0,,542460.26
05/07/2023,05/07/2023,ATM WDL/1481/BANJARA HILLS,885506974528,120.0,,542340.26
06/07/2023,06/07/2023,BIL/INFT/304467359328/AIRTEL/PAYMENT,304467359328,310.0,,542030.26
07/07/2023,07/07/2023,POS/3058/ZOMATO/JAYANAGAR,023306574438,249.0,,541781.26
07/07/2023,07/07/2023,UPI/009813667932/mohandas317@okaxis/CNRB,009813667932,249.0,,541532.26
08/07/2023,08/07/2023,BY TRANSFER/IMPS/069280455636/HARISH MENON/CNRB,069280455636,,4800.0,546332.26
08/07/2023,08/07/2023,BIL/INFT/649479720462/ZOMATO/PAYMENT,649479720462,850.0,,545482.26
11/07/2023,11/07/2023,BIL/INFT/239390919017/SWIGGY/PAYMENT,239390919017,5200.0,,540282.26
11/07/2023,11/07/2023,BY TRANSFER/IMPS/637688109022/VENKAT RAO/CNRB,637688109022,,24000.0,564282.26
12/07/2023,12/07/2023,BIL/INFT/176830442271/JIO/PAYMENT,176830442271,850.0,,563432.26
12/07/2023,12/07/2023,UPI/976650406237/gopalnaik171@oksbi/CNRB,976650406237,120.0,,563312.26
12/07/2023,12/07/2023,BY TRANSFER/IMPS/315709929040/ARJUN MEHTA/CNRB,315709929040,,18500.0,581812.26
14/07/2023,14/07/2023,ATM WDL/0702/HYDERABAD,141582926278,2380.0,,579432.26
15/07/2023,15/07/2023,BIL/INFT/736185273270/ZOMATO/PAYMENT,736185273270,2380.0,,577052.26
17/07/2023,17/07/2023,POS/5196/JIO/HSR LAYOUT,584553850921,1250.0,,575802.26
18/07/2023,18/07/2023,BIL/INFT/783870767246/APOLLO PHARMACY/PAYMENT,783870767246,699.0,,575103.26
19/07/2023,19/07/2023,UPI/604460986832/santoshiye522@paytm/CNRB,604460986832,449.0,,574654.26
23/07/2023,23/07/2023,UPI/109232122302/gopalnaik990@okhdfcbank/CNRB,109232122302,2380.0,,572274.26
24/07/2023,24/07/2023,UPI/960723071927/gopalnaik92@paytm/CNRB,960723071927,2380.0,,569894.26
26/07/2023,26/07/2023,POS/0424/AIRTEL/KUKATPALLY,425282547615,5200.0,,564694.26
26/07/2023,26/07/2023,BIL/INFT/346739662960/IRCTC/PAYMENT,346739662960,1680.0,,563014.26
27/07/2023,27/07/2023,ATM WDL/2382/INDIRANAGAR,388695794260,699.0,,562315.26
29/07/2023,29/07/2023,BIL/INFT/929524386385/BESCOM/PAYMENT,929524386385,5200.0,,557115.26
29/07/2023,29/07/2023,UPI/852827244335/divyamenon343@paytm/CNRB,852827244335,3499.0,,553616.26
31/07/2023,31/07/2023,BY TRANSFER/IMPS/717944612511/TARA SINGH/CNRB,717944612511,,24000.0,577616.26
01/08/2023,01/08/2023,ATM WDL/9249/SECUNDERABAD,592576176614,850.0,,576766.26
01/08/2023,01/08/2023,NEFT CR-HDFC0866158-TECHNOVA SOLUTIONS-126000989779-SALARY SURESH NAIR,628863764864,,78000.0,654766.26
01/08/2023,01/08/2023,BIL/INFT/208031878176/ZOMATO/PAYMENT,208031878176,79.0,,654687.26
02/08/2023,02/08/2023,BIL/INFT/770889777087/APOLLO PHARMACY/PAYMENT,770889777087,1250.0,,653437.26
06/08/2023,06/08/2023,NEFT DR-HDFC0228819-GOPAL NAIK-681194050187-RENT,988978123921,18000.0,,635437.26
06/08/2023,06/08/2023,POS/6616/SWIGGY/BTM LAYOUT,980711712210,120.0,,635317.26
07/08/2023,07/08/2023,BY TRANSFER/IMPS/542627637823/MOHAMMED IRFAN/CNRB,542627637823,,1200.0,636517.26
10/08/2023,10/08/2023,BIL/INFT/522642074245/JIO/PAYMENT,522642074245,49.0,,636468.26
10/08/2023,10/08/2023,ATM WDL/6832/INDIRANAGAR,396732730560,999.0,,635469.26
10/08/2023,10/08/2023,BIL/INFT/703589449466/PVR CINEMAS/PAYMENT,703589449466,5200.0,,630269.26
11/08/2023,11/08/2023,ATM WDL/3338/MARATHAHALLI,490159970229,3499.0,,626770.26
12/08/2023,12/08/2023,ATM WDL/3091/KUKATPALLY,651406575133,699.0,,626071.26
16/08/2023,16/08/2023,BIL/INFT/506450762908/BOOKMYSHOW/PAYMENT,506450762908,999.0,,625072.26
16/08/2023,16/08/2023,UPI/288492852066/rahulsingh595@okhdfcbank/CNRB,288492852066,5200.0,,619872.26
16/08/2023,16/08/2023,ATM WDL/8567/KUKATPALLY,200649953566,1250.0,,618622.26
18/08/2023,18/08/2023,POS/0711/RELIANCE FRESH/HYDERABAD,274934713498,5200.0,,613422.26
19/08/2023,19/08/2023,POS/4257/AMAZON/HSR LAYOUT,993121291989,3499.0,,609923.26
19/08/2023,19/08/2023,ATM WDL/5009/HSR LAYOUT,518215838618,850.0,,609073.26
20/08/2023,20/08/2023,UPI/034906096218/kavyareddy58@oksbi/CNRB,034906096218,79.0,,608994.26
21/08/2023,21/08/2023,UPI/606207140192/sunilshett756@okaxis/CNRB,606207140192,999.0,,607995.26
22/08/2023,22/08/2023,BIL/INFT/152609059077/PVR CINEMAS/PAYMENT,152609059077,449.0,,607546.26
24/08/2023,24/08/2023,BIL/INFT/725188008847/IOCL/PAYMENT,725188008847,3499.0,,604047.26
24/08/2023,24/08/2023,BY TRANSFER/IMPS/234732895308/RESHMA KHAN/CNRB,234732895308,,11200.0,615247.26
25/08/2023,25/08/2023,BY TRANSFER/IMPS/404871977053/MALLIKA DAS/CNRB,404871977053,,500.0,615747.26
25/08/2023,25/08/2023,POS/6214/MEDPLUS/BANJARA HILLS,884209860929,3499.0,,612248.26
26/08/2023,26/08/2023,BY TRANSFER/IMPS/925493614802/SURESH NAIR/CNRB,925493614802,,500.0,612748.26
26/08/2023,26/08/2023,POS/6540/SWIGGY/JAYANAGAR,566681620154,999.0,,611749.26
28/08/2023,28/08/2023,ATM WDL/2274/MYSURU,051897231058,449.0,,611300.26
28/08/2023,28/08/2023,UPI/208667972770/mohandas240@okhdfcbank/CNRB,208667972770,1680.0,,609620.26
28/08/2023,28/08/2023,BIL/INFT/229560633238/OLA/PAYMENT,229560633238,999.0,,608621.26
01/09/2023,01/09/2023,NEFT CR-HDFC0537396-TECHNOVA SOLUTIONS-677534188039-SALARY SURESH NAIR,439755485335,,78500.0,687121.26
03/09/2023,03/09/2023,NEFT DR-HDFC0329683-PRIYA NAIR-667990290108-RENT,933761027957,18000.0,,669121.26
05/09/2023,05/09/2023,BY TRANSFER/IMPS/140112062258/DEEPAK JOSHI/CNRB,140112062258,,4800.0,673921.26
07/09/2023,07/09/2023,ATM WDL/5536/SECUNDERABAD,964806425490,2380.0,,671541.26
07/09/2023,07/09/2023,UPI/372621864547/farhankhan514@paytm/CNRB,372621864547,79.0,,671462.26
07/09/2023,07/09/2023,BY TRANSFER/IMPS/546476138833/MOHAMMED IRFAN/CNRB,546476138833,,24000.0,695462.26
07/09/2023,07/09/2023,POS/3205/AMAZON/MANGALURU,198360263702,999.0,,694463.26
09/09/2023,09/09/2023,BY TRANSFER/IMPS/084402337259/ARCHANA PILLAI/CNRB,084402337259,,1200.0,695663.26
09/09/2023,09/09/2023,BIL/INFT/300119543006/IOCL/PAYMENT,300119543006,310.0,,695353.26
10/09/2023,10/09/2023,POS/8390/APOLLO PHARMACY/JAYANAGAR,541112424251,120.0,,695233.26
13/09/2023,13/09/2023,POS/1222/SWIGGY/WHITEFIELD,740892405035,120.0,,695113.26
14/09/2023,14/09/2023,UPI/557872149129/reshmakhan202@ybl/CNRB,557872149129,79.0,,695034.26
14/09/2023,14/09/2023,POS/4126/BESCOM/SECUNDERABAD,636128170982,999.0,,694035.26
15/09/2023,15/09/2023,BY TRANSFER/IMPS/086756011674/KAVYA REDDY/CNRB,086756011674,,7500.0,701535.26
15/09/2023,15/09/2023,BIL/INFT/178832680586/MEDPLUS/PAYMENT,178832680586,249.0,,701286.26
16/09/2023,16/09/2023,UPI/628778480698/kavyareddy941@paytm/CNRB,628778480698,5200.0,,696086.26
16/09/2023,16/09/2023,POS/1438/JIO/KORAMANGALA,336031017393,1250.0,,694836.26
16/09/2023,16/09/2023,POS/7860/AIRTEL/KUKATPALLY,582124839417,1680.0,,693156.26
16/09/2023,16/09/2023,BY TRANSFER/IMPS/093680983786/DIVYA MENON/CNRB,093680983786,,2500.0,695656.26
16/09/2023,16/09/2023,ATM WDL/2783/MUMBAI,510079377854,449.0,,695207.26
