Date,Narration,Ref,Withdrawal,Deposit,Balance
14/08/2022,IMPS/P2P/49641199/ARUN SHARMA/7173524987,TXN0273573,,24000.00,429576.50
14/08/2022,UPI/DR/5189885610/GANESH KUMAR/KKBK0283526/ganesh931@ybl,TXN0273574,249.00,,429327.50
14/08/2022,UPI/DR/70488797/MEERA PILLAI/KKBK0283526/meera121@okhdfc,TXN0273575,79.00,,429248.50
14/08/2022,CHQ NO 936602 CLEARING,TXN0273576,49.00,,429199.50
14/08/2022,UPI/DR/06630018/CHANDAN SHARMA/KKBK0283526/chandan460@oksbi,TXN0273577,120.00,,429079.50
15/08/2022,UPI/DR/598177987468/VIKRAM NAIR/KKBK0283526/vikram189@ybl,TXN0273578,7800.00,,421279.50
15/08/2022,CHQ NO 235459 CLEARING,TXN0273579,120.00,,421159.50
15/08/2022,NEFT/1636769511/SNEHA PATIL/KKBK0283526/72363891434879,TXN0273580,,24000.00,445159.50
15/08/2022,UPI/DR/1372820839/SNEHA PATIL/KKBK0283526/sneha769@okhdfc,TXN0273581,79.00,,445080.50
15/08/2022,NEFT/316779992747/NADIA HUSSAIN/KKBK0283526/70095308151759,TXN0273582,49.00,,445031.50
15/08/2022,CHQ NO 506731 CLEARING,TXN0273583,5200.00,,439831.50
16/08/2022,IMPS/P2P/7712980324/NIKHIL GUPTA/9046261396,TXN0273584,,18500.00,458331.50
16/08/2022,UPI/DR/45845802/FATIMA SHEIKH/KKBK0283526/fatima355@okaxis,TXN0273585,3499.00,,454832.50
17/08/2022,NEFT/65542505/RAVI KUMAR SHARMA/KKBK0283526/70835800981413,TXN0273586,7800.00,,447032.50
17/08/2022,UPI/DR/5306166306/POOJA SHARMA/KKBK0283526/pooja517@okaxis,TXN0273587,1250.00,,445782.50
18/08/2022,UPI/DR/42634450/NIKHIL GUPTA/KKBK0283526/nikhil294@ybl,TXN0273588,49.00,,445733.50
18/08/2022,UPI/DR/31022692/PADMA RAO/KKBK0283526/padma811@okaxis,TXN0273589,1680.00,,444053.50
18/08/2022,NEFT/8265332391/LALITHA DEVI/KKBK0283526/82095704903051,TXN0273590,,850.00,444903.50
18/08/2022,UPI/CR/17671605/ARCHANA PILLAI/KKBK0283526/archana21@ybl,TXN0273591,,24000.00,468903.50
19/08/2022,NEFT/848372418518/GOPAL VERMA/KKBK0283526/00716148935188,TXN0273592,2380.00,,466523.50
19/08/2022,UPI/CR/0976759311/MOHAN DAS/KKBK0283526/mohan420@okhdfc,TXN0273593,,1200.00,467723.50
20/08/2022,UPI/DR/321655151292/GEETA DEVI/KKBK0283526/geeta464@ybl,TXN0273594,3499.00,,464224.50
20/08/2022,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0273595,,24000.00,488224.50
20/08/2022,UPI/CR/245705769315/SHEELA DEVI/KKBK0283526/sheela869@paytm,TXN0273596,,24000.00,512224.50
20/08/2022,IMPS/P2P/0021831639/GOPAL VERMA/9784097408,TXN0273597,,32000.00,544224.50
20/08/2022,NEFT/911947090286/MALLIKA DAS/KKBK0283526/41546977212463,TXN0273598,,2500.00,546724.50
21/08/2022,UPI/DR/9089037408/SUSHMA RAO/KKBK0283526/sushma915@paytm,TXN0273599,850.00,,545874.50
22/08/2022,NEFT/274067074531/USHA RANI/KKBK0283526/27592142112200,TXN0273600,1250.00,,544624.50
22/08/2022,IMPS/P2P/3184152309/PRIYA NAIR/9200302942,TXN0273601,,4800.00,549424.50
22/08/2022,UPI/DR/9575416500/BABU LAL/KKBK0283526/babu550@ybl,TXN0273602,2380.00,,547044.50
23/08/2022,NEFT/439802306340/RESHMA KHAN/KKBK0283526/66018576753733,TXN0273603,,32000.00,579044.50
23/08/2022,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0273604,,18500.00,597544.50
23/08/2022,NEFT/5083281131/TANVI RAO/KKBK0283526/74004067372518,TXN0273605,,1200.00,598744.50
24/08/2022,NEFT/7334822480/KIRAN REDDY/KKBK0283526/93598937599400,TXN0273606,,1200.00,599944.50
24/08/2022,UPI/DR/187777148033/SURESH BABU/KKBK0283526/suresh858@okaxis,TXN0273607,79.00,,599865.50
25/08/2022,UPI/DR/664360141334/DEEPA NAIR/KKBK0283526/deepa629@ybl,TXN0273608,120.00,,599745.50
25/08/2022,NEFT/5548096635/RAJENDRA PRASAD/KKBK0283526/91239691028210,TXN0273609,999.00,,598746.50
25/08/2022,CHQ NO 124382 CLEARING,TXN0273610,120.00,,598626.50
26/08/2022,CHQ NO 540500 CLEARING,TXN0273611,249.00,,598377.50
26/08/2022,UPI/CR/8306021462/REKHA PILLAI/KKBK0283526/rekha619@okhdfc,TXN0273612,,11200.00,609577.50
27/08/2022,CHQ NO 488814 CLEARING,TXN0273613,1680.00,,607897.50
28/08/2022,CHQ NO 898535 CLEARING,TXN0273614,79.00,,607818.50
29/08/2022,NEFT/01010488/PREETHI IYER/KKBK0283526/18709771729337,TXN0273615,,2500.00,610318.50
29/08/2022,IMPS/P2P/658421555245/ARCHANA PILLAI/7794467191,TXN0273616,,2500.00,612818.50
29/08/2022,ATM/WDL/6100954241/SBI ATM JAYANAGAR BLR,TXN0273617,850.00,,611968.50
30/08/2022,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0273618,,2500.00,614468.50
30/08/2022,UPI/DR/7710022837/RAJESH VERMA/KKBK0283526/rajesh328@oksbi,TXN0273619,1680.00,,612788.50
31/08/2022,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0273620,,18500.00,631288.50
31/08/2022,ATM/WDL/983359666031/HDFC ATM KORAMANGALA,TXN0273621,449.00,,630839.50
31/08/2022,IMPS/P2P/759453655802/SMITHA PILLAI/9870907236,TXN0273622,,11200.00,642039.50
31/08/2022,UPI/CR/21649580/LALITHA DEVI/KKBK0283526/lalitha789@ybl,TXN0273623,,850.00,642889.50
31/08/2022,UPI/DR/852966098198/FATIMA SHEIKH/KKBK0283526/fatima539@okaxis,TXN0273624,79.00,,642810.50
01/09/2022,NEFT/694837771577/NAVEEN KUMAR/KKBK0283526/26429904473858,TXN0273625,,2500.00,645310.50
01/09/2022,CHQ NO 606087 CLEARING,TXN0273626,5200.00,,640110.50
01/09/2022,NEFT/9023473252/AYESHA KHAN/KKBK0283526/98487229620575,TXN0273627,699.00,,639411.50
03/09/2022,UPI/CR/976679486606/MEERA PILLAI/KKBK0283526/meera152@oksbi,TXN0273628,,32000.00,671411.50
03/09/2022,UPI/DR/900364321309/SUNIL YADAV/KKBK0283526/sunil224@okhdfc,TXN0273629,5200.00,,666211.50
03/09/2022,IMPS/P2P/69456784/FATIMA SHEIKH/9405610794,TXN0273630,,4800.00,671011.50
04/09/2022,NEFT/61700377/ARJUN MEHTA/KKBK0283526/81167939895062,TXN0273631,1680.00,,669331.50
04/09/2022,UPI/CR/469781209787/REKHA PILLAI/KKBK0283526/rekha299@ybl,TXN0273632,,500.00,669831.50
05/09/2022,IMPS/P2P/52054594/BABU LAL/9942857260,TXN0273633,,24000.00,693831.50
05/09/2022,UPI/CR/7118258070/VENKAT RAO/KKBK0283526/venkat275@paytm,TXN0273634,,500.00,694331.50
05/09/2022,UPI/DR/65213891/SUSHMA RAO/KKBK0283526/sushma139@ybl,TXN0273635,449.00,,693882.50
06/09/2022,NEFT/20041990/SANJANA HEGDE/KKBK0283526/64379274708967,TXN0273636,,11200.00,705082.50
06/09/2022,ATM/WDL/50697692/HDFC ATM KORAMANGALA,TXN0273637,850.00,,704232.50
06/09/2022,NEFT/186051483432/AYESHA KHAN/KKBK0283526/02456312876548,TXN0273638,,11200.00,715432.50
06/09/2022,ATM/WDL/1787802430/HDFC ATM KORAMANGALA,TXN0273639,120.00,,715312.50
07/09/2022,UPI/DR/02482802/MOHAMMED IRFAN/KKBK0283526/mohammed442@ybl,TXN0273640,310.00,,715002.50
07/09/2022,IMPS/P2P/2096277832/VIKRAM NAIR/7559829928,TXN0273641,,500.00,715502.50
08/09/2022,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0273642,,32000.00,747502.50
08/09/2022,IMPS/P2P/30110642/ANITHA KRISHNAN/9561166053,TXN0273643,,500.00,748002.50
08/09/2022,ATM/WDL/335781190151/SBI ATM JAYANAGAR BLR,TXN0273644,310.00,,747692.50
08/09/2022,UPI/CR/13457108/VINAY PATIL/KKBK0283526/vinay735@ybl,TXN0273645,,18500.00,766192.50
09/09/2022,NEFT/246025460318/VENKAT RAO/KKBK0283526/77353437836072,TXN0273646,699.00,,765493.50
09/09/2022,UPI/DR/528128960202/KAVYA REDDY/KKBK0283526/kavya342@paytm,TXN0273647,699.00,,764794.50
09/09/2022,UPI/DR/0280263047/GEETA DEVI/KKBK0283526/geeta86@oksbi,TXN0273648,120.00,,764674.50
10/09/2022,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0273649,,24000.00,788674.50
10/09/2022,CHQ NO 077753 CLEARING,TXN0273650,7800.00,,780874.50
11/09/2022,ATM/WDL/595764168570/CANARA ATM MYSURU,TXN0273651,5200.00,,775674.50
11/09/2022,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0273652,,7600.00,783274.50
12/09/2022,CHQ NO 435059 CLEARING,TXN0273653,850.00,,782424.50
12/09/2022,UPI/DR/143339350454/VINAY PATIL/KKBK0283526/vinay288@okaxis,TXN0273654,310.00,,782114.50
12/09/2022,NEFT/3808394119/REKHA PILLAI/KKBK0283526/75389455159882,TXN0273655,,4800.00,786914.50
12/09/2022,UPI/DR/228021589094/ARJUN MEHTA/KKBK0283526/arjun533@paytm,TXN0273656,449.00,,786465.50
12/09/2022,UPI/DR/99504527/NADIA HUSSAIN/KKBK0283526/nadia487@okaxis,TXN0273657,249.00,,786216.50
13/09/2022,IMPS/P2P/7161593589/ARUN SHARMA/8483069952,TXN0273658,,2500.00,788716.50
13/09/2022,ATM/WDL/6993993895/SBI ATM JAYANAGAR BLR,TXN0273659,449.00,,788267.50
13/09/2022,UPI/DR/423808635575/SURESH BABU/KKBK0283526/suresh853@okaxis,TXN0273660,2380.00,,785887.50
13/09/2022,NEFT/87611552/BABU LAL/KKBK0283526/35549613242276,TXN0273661,,4800.00,790687.50
13/09/2022,ATM/WDL/9083405712/SBI ATM JAYANAGAR BLR,TXN0273662,310.00,,790377.50
13/09/2022,NEFT/51026922/AYESHA KHAN/KKBK0283526/85187023667817,TXN0273663,3499.00,,786878.50
14/09/2022,ATM/WDL/486761966042/CANARA ATM MYSURU,TXN0273664,120.00,,786758.50
14/09/2022,CHQ NO 477114 CLEARING,TXN0273665,449.00,,786309.50
15/09/2022,NEFT/05699703/NADIA HUSSAIN/KKBK0283526/95369674102180,TXN0273666,999.00,,785310.50
15/09/2022,UPI/DR/771399667167/NIKHIL GUPTA/KKBK0283526/nikhil70@okhdfc,TXN0273667,249.00,,785061.50
15/09/2022,UPI/DR/48909212/SMITHA PILLAI/KKBK0283526/smitha65@okaxis,TXN0273668,3499.00,,781562.50
15/09/2022,UPI/CR/45567089/CHANDAN SHARMA/KKBK0283526/chandan734@okaxis,TXN0273669,,32000.00,813562.50
15/09/2022,NEFT/1684330849/PREETHI IYER/KKBK0283526/41372420155871,TXN0273670,1680.00,,811882.50
16/09/2022,CHQ NO 213202 CLEARING,TXN0273671,120.00,,811762.50
16/09/2022,UPI/DR/4981978994/ARCHANA PILLAI/KKBK0283526/archana935@paytm,TXN0273672,3499.00,,808263.50
16/09/2022,ATM/WDL/259099640891/HDFC ATM KORAMANGALA,TXN0273673,5200.00,,803063.50
17/09/2022,NEFT/6471056292/SUNIL YADAV/KKBK0283526/42131339077471,TXN0273674,2380.00,,800683.50
17/09/2022,IMPS/P2P/344606449846/PREETHI IYER/8116561388,TXN0273675,,11200.00,811883.50
18/09/2022,ATM/WDL/499228032488/HDFC ATM KORAMANGALA,TXN0273676,5200.00,,806683.50
18/09/2022,UPI/DR/49345466/PRIYA NAIR/KKBK0283526/priya629@okhdfc,TXN0273677,1250.00,,805433.50
18/09/2022,ATM/WDL/5479361731/SBI ATM JAYANAGAR BLR,TXN0273678,999.00,,804434.50
19/09/2022,UPI/CR/331219750760/MEERA PILLAI/KKBK0283526/meera178@okaxis,TXN0273679,,500.00,804934.50
19/09/2022,UPI/CR/76189449/SAVITHA DEVI/KKBK0283526/savitha944@okaxis,TXN0273680,,11200.00,816134.50
19/09/2022,NEFT/88764838/RAHUL SINGH/KKBK0283526/94417823695469,TXN0273681,,7600.00,823734.50
19/09/2022,IMPS/P2P/2028031186/ARUN SHARMA/9670251849,TXN0273682,,1200.00,824934.50
19/09/2022,NEFT/762296948918/ANITHA KRISHNAN/KKBK0283526/79143282733426,TXN0273683,,18500.00,843434.50
20/09/2022,NEFT/86852805/KAVYA REDDY/KKBK0283526/86041570613057,TXN0273684,2380.00,,841054.50
20/09/2022,NEFT/097253969856/SUSHMA RAO/KKBK0283526/75890230846620,TXN0273685,,11200.00,852254.50
20/09/2022,UPI/DR/041058150927/PREETHI IYER/KKBK0283526/preethi679@paytm,TXN0273686,699.00,,851555.50
21/09/2022,CHQ NO 004252 CLEARING,TXN0273687,310.00,,851245.50
22/09/2022,UPI/DR/09193695/KIRAN REDDY/KKBK0283526/kiran751@okaxis,TXN0273688,1250.00,,849995.50
22/09/2022,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0273689,,11200.00,861195.50
22/09/2022,UPI/DR/1335227848/RAJESH VERMA/KKBK0283526/rajesh684@oksbi,TXN0273690,2380.00,,858815.50
23/09/2022,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0273691,,24000.00,882815.50
24/09/2022,UPI/DR/21230172/SUSHMA RAO/KKBK0283526/sushma124@paytm,TXN0273692,1250.00,,881565.50
24/09/2022,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0273693,,850.00,882415.50
25/09/2022,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0273694,,4800.00,887215.50
26/09/2022,NEFT/113835735563/ANAND KUMAR/KKBK0283526/54772235604570,TXN0273695,,11200.00,898415.50
27/09/2022,UPI/CR/2635649658/MEERA PILLAI/KKBK0283526/meera910@paytm,TXN0273696,,850.00,899265.50
27/09/2022,NEFT/35453595/KAVITHA RAO/KKBK0283526/73318907498771,TXN0273697,310.00,,898955.50
27/09/2022,ATM/WDL/16112151/SBI ATM JAYANAGAR BLR,TXN0273698,249.00,,898706.50
28/09/2022,NEFT/224359237943/LAKSHMI VENKAT/KKBK0283526/32911158138497,TXN0273699,120.00,,898586.50
28/09/2022,NEFT/8818138436/KAVITHA RAO/KKBK0283526/21798354097696,TXN0273700,,24000.00,922586.50
29/09/2022,NEFT/41633868/BABU LAL/KKBK0283526/74875558720271,TXN0273701,,1200.00,923786.50
29/09/2022,NEFT/47707512/SANTOSH KUMAR/KKBK0283526/57459294814257,TXN0273702,,7600.00,931386.50
29/09/2022,NEFT/6373986286/VIKRAM NAIR/KKBK0283526/56154461715982,TXN0273703,,32000.00,963386.50
29/09/2022,UPI/DR/1457068568/REKHA PILLAI/KKBK0283526/rekha926@okaxis,TXN0273704,7800.00,,955586.50
30/09/2022,ATM/WDL/09545027/SBI ATM JAYANAGAR BLR,TXN0273705,1250.00,,954336.50
01/10/2022,UPI/DR/668363246331/LATHA MURTHY/KKBK0283526/latha479@paytm,TXN0273706,310.00,,954026.50
02/10/2022,UPI/DR/31561138/KAVYA REDDY/KKBK0283526/kavya14@paytm,TXN0273707,1680.00,,952346.50
02/10/2022,IMPS/P2P/4161240976/GEETA DEVI/9717295309,TXN0273708,,11200.00,963546.50
03/10/2022,UPI/CR/51970185/VIKRAM NAIR/KKBK0283526/vikram898@oksbi,TXN0273709,,7600.00,971146.50
03/10/2022,ATM/WDL/48964144/CANARA ATM MYSURU,TXN0273710,120.00,,971026.50
03/10/2022,CHQ NO 150377 CLEARING,TXN0273711,49.00,,970977.50
04/10/2022,ATM/WDL/80138516/HDFC ATM KORAMANGALA,TXN0273712,120.00,,970857.50
04/10/2022,ATM/WDL/8534180985/SBI ATM JAYANAGAR BLR,TXN0273713,310.00,,970547.50
04/10/2022,ATM/WDL/581958503384/SBI ATM JAYANAGAR BLR,TXN0273714,2380.00,,968167.50
05/10/2022,NEFT/3979452890/RAMESH GOWDA/KKBK0283526/35508899124021,TXN0273715,,24000.00,992167.50
05/10/2022,NEFT/1945330018/SAVITHA DEVI/KKBK0283526/29021387363913,TXN0273716,,4800.00,996967.50
05/10/2022,CHQ NO 792084 CLEARING,TXN0273717,1250.00,,995717.50
05/10/2022,UPI/CR/205350543840/RESHMA KHAN/KKBK0283526/reshma302@okaxis,TXN0273718,,850.00,996567.50
05/10/2022,UPI/CR/34101224/RANJIT SINGH/KKBK0283526/ranjit973@oksbi,TXN0273719,,850.00,997417.50
05/10/2022,IMPS/P2P/98348181/SAVITHA DEVI/7310094419,TXN0273720,,850.00,998267.50
06/10/2022,UPI/CR/3152998188/KIRAN REDDY/KKBK0283526/kiran869@okhdfc,TXN0273721,,11200.00,1009467.50
06/10/2022,ATM/WDL/4227875386/HDFC ATM KORAMANGALA,TXN0273722,3499.00,,1005968.50
07/10/2022,UPI/DR/571618509453/RAJENDRA PRASAD/KKBK0283526/rajendra23@ybl,TXN0273723,1250.00,,1004718.50
08/10/2022,NEFT/6065834912/SANJANA HEGDE/KKBK0283526/61552064114286,TXN0273724,699.00,,1004019.50
08/10/2022,UPI/DR/289181544405/SANJANA HEGDE/KKBK0283526/sanjana978@paytm,TXN0273725,2380.00,,1001639.50
08/10/2022,UPI/DR/088611300606/VINAY PATIL/KKBK0283526/vinay731@okaxis,TXN0273726,1250.00,,1000389.50
08/10/2022,NEFT/34255954/VINAY PATIL/KKBK0283526/94701729890322,TXN0273727,,32000.00,1032389.50
08/10/2022,ATM/WDL/8666905761/SBI ATM JAYANAGAR BLR,TXN0273728,1250.00,,1031139.50
08/10/2022,IMPS/P2P/209412616854/SMITHA PILLAI/8096898087,TXN0273729,,7600.00,1038739.50
09/10/2022,UPI/CR/2710108633/RANJIT SINGH/KKBK0283526/ranjit630@ybl,TXN0273730,,18500.00,1057239.50
09/10/2022,UPI/DR/224791306018/MOHAMMED IRFAN/KKBK0283526/mohammed728@ybl,TXN0273731,999.00,,1056240.50
09/10/2022,NEFT/4769697338/POOJA SHARMA/KKBK0283526/52131763979601,TXN0273732,120.00,,1056120.50
10/10/2022,NEFT/49877780/KAVERI MENON/KKBK0283526/96148998387510,TXN0273733,,7600.00,1063720.50
10/10/2022,NEFT/84601343/LATHA MURTHY/KKBK0283526/75813957287102,TXN0273734,1250.00,,1062470.50
10/10/2022,ATM/WDL/19066128/CANARA ATM MYSURU,TXN0273735,249.00,,1062221.50
10/10/2022,UPI/DR/8366191257/VINAY PATIL/KKBK0283526/vinay692@oksbi,TXN0273736,7800.00,,1054421.50
10/10/2022,UPI/DR/96413384/GANESH KUMAR/KKBK0283526/ganesh51@okhdfc,TXN0273737,7800.00,,1046621.50
12/10/2022,NEFT/65277394/SANTOSH KUMAR/KKBK0283526/53494990492225,TXN0273738,,500.00,1047121.50
12/10/2022,CHQ NO 290840 CLEARING,TXN0273739,5200.00,,1041921.50
12/10/2022,ATM/WDL/6385212083/SBI ATM JAYANAGAR BLR,TXN0273740,999.00,,1040922.50
13/10/2022,CHQ NO 617622 CLEARING,TXN0273741,249.00,,1040673.50
13/10/2022,NEFT/90082852/ADITYA KUMAR/KKBK0283526/04474886791956,TXN0273742,49.00,,1040624.50
14/10/2022,NEFT/72328082/KIRAN REDDY/KKBK0283526/22142702361959,TXN0273743,79.00,,1040545.50
14/10/2022,IMPS/P2P/5256052166/SAVITHA DEVI/9395051502,TXN0273744,,18500.00,1059045.50
15/10/2022,UPI/DR/217224080125/VIKRAM NAIR/KKBK0283526/vikram73@paytm,TXN0273745,3499.00,,1055546.50
15/10/2022,IMPS/P2P/248193983502/NADIA HUSSAIN/7549043261,TXN0273746,,18500.00,1074046.50
15/10/2022,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0273747,,32000.00,1106046.50
15/10/2022,UPI/DR/8182197618/SUNIL YADAV/KKBK0283526/sunil896@oksbi,TXN0273748,1680.00,,1104366.50
15/10/2022,UPI/DR/851234696186/PREETHI IYER/KKBK0283526/preethi228@paytm,TXN0273749,1680.00,,1102686.50
16/10/2022,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0273750,,24000.00,1126686.50
16/10/2022,UPI/CR/14044724/DEEPA NAIR/KKBK0283526/deepa625@ybl,TXN0273751,,500.00,1127186.50
16/10/2022,CHQ NO 000344 CLEARING,TXN0273752,699.00,,1126487.50
16/10/2022,UPI/DR/66843891/MOHAN DAS/KKBK0283526/mohan979@oksbi,TXN0273753,7800.00,,1118687.50
16/10/2022,IMPS/P2P/1256499154/NAVEEN KUMAR/7845634108,TXN0273754,,32000.00,1150687.50
17/10/2022,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0273755,,18500.00,1169187.50
17/10/2022,UPI/CR/3811507047/SURESH BABU/KKBK0283526/suresh771@okaxis,TXN0273756,,500.00,1169687.50
17/10/2022,ATM/WDL/7031651117/CANARA ATM MYSURU,TXN0273757,1680.00,,1168007.50
18/10/2022,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0273758,,1200.00,1169207.50
18/10/2022,NEFT/8866501901/ANITHA KRISHNAN/KKBK0283526/78353362295080,TXN0273759,,1200.00,1170407.50
18/10/2022,UPI/DR/0160884901/KAVITHA RAO/KKBK0283526/kavitha257@oksbi,TXN0273760,5200.00,,1165207.50
19/10/2022,CHQ NO 880406 CLEARING,TXN0273761,1680.00,,1163527.50
19/10/2022,UPI/DR/26289588/SMITHA PILLAI/KKBK0283526/smitha799@okhdfc,TXN0273762,999.00,,1162528.50
19/10/2022,UPI/CR/0883260485/RESHMA KHAN/KKBK0283526/reshma424@ybl,TXN0273763,,7600.00,1170128.50
20/10/2022,NEFT/133847332241/RESHMA KHAN/KKBK0283526/14252506625897,TXN0273764,49.00,,1170079.50
20/10/2022,IMPS/P2P/3858497189/ARCHANA PILLAI/8620457399,TXN0273765,,18500.00,1188579.50
21/10/2022,ATM/WDL/060741765361/HDFC ATM KORAMANGALA,TXN0273766,7800.00,,1180779.50
21/10/2022,ATM/WDL/9340056441/SBI ATM JAYANAGAR BLR,TXN0273767,120.00,,1180659.50
21/10/2022,ATM/WDL/80033219/SBI ATM JAYANAGAR BLR,TXN0273768,120.00,,1180539.50
21/10/2022,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0273769,,4800.00,1185339.50
22/10/2022,NEFT/2031211780/POOJA SHARMA/KKBK0283526/25925428327692,TXN0273770,,24000.00,1209339.50
23/10/2022,NEFT/20428636/FARHAN KHAN/KKBK0283526/08663896405939,TXN0273771,699.00,,1208640.50
23/10/2022,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0273772,,1200.00,1209840.50
23/10/2022,UPI/DR/53715566/FARHAN KHAN/KKBK0283526/farhan489@ybl,TXN0273773,310.00,,1209530.50
