Tran Date,Value Date,Transaction Particulars,Chq No,Debit,Credit,Balance
18/08/2022,18/08/2022,UPI/DR/62790801/MOHAMMED IRFAN/UTIB0760586/mohammed873@oksbi,TXN0267662,49.00,,282917.35
18/08/2022,19/08/2022,UPI/DR/33429404/ANITHA KRISHNAN/UTIB0760586/anitha921@ybl,TXN0267663,2380.00,,280537.35
18/08/2022,18/08/2022,CHQ NO 302851 CLEARING,TXN0267664,1680.00,,278857.35
19/08/2022,19/08/2022,NEFT/390362524583/SUNITA DEVI/UTIB0760586/77378645175783,TXN0267665,3499.00,,275358.35
19/08/2022,20/08/2022,UPI/DR/02536641/RANJIT SINGH/UTIB0760586/ranjit86@oksbi,TXN0267666,49.00,,275309.35
19/08/2022,20/08/2022,IMPS/P2P/045366113394/ARJUN MEHTA/7765118566,TXN0267667,,11200.00,286509.35
20/08/2022,20/08/2022,CHQ NO 338466 CLEARING,TXN0267668,249.00,,286260.35
21/08/2022,21/08/2022,UPI/DR/3284091807/AYESHA KHAN/UTIB0760586/ayesha545@ybl,TXN0267669,699.00,,285561.35
21/08/2022,22/08/2022,UPI/DR/17816567/SUNITA DEVI/UTIB0760586/sunita971@paytm,TXN0267670,2380.00,,283181.35
21/08/2022,21/08/2022,NEFT/114500443580/LATHA MURTHY/UTIB0760586/05260876667950,TXN0267671,449.00,,282732.35
21/08/2022,21/08/2022,NEFT/5962453015/SHEELA DEVI/UTIB0760586/80004998343564,TXN0267672,,24000.00,306732.35
21/08/2022,21/08/2022,UPI/CR/0872967914/CHANDAN SHARMA/UTIB0760586/chandan663@okaxis,TXN0267673,,11200.00,317932.35
22/08/2022,23/08/2022,UPI/DR/2110196720/SAVITHA DEVI/UTIB0760586/savitha716@paytm,TXN0267674,3499.00,,314433.35
22/08/2022,23/08/2022,CHQ NO 925088 CLEARING,TXN0267675,1680.00,,312753.35
22/08/2022,22/08/2022,UPI/CR/11181321/ANAND KUMAR/UTIB0760586/anand243@ybl,TXN0267676,,4800.00,317553.35
22/08/2022,22/08/2022,UPI/DR/44322561/SUNITA DEVI/UTIB0760586/sunita685@ybl,TXN0267677,1250.00,,316303.35
23/08/2022,23/08/2022,IMPS/P2P/4209521104/TARA SINGH/9591671956,TXN0267678,,1200.00,317503.35
23/08/2022,24/08/2022,UPI/CR/382044847670/PRAKASH RAO/UTIB0760586/prakash766@okhdfc,TXN0267679,,1200.00,318703.35
23/08/2022,23/08/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267680,,850.00,319553.35
24/08/2022,24/08/2022,ATM/WDL/71479414/HDFC ATM KORAMANGALA,TXN0267681,310.00,,319243.35
24/08/2022,24/08/2022,UPI/DR/056626369919/DEEPAK JOSHI/UTIB0760586/deepak997@oksbi,TXN0267682,850.00,,318393.35
24/08/2022,24/08/2022,NEFT/1677674326/ARCHANA PILLAI/UTIB0760586/77405625994283,TXN0267683,249.00,,318144.35
24/08/2022,25/08/2022,UPI/CR/1093984168/RAJESH VERMA/UTIB0760586/rajesh365@okaxis,TXN0267684,,18500.00,336644.35
24/08/2022,24/08/2022,ATM/WDL/323636105410/HDFC ATM KORAMANGALA,TXN0267685,999.00,,335645.35
25/08/2022,25/08/2022,CHQ NO 523347 CLEARING,TXN0267686,5200.00,,330445.35
25/08/2022,26/08/2022,UPI/CR/00018508/GANESH KUMAR/UTIB0760586/ganesh559@okhdfc,TXN0267687,,7600.00,338045.35
25/08/2022,26/08/2022,NEFT/88563037/LAKSHMI VENKAT/UTIB0760586/04897097167097,TXN0267688,,2500.00,340545.35
25/08/2022,25/08/2022,NEFT/75780620/FATIMA SHEIKH/UTIB0760586/46858836126851,TXN0267689,999.00,,339546.35
25/08/2022,25/08/2022,UPI/DR/07745092/SUNIL YADAV/UTIB0760586/sunil670@paytm,TXN0267690,999.00,,338547.35
26/08/2022,27/08/2022,UPI/CR/82583597/ARCHANA PILLAI/UTIB0760586/archana473@oksbi,TXN0267691,,32000.00,370547.35
26/08/2022,26/08/2022,NEFT/09075354/KIRAN REDDY/UTIB0760586/49458454069657,TXN0267692,120.00,,370427.35
26/08/2022,26/08/2022,UPI/DR/666118274933/SHAHID KHAN/UTIB0760586/shahid959@oksbi,TXN0267693,3499.00,,366928.35
26/08/2022,27/08/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267694,,500.00,367428.35
26/08/2022,27/08/2022,CHQ NO 449372 CLEARING,TXN0267695,49.00,,367379.35
26/08/2022,26/08/2022,UPI/CR/6963715692/SANJANA HEGDE/UTIB0760586/sanjana634@oksbi,TXN0267696,,1200.00,368579.35
27/08/2022,28/08/2022,UPI/DR/559296539549/DEEPAK JOSHI/UTIB0760586/deepak481@ybl,TXN0267697,2380.00,,366199.35
28/08/2022,28/08/2022,UPI/DR/771710211487/MALLIKA DAS/UTIB0760586/mallika250@oksbi,TXN0267698,850.00,,365349.35
28/08/2022,28/08/2022,UPI/DR/70468190/SUNIL YADAV/UTIB0760586/sunil352@oksbi,TXN0267699,310.00,,365039.35
28/08/2022,28/08/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267700,,18500.00,383539.35
29/08/2022,29/08/2022,CHQ NO 001772 CLEARING,TXN0267701,1680.00,,381859.35
29/08/2022,29/08/2022,UPI/DR/3780108022/SUNIL YADAV/UTIB0760586/sunil838@oksbi,TXN0267702,249.00,,381610.35
29/08/2022,30/08/2022,UPI/CR/3898244278/SUNITA DEVI/UTIB0760586/sunita622@oksbi,TXN0267703,,2500.00,384110.35
29/08/2022,29/08/2022,UPI/DR/60981165/PADMA RAO/UTIB0760586/padma183@paytm,TXN0267704,310.00,,383800.35
30/08/2022,30/08/2022,UPI/DR/30480832/RAJENDRA PRASAD/UTIB0760586/rajendra641@paytm,TXN0267705,3499.00,,380301.35
30/08/2022,31/08/2022,NEFT/9170605180/SHAHID KHAN/UTIB0760586/99648172732306,TXN0267706,,11200.00,391501.35
31/08/2022,01/09/2022,ATM/WDL/6328737328/SBI ATM JAYANAGAR BLR,TXN0267707,850.00,,390651.35
31/08/2022,31/08/2022,UPI/DR/1977220979/NAVEEN KUMAR/UTIB0760586/naveen698@oksbi,TXN0267708,49.00,,390602.35
31/08/2022,01/09/2022,CHQ NO 961783 CLEARING,TXN0267709,999.00,,389603.35
01/09/2022,01/09/2022,NEFT/792497671994/BINDHU NAIR/UTIB0760586/26785326542070,TXN0267710,,7600.00,397203.35
01/09/2022,01/09/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267711,,18500.00,415703.35
01/09/2022,01/09/2022,UPI/DR/0815576907/DEEPA NAIR/UTIB0760586/deepa131@oksbi,TXN0267712,850.00,,414853.35
01/09/2022,02/09/2022,NEFT/1865634193/SUNIL YADAV/UTIB0760586/99672270378429,TXN0267713,,7600.00,422453.35
02/09/2022,02/09/2022,UPI/DR/732076041841/KIRAN REDDY/UTIB0760586/kiran807@okhdfc,TXN0267714,1250.00,,421203.35
02/09/2022,02/09/2022,ATM/WDL/8064884273/SBI ATM JAYANAGAR BLR,TXN0267715,999.00,,420204.35
03/09/2022,03/09/2022,UPI/CR/311094665916/NIKHIL GUPTA/UTIB0760586/nikhil808@okhdfc,TXN0267716,,850.00,421054.35
03/09/2022,03/09/2022,NEFT/5801647669/SANTOSH KUMAR/UTIB0760586/96205064274730,TXN0267717,,2500.00,423554.35
03/09/2022,03/09/2022,ATM/WDL/061539686168/CANARA ATM MYSURU,TXN0267718,1250.00,,422304.35
04/09/2022,04/09/2022,NEFT/5684718864/NAVEEN KUMAR/UTIB0760586/70862543274277,TXN0267719,850.00,,421454.35
04/09/2022,04/09/2022,UPI/CR/629775160404/GEETA DEVI/UTIB0760586/geeta54@oksbi,TXN0267720,,500.00,421954.35
04/09/2022,04/09/2022,CHQ NO 269426 CLEARING,TXN0267721,850.00,,421104.35
04/09/2022,04/09/2022,ATM/WDL/884357658094/SBI ATM JAYANAGAR BLR,TXN0267722,120.00,,420984.35
05/09/2022,05/09/2022,UPI/CR/835475543214/GEETA DEVI/UTIB0760586/geeta388@okaxis,TXN0267723,,850.00,421834.35
05/09/2022,06/09/2022,CHQ NO 564777 CLEARING,TXN0267724,449.00,,421385.35
05/09/2022,06/09/2022,CHQ NO 074426 CLEARING,TXN0267725,850.00,,420535.35
05/09/2022,05/09/2022,UPI/DR/402352057973/NADIA HUSSAIN/UTIB0760586/nadia702@paytm,TXN0267726,699.00,,419836.35
05/09/2022,05/09/2022,UPI/DR/484868487877/PREETHI IYER/UTIB0760586/preethi18@paytm,TXN0267727,5200.00,,414636.35
06/09/2022,06/09/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267728,,500.00,415136.35
07/09/2022,07/09/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267729,,24000.00,439136.35
07/09/2022,08/09/2022,ATM/WDL/49266418/SBI ATM JAYANAGAR BLR,TXN0267730,120.00,,439016.35
07/09/2022,08/09/2022,UPI/DR/0863295716/LATHA MURTHY/UTIB0760586/latha665@paytm,TXN0267731,699.00,,438317.35
07/09/2022,07/09/2022,IMPS/P2P/8391384520/MEENA IYER/9191476025,TXN0267732,,4800.00,443117.35
07/09/2022,07/09/2022,IMPS/P2P/492945708576/KIRAN REDDY/9516032138,TXN0267733,,18500.00,461617.35
07/09/2022,07/09/2022,ATM/WDL/10393776/SBI ATM JAYANAGAR BLR,TXN0267734,999.00,,460618.35
07/09/2022,08/09/2022,ATM/WDL/70453209/SBI ATM JAYANAGAR BLR,TXN0267735,49.00,,460569.35
07/09/2022,07/09/2022,UPI/DR/3392790044/KARTHIK MENON/UTIB0760586/karthik676@okhdfc,TXN0267736,3499.00,,457070.35
08/09/2022,08/09/2022,ATM/WDL/756116458491/HDFC ATM KORAMANGALA,TXN0267737,449.00,,456621.35
08/09/2022,08/09/2022,NEFT/898631557418/SAVITHA DEVI,TXN0267738,1200.00,,455421.35
09/09/2022,09/09/2022,UPI/DR/67414921/ROHIT SHARMA/UTIB0760586/rohit621@ybl,TXN0267739,999.00,,454422.35
09/09/2022,09/09/2022,UPI/DR/502502059108/MEENA IYER/UTIB0760586/meena92@paytm,TXN0267740,249.00,,454173.35
09/09/2022,09/09/2022,REVERSAL-NEFT/PENDING_REV_34890291,TXN0267741,,1200.00,455373.35
10/09/2022,10/09/2022,IMPS/P2P/7082863892/FARHAN KHAN/8029836813,TXN0267742,,11200.00,466573.35
10/09/2022,11/09/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267743,,32000.00,498573.35
11/09/2022,12/09/2022,CHQ NO 020508 CLEARING,TXN0267744,49.00,,498524.35
11/09/2022,11/09/2022,UPI/DR/0237881395/LALITHA DEVI/UTIB0760586/lalitha170@okaxis,TXN0267745,79.00,,498445.35
11/09/2022,12/09/2022,UPI/DR/74568987/SUSHMA RAO/UTIB0760586/sushma799@paytm,TXN0267746,310.00,,498135.35
11/09/2022,12/09/2022,UPI/DR/086849504443/ADITYA KUMAR/UTIB0760586/aditya917@paytm,TXN0267747,120.00,,498015.35
12/09/2022,12/09/2022,CHQ NO 864392 CLEARING,TXN0267748,999.00,,497016.35
12/09/2022,13/09/2022,NEFT/5618958261/NAVEEN KUMAR/UTIB0760586/77648552944752,TXN0267749,,850.00,497866.35
13/09/2022,13/09/2022,ATM/WDL/37619082/SBI ATM JAYANAGAR BLR,TXN0267750,249.00,,497617.35
13/09/2022,13/09/2022,ATM/WDL/644510029098/CANARA ATM MYSURU,TXN0267751,2380.00,,495237.35
14/09/2022,14/09/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267752,,18500.00,513737.35
14/09/2022,15/09/2022,UPI/CR/99352877/USHA RANI/UTIB0760586/usha166@okhdfc,TXN0267753,,18500.00,532237.35
14/09/2022,15/09/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267754,,32000.00,564237.35
14/09/2022,14/09/2022,NEFT/9494789387/SURESH NAIR/UTIB0760586/21530256157307,TXN0267755,310.00,,563927.35
15/09/2022,15/09/2022,IMPS/P2P/24303104/KAVITHA RAO/7754562030,TXN0267756,,18500.00,582427.35
15/09/2022,15/09/2022,ATM/WDL/424827877079/CANARA ATM MYSURU,TXN0267757,120.00,,582307.35
16/09/2022,16/09/2022,UPI/DR/20540821/NAVEEN KUMAR/UTIB0760586/naveen961@paytm,TXN0267758,1680.00,,580627.35
16/09/2022,17/09/2022,NEFT/138733690466/SAVITHA DEVI/UTIB0760586/52243551688240,TXN0267759,,32000.00,612627.35
16/09/2022,16/09/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267760,,24000.00,636627.35
17/09/2022,17/09/2022,NEFT/5556561322/FARHAN KHAN/UTIB0760586/87328509976569,TXN0267761,,500.00,637127.35
17/09/2022,18/09/2022,NEFT/644336019371/LAKSHMI VENKAT/UTIB0760586/84133340874837,TXN0267762,,24000.00,661127.35
17/09/2022,17/09/2022,IMPS/P2P/34404098/ARCHANA PILLAI/7029957217,TXN0267763,,4800.00,665927.35
17/09/2022,17/09/2022,UPI/DR/72539433/RANJIT SINGH/UTIB0760586/ranjit458@paytm,TXN0267764,850.00,,665077.35
18/09/2022,19/09/2022,ATM/WDL/1291564953/HDFC ATM KORAMANGALA,TXN0267765,699.00,,664378.35
18/09/2022,18/09/2022,UPI/DR/83912632/SANTOSH KUMAR/UTIB0760586/santosh802@okaxis,TXN0267766,79.00,,664299.35
18/09/2022,18/09/2022,UPI/DR/4719578417/LATHA MURTHY/UTIB0760586/latha850@okaxis,TXN0267767,449.00,,663850.35
18/09/2022,18/09/2022,UPI/DR/23765246/SURESH NAIR/UTIB0760586/suresh451@okhdfc,TXN0267768,120.00,,663730.35
18/09/2022,18/09/2022,ATM/WDL/515062482113/SBI ATM JAYANAGAR BLR,TXN0267769,699.00,,663031.35
19/09/2022,20/09/2022,UPI/DR/14979663/ARCHANA PILLAI/UTIB0760586/archana514@oksbi,TXN0267770,850.00,,662181.35
20/09/2022,21/09/2022,UPI/DR/24942885/VIKRAM NAIR/UTIB0760586/vikram102@okaxis,TXN0267771,49.00,,662132.35
20/09/2022,20/09/2022,IMPS/P2P/448758373744/RAMESH GOWDA/9675725728,TXN0267772,,4800.00,666932.35
20/09/2022,20/09/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267773,,7600.00,674532.35
21/09/2022,21/09/2022,NEFT/2680847422/SHEELA DEVI/UTIB0760586/90341316843625,TXN0267774,699.00,,673833.35
22/09/2022,22/09/2022,UPI/DR/20829434/VINAY PATIL/UTIB0760586/vinay667@okaxis,TXN0267775,5200.00,,668633.35
23/09/2022,23/09/2022,ATM/WDL/555833895899/CANARA ATM MYSURU,TXN0267776,3499.00,,665134.35
24/09/2022,24/09/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267777,,7600.00,672734.35
24/09/2022,24/09/2022,UPI/DR/023048046089/LATHA MURTHY/UTIB0760586/latha154@okhdfc,TXN0267778,310.00,,672424.35
24/09/2022,24/09/2022,NEFT/9254840211/SURESH NAIR/UTIB0760586/16892958063260,TXN0267779,,24000.00,696424.35
24/09/2022,24/09/2022,UPI/DR/79028732/VINAY PATIL/UTIB0760586/vinay282@okaxis,TXN0267780,449.00,,695975.35
24/09/2022,24/09/2022,UPI/DR/381993068735/LALITHA DEVI/UTIB0760586/lalitha822@okaxis,TXN0267781,7800.00,,688175.35
24/09/2022,24/09/2022,UPI/CR/95069895/MEERA PILLAI/UTIB0760586/meera926@oksbi,TXN0267782,,18500.00,706675.35
25/09/2022,25/09/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267783,,4800.00,711475.35
25/09/2022,25/09/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267784,,500.00,711975.35
25/09/2022,25/09/2022,NEFT/555802907289/HARISH MENON/UTIB0760586/73606623203816,TXN0267785,,18500.00,730475.35
25/09/2022,26/09/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267786,,7600.00,738075.35
25/09/2022,25/09/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267787,,4800.00,742875.35
26/09/2022,27/09/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267788,,11200.00,754075.35
26/09/2022,26/09/2022,UPI/DR/5123940464/GOPAL VERMA/UTIB0760586/gopal730@oksbi,TXN0267789,79.00,,753996.35
27/09/2022,27/09/2022,CHQ NO 401061 CLEARING,TXN0267790,1250.00,,752746.35
27/09/2022,27/09/2022,NEFT/29726073/SUNIL YADAV/UTIB0760586/98732783762474,TXN0267791,,32000.00,784746.35
27/09/2022,28/09/2022,UPI/DR/8947815429/PADMA RAO/UTIB0760586/padma279@oksbi,TXN0267792,49.00,,784697.35
27/09/2022,28/09/2022,NEFT/1489359520/NAVEEN KUMAR/UTIB0760586/74568698530236,TXN0267793,,7600.00,792297.35
28/09/2022,29/09/2022,NEFT/1210703434/SHAHID KHAN/UTIB0760586/26704503532990,TXN0267794,7800.00,,784497.35
28/09/2022,28/09/2022,ATM/WDL/3153422278/CANARA ATM MYSURU,TXN0267795,7800.00,,776697.35
29/09/2022,29/09/2022,UPI/CR/43761475/SANTOSH KUMAR/UTIB0760586/santosh108@okhdfc,TXN0267796,,18500.00,795197.35
29/09/2022,30/09/2022,NEFT/5975918546/GANESH KUMAR/UTIB0760586/58553505211938,TXN0267797,449.00,,794748.35
29/09/2022,29/09/2022,UPI/DR/81402117/NAVEEN KUMAR/UTIB0760586/naveen158@paytm,TXN0267798,49.00,,794699.35
29/09/2022,30/09/2022,UPI/DR/94708278/AYESHA KHAN/UTIB0760586/ayesha691@okhdfc,TXN0267799,3499.00,,791200.35
30/09/2022,30/09/2022,UPI/CR/070252957924/RESHMA KHAN/UTIB0760586/reshma69@ybl,TXN0267800,,11200.00,802400.35
30/09/2022,30/09/2022,UPI/DR/85711263/BINDHU NAIR/UTIB0760586/bindhu106@oksbi,TXN0267801,7800.00,,794600.35
01/10/2022,01/10/2022,UPI/DR/753567930136/MEERA PILLAI/UTIB0760586/meera735@okaxis,TXN0267802,1680.00,,792920.35
01/10/2022,02/10/2022,CHQ NO 100221 CLEARING,TXN0267803,7800.00,,785120.35
01/10/2022,01/10/2022,UPI/DR/00250550/USHA RANI/UTIB0760586/usha401@okaxis,TXN0267804,49.00,,785071.35
01/10/2022,01/10/2022,NEFT/6344888400/NILESH KULKARNI/UTIB0760586/28098720199521,TXN0267805,449.00,,784622.35
02/10/2022,02/10/2022,UPI/CR/6848419237/PRAKASH RAO/UTIB0760586/prakash862@okhdfc,TXN0267806,,7600.00,792222.35
02/10/2022,02/10/2022,NEFT/728630094888/SNEHA PATIL/UTIB0760586/94315015408591,TXN0267807,7800.00,,784422.35
02/10/2022,03/10/2022,NEFT/730596865228/NILESH KULKARNI/UTIB0760586/25065736257422,TXN0267808,3499.00,,780923.35
02/10/2022,03/10/2022,UPI/DR/32607466/MEENA IYER/UTIB0760586/meena557@ybl,TXN0267809,249.00,,780674.35
02/10/2022,02/10/2022,ATM/WDL/4399596833/CANARA ATM MYSURU,TXN0267810,79.00,,780595.35
03/10/2022,04/10/2022,NEFT/00035845/GOPAL VERMA/UTIB0760586/49040732300305,TXN0267811,1680.00,,778915.35
03/10/2022,04/10/2022,UPI/DR/32333772/ARUN SHARMA/UTIB0760586/arun272@okaxis,TXN0267812,850.00,,778065.35
03/10/2022,03/10/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267813,,24000.00,802065.35
03/10/2022,04/10/2022,NEFT/475368866764/SANTOSH KUMAR/UTIB0760586/43612118005016,TXN0267814,,18500.00,820565.35
04/10/2022,04/10/2022,UPI/DR/79082307/MEENA IYER/UTIB0760586/meena420@okaxis,TXN0267815,249.00,,820316.35
04/10/2022,04/10/2022,UPI/DR/811469832264/ARUN SHARMA/UTIB0760586/arun847@oksbi,TXN0267816,1680.00,,818636.35
04/10/2022,04/10/2022,CHQ NO 708761 CLEARING,TXN0267817,7800.00,,810836.35
05/10/2022,05/10/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267818,,32000.00,842836.35
05/10/2022,05/10/2022,UPI/DR/0241551025/DIVYA MENON/UTIB0760586/divya212@ybl,TXN0267819,449.00,,842387.35
06/10/2022,06/10/2022,NEFT/0326648345/ARCHANA PILLAI/UTIB0760586/23647299587130,TXN0267820,7800.00,,834587.35
06/10/2022,07/10/2022,UPI/DR/6919437257/RAJENDRA PRASAD/UTIB0760586/rajendra337@okhdfc,TXN0267821,249.00,,834338.35
07/10/2022,07/10/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267822,,18500.00,852838.35
07/10/2022,07/10/2022,IMPS/P2P/15498722/PREETHI IYER/7098209358,TXN0267823,,32000.00,884838.35
07/10/2022,07/10/2022,CASH DEPOSIT/BRANCH COUNTER/MYSURU MAIN,TXN0267824,,1200.00,886038.35
07/10/2022,07/10/2022,NEFT/30862059/KAVERI MENON/UTIB0760586/18971516223905,TXN0267825,449.00,,885589.35
07/10/2022,07/10/2022,NEFT/028396659266/ARCHANA PILLAI/UTIB0760586/45047302726873,TXN0267826,699.00,,884890.35
08/10/2022,09/10/2022,UPI/CR/0509100355/KAVYA REDDY/UTIB0760586/kavya347@okhdfc,TXN0267827,,1200.00,886090.35
