Txn Date,Value Date,Particulars,Instrument ID,Debit,Credit,Balance
03/02/2023,03/02/2023,NEFT DR-HDFC0172338-VIKRAM NAIR-599202467229-RENT,809370933314,31000.0,,173912.0
04/02/2023,04/02/2023,UPI/810992729658/rahulsingh804@okaxis/CNRB,810992729658,249.0,,173663.0
05/02/2023,05/02/2023,BIL/INFT/850460347140/FLIPKART/PAYMENT,850460347140,449.0,,173214.0
08/02/2023,08/02/2023,BIL/INFT/043658843892/SWIGGY/PAYMENT,043658843892,5200.0,,168014.0
09/02/2023,09/02/2023,POS/7427/AIRTEL/WHITEFIELD,362790285334,120.0,,167894.0
10/02/2023,10/02/2023,POS/8084/RELIANCE FRESH/MYSURU,023969453171,249.0,,167645.0
11/02/2023,11/02/2023,POS/4964/AMAZON/KUKATPALLY,342727144983,3499.0,,164146.0
11/02/2023,11/02/2023,POS/1804/JIO/MUMBAI,995347401725,699.0,,163447.0
12/02/2023,12/02/2023,UPI/306627408793/tarageorge774@ybl/CNRB,306627408793,7800.0,,155647.0
12/02/2023,12/02/2023,POS/2314/BPCL/WHITEFIELD,920052529520,79.0,,155568.0
12/02/2023,12/02/2023,BIL/INFT/603319713799/FLIPKART/PAYMENT,603319713799,5200.0,,150368.0
14/02/2023,14/02/2023,POS/0329/AIRTEL/PUNE,685425911080,999.0,,149369.0
15/02/2023,15/02/2023,BY TRANSFER/IMPS/343996211164/GOPAL NAIK/CNRB,343996211164,,2500.0,151869.0
16/02/2023,16/02/2023,BIL/INFT/424269869052/JIO/PAYMENT,424269869052,120.0,,151749.0
18/02/2023,18/02/2023,BIL/INFT/387228464196/IOCL/PAYMENT,387228464196,449.0,,151300.0
20/02/2023,20/02/2023,POS/6334/IOCL/MARATHAHALLI,213475385421,249.0,,151051.0
20/02/2023,20/02/2023,BIL/INFT/811481131322/IRCTC/PAYMENT,811481131322,850.0,,150201.0
20/02/2023,20/02/2023,ATM WDL/4660/MUMBAI,091888592390,1250.0,,148951.0
20/02/2023,20/02/2023,BIL/INFT/854675636321/DMART/PAYMENT,854675636321,120.0,,148831.0
21/02/2023,21/02/2023,UPI/687817960923/rahulsingh952@okaxis/CNRB,687817960923,2380.0,,146451.0
22/02/2023,22/02/2023,BY TRANSFER/IMPS/997635692529/LATHA MURTHY/CNRB,997635692529,,11200.0,157651.0
22/02/2023,22/02/2023,POS/6053/ZOMATO/KORAMANGALA,087545730731,5200.0,,152451.0
23/02/2023,23/02/2023,BY TRANSFER/IMPS/395597708988/PRADEEP SINGH/CNRB,395597708988,,1200.0,153651.0
25/02/2023,25/02/2023,BY TRANSFER/IMPS/725983884213/FARHAN KHAN/CNRB,725983884213,,18500.0,172151.0
26/02/2023,26/02/2023,BY TRANSFER/IMPS/539041183257/REKHA PILLAI/CNRB,539041183257,,11200.0,183351.0
26/02/2023,26/02/2023,UPI/488862062259/vinaypatil852@paytm/CNRB,488862062259,699.0,,182652.0
28/02/2023,28/02/2023,ATM WDL/2135/KORAMANGALA,838321930428,3499.0,,179153.0
01/03/2023,01/03/2023,NEFT CR-HDFC0094899-TECHNOVA SOLUTIONS-341005969801-SALARY GANESH KUMAR,376014313604,,44250.0,223403.0
01/03/2023,01/03/2023,BIL/INFT/287083335415/MEDPLUS/PAYMENT,287083335415,79.0,,223324.0
04/03/2023,04/03/2023,POS/6655/BOOKMYSHOW/INDIRANAGAR,775991912915,3499.0,,219825.0
04/03/2023,04/03/2023,POS/4167/HPCL/MYSURU,817940850824,249.0,,219576.0
05/03/2023,05/03/2023,ATM WDL/2354/INDIRANAGAR,108555826876,310.0,,219266.0
06/03/2023,06/03/2023,UPI/876081671071/anjalirao355@oksbi/CNRB,876081671071,1680.0,,217586.0
07/03/2023,07/03/2023,NEFT DR-HDFC0995129-MEERA PILLAI-566456862077-RENT,769332403141,18000.0,,199586.0
10/03/2023,10/03/2023,POS/6820/APOLLO PHARMACY/MARATHAHALLI,603065090210,1250.0,,198336.0
12/03/2023,12/03/2023,ATM WDL/6451/BANJARA HILLS,345608674507,5200.0,,193136.0
13/03/2023,13/03/2023,ATM WDL/2643/MUMBAI,804291586137,249.0,,192887.0
14/03/2023,14/03/2023,BIL/INFT/536138916124/IRCTC/PAYMENT,536138916124,999.0,,191888.0
14/03/2023,14/03/2023,BY TRANSFER/IMPS/021534498209/ANAND KUMAR/CNRB,021534498209,,24000.0,215888.0
14/03/2023,14/03/2023,POS/7732/AIRTEL/PUNE,449209988492,850.0,,215038.0
14/03/2023,14/03/2023,UPI/038810093108/ayeshakhan521@okhdfcbank/CNRB,038810093108,1250.0,,213788.0
14/03/2023,14/03/2023,UPI/647302410081/gopalnaik526@paytm/CNRB,647302410081,3499.0,,210289.0
19/03/2023,19/03/2023,UPI/756696293641/arjunmehta62@oksbi/CNRB,756696293641,699.0,,209590.0
20/03/2023,20/03/2023,POS/7535/MEDPLUS/SECUNDERABAD,535978047755,310.0,,209280.0
20/03/2023,20/03/2023,UPI/998389634995/sunilshett836@ybl/CNRB,998389634995,850.0,,208430.0
21/03/2023,21/03/2023,ATM WDL/7417/MARATHAHALLI,222176886482,5200.0,,203230.0
21/03/2023,21/03/2023,ATM WDL/5094/MYSURU,329074653099,249.0,,202981.0
22/03/2023,22/03/2023,POS/8751/PVR CINEMAS/HYDERABAD,397145892710,449.0,,202532.0
22/03/2023,22/03/2023,BIL/INFT/468697098356/JIO/PAYMENT,468697098356,5200.0,,197332.0
23/03/2023,23/03/2023,BIL/INFT/603777462757/APOLLO PHARMACY/PAYMENT,603777462757,2380.0,,194952.0
23/03/2023,23/03/2023,UPI/008868268238/gopalnaik702@ybl/CNRB,008868268238,79.0,,194873.0
25/03/2023,25/03/2023,CREDIT INTEREST CAPITALISED,388191939031,,109.56,194982.56
25/03/2023,25/03/2023,GST ON BANK CHARGES,565393448898,17.7,,194964.86
26/03/2023,26/03/2023,POS/0053/OLA/SECUNDERABAD,200942328732,2380.0,,192584.86
28/03/2023,28/03/2023,UPI/194695500838/meerapilla200@okhdfcbank/CNRB,194695500838,79.0,,192505.86
31/03/2023,31/03/2023,UPI/195873493436/vikramnair837@okhdfcbank/CNRB,195873493436,49.0,,192456.86
01/04/2023,01/04/2023,NEFT CR-HDFC0407040-TECHNOVA SOLUTIONS-333008330938-SALARY GANESH KUMAR,244568625514,,45000.0,237456.86
02/04/2023,02/04/2023,UPI/503316637301/vinaypatil53@oksbi/CNRB,503316637301,850.0,,236606.86
05/04/2023,05/04/2023,NEFT DR-HDFC0577015-GOPAL NAIK-572630408756-RENT,113721865276,22000.0,,214606.86
05/04/2023,05/04/2023,UPI/007243105133/kavyareddy116@ybl/CNRB,007243105133,3499.0,,211107.86
06/04/2023,06/04/2023,ATM WDL/5935/SECUNDERABAD,549512288923,120.0,,210987.86
06/04/2023,06/04/2023,UPI/812825994505/rahulsingh162@okaxis/CNRB,812825994505,49.0,,210938.86
07/04/2023,07/04/2023,BIL/INFT/332579435963/AIRTEL/PAYMENT,332579435963,3499.0,,207439.86
08/04/2023,08/04/2023,ATM WDL/3206/HSR LAYOUT,466826665860,1680.0,,205759.86
11/04/2023,11/04/2023,UPI/551356951277/priyanair180@okhdfcbank/CNRB,551356951277,999.0,,204760.86
11/04/2023,11/04/2023,UPI/237906155166/rahulsingh20@okaxis/CNRB,237906155166,449.0,,204311.86
13/04/2023,13/04/2023,BY TRANSFER/IMPS/461133864445/SANJANA HEGDE/CNRB,461133864445,,2500.0,206811.86
14/04/2023,14/04/2023,BY TRANSFER/IMPS/322897825521/TANVI RAO/CNRB,322897825521,,2500.0,209311.86
16/04/2023,16/04/2023,BY TRANSFER/IMPS/217545368283/USHA RANI/CNRB,217545368283,,7500.0,216811.86
16/04/2023,16/04/2023,BY TRANSFER/IMPS/520621206310/GANESH KUMAR/CNRB,520621206310,,24000.0,240811.86
17/04/2023,17/04/2023,POS/9605/ZOMATO/MUMBAI,391463092112,310.0,,240501.86
18/04/2023,18/04/2023,ATM WDL/1888/MANGALURU,862261946800,3499.0,,237002.86
18/04/2023,18/04/2023,POS/9535/OLA/MYSURU,195040278555,699.0,,236303.86
20/04/2023,20/04/2023,ATM WDL/5356/PUNE,634632292330,1680.0,,234623.86
20/04/2023,20/04/2023,ATM WDL/2254/HYDERABAD,169616939431,249.0,,234374.86
20/04/2023,20/04/2023,UPI/823116871267/kavyareddy341@okhdfcbank/CNRB,823116871267,1680.0,,232694.86
21/04/2023,21/04/2023,POS/7098/DMART/HYDERABAD,149297017017,699.0,,231995.86
22/04/2023,22/04/2023,ATM WDL/7370/MANGALURU,370912382164,249.0,,231746.86
22/04/2023,22/04/2023,BY TRANSFER/IMPS/423528267092/ROHIT SHARMA/CNRB,423528267092,,7500.0,239246.86
22/04/2023,22/04/2023,ATM WDL/6134/MUMBAI,548151837918,79.0,,239167.86
26/04/2023,26/04/2023,BIL/INFT/203757462626/DMART/PAYMENT,203757462626,2380.0,,236787.86
27/04/2023,27/04/2023,ATM WDL/4581/MYSURU,389368701523,999.0,,235788.86
28/04/2023,28/04/2023,POS/9648/JIO/KORAMANGALA,127911545768,310.0,,235478.86
28/04/2023,28/04/2023,BY TRANSFER/IMPS/363954971943/LALITHA DEVI/CNRB,363954971943,,7500.0,242978.86
29/04/2023,29/04/2023,UPI/392156360551/kiranreddy519@okaxis/CNRB,392156360551,699.0,,242279.86
29/04/2023,29/04/2023,UPI/557335298940/santoshiye610@okaxis/CNRB,557335298940,1250.0,,241029.86
29/04/2023,29/04/2023,BY TRANSFER/IMPS/490013663837/TANVI RAO/CNRB,490013663837,,850.0,241879.86
30/04/2023,30/04/2023,BIL/INFT/708716011952/RELIANCE FRESH/PAYMENT,708716011952,120.0,,241759.86
01/05/2023,01/05/2023,UPI/227223925990/rohitsharm270@ybl/CNRB,227223925990,999.0,,240760.86
02/05/2023,02/05/2023,UPI/063060887336/vikramnair86@ybl/CNRB,063060887336,310.0,,240450.86
03/05/2023,03/05/2023,NEFT CR-HDFC0286192-TECHNOVA SOLUTIONS-842090319198-SALARY GANESH KUMAR,800826412893,,45500.0,285950.86
04/05/2023,04/05/2023,BY TRANSFER/IMPS/353273101136/MOHAN DAS/CNRB,353273101136,,18500.0,304450.86
04/05/2023,04/05/2023,NEFT DR-HDFC0104210-SANTOSH IYER-175900119147-RENT,799524743254,22000.0,,282450.86
04/05/2023,04/05/2023,UPI/079588801526/mohandas588@okaxis/CNRB,079588801526,2380.0,,280070.86
05/05/2023,05/05/2023,ATM WDL/6596/HSR LAYOUT,299611289318,249.0,,279821.86
05/05/2023,05/05/2023,UPI/541404312634/farhankhan749@okhdfcbank/CNRB,541404312634,249.0,,279572.86
05/05/2023,05/05/2023,ATM WDL/0209/MARATHAHALLI,498468654620,999.0,,278573.86
06/05/2023,06/05/2023,ATM WDL/6079/PUNE,761835154657,79.0,,278494.86
06/05/2023,06/05/2023,BIL/INFT/670339486317/UBER/PAYMENT,670339486317,5200.0,,273294.86
06/05/2023,06/05/2023,BIL/INFT/416458534027/SWIGGY/PAYMENT,416458534027,1680.0,,271614.86
07/05/2023,07/05/2023,POS/1879/APOLLO PHARMACY/MARATHAHALLI,689649405928,1250.0,,270364.86
10/05/2023,10/05/2023,BIL/INFT/601649141500/UBER/PAYMENT,601649141500,5200.0,,265164.86
15/05/2023,15/05/2023,POS/5427/BPCL/KUKATPALLY,122040227174,5200.0,,259964.86
15/05/2023,15/05/2023,BY TRANSFER/IMPS/964015662213/DIVYA MENON/CNRB,964015662213,,1200.0,261164.86
16/05/2023,16/05/2023,ATM WDL/5214/MARATHAHALLI,189865778412,999.0,,260165.86
16/05/2023,16/05/2023,ATM WDL/0004/SECUNDERABAD,630411326225,2380.0,,257785.86
16/05/2023,16/05/2023,UPI/128938975814/vikramnair942@oksbi/CNRB,128938975814,120.0,,257665.86
18/05/2023,18/05/2023,BIL/INFT/073233806062/BOOKMYSHOW/PAYMENT,073233806062,49.0,,257616.86
18/05/2023,18/05/2023,UPI/143586554290/sunilshett873@okaxis/CNRB,143586554290,699.0,,256917.86
21/05/2023,21/05/2023,BIL/INFT/583806707610/APOLLO PHARMACY/PAYMENT,583806707610,2380.0,,254537.86
22/05/2023,22/05/2023,BIL/INFT/321940149453/SWIGGY/PAYMENT,321940149453,850.0,,253687.86
22/05/2023,22/05/2023,UPI/063174448013/harishmeno659@ybl/CNRB,063174448013,1680.0,,252007.86
25/05/2023,25/05/2023,UPI/695454944171/smitharao772@ybl/CNRB,695454944171,699.0,,251308.86
27/05/2023,27/05/2023,ATM WDL/7279/HSR LAYOUT,527493567787,120.0,,251188.86
30/05/2023,30/05/2023,UPI/429592153578/arjunmehta567@ybl/CNRB,429592153578,3499.0,,247689.86
01/06/2023,01/06/2023,NEFT CR-HDFC0423725-TECHNOVA SOLUTIONS-060653635700-SALARY GANESH KUMAR,909443862483,,45500.0,293189.86
01/06/2023,01/06/2023,ATM WDL/9109/BANJARA HILLS,644108062881,699.0,,292490.86
01/06/2023,01/06/2023,BIL/INFT/681543519652/HPCL/PAYMENT,681543519652,249.0,,292241.86
01/06/2023,01/06/2023,BIL/INFT/437633629285/APOLLO PHARMACY/PAYMENT,437633629285,1250.0,,290991.86
04/06/2023,04/06/2023,POS/4607/FLIPKART/MARATHAHALLI,911287396567,120.0,,290871.86
07/06/2023,07/06/2023,NEFT DR-HDFC0660102-HARISH MENON-522852620121-RENT,280504365193,18000.0,,272871.86
07/06/2023,07/06/2023,BIL/INFT/111048066243/JIO/PAYMENT,111048066243,999.0,,271872.86
09/06/2023,09/06/2023,BY TRANSFER/IMPS/152034472523/PRADEEP SINGH/CNRB,152034472523,,11200.0,283072.86
10/06/2023,10/06/2023,POS/2382/OLA/PUNE,933736077766,120.0,,282952.86
11/06/2023,11/06/2023,POS/3292/SWIGGY/BANJARA HILLS,627320301701,699.0,,282253.86
13/06/2023,13/06/2023,POS/1009/RELIANCE FRESH/BANJARA HILLS,975712921094,49.0,,282204.86
14/06/2023,14/06/2023,POS/0870/UBER/MYSURU,408420975918,7800.0,,274404.86
14/06/2023,14/06/2023,BY TRANSFER/IMPS/344510430197/PRADEEP SINGH/CNRB,344510430197,,24000.0,298404.86
16/06/2023,16/06/2023,POS/2907/PVR CINEMAS/HSR LAYOUT,726853980405,1680.0,,296724.86
16/06/2023,16/06/2023,UPI/769384384838/anjalirao138@oksbi/CNRB,769384384838,1680.0,,295044.86
16/06/2023,16/06/2023,ATM WDL/3557/MANGALURU,264794311432,249.0,,294795.86
17/06/2023,17/06/2023,POS/9283/BPCL/MANGALURU,563034113225,999.0,,293796.86
18/06/2023,18/06/2023,UPI/868751262484/priyanair885@paytm/CNRB,868751262484,2380.0,,291416.86
19/06/2023,19/06/2023,BIL/INFT/155020148399/SWIGGY/PAYMENT,155020148399,2380.0,,289036.86
20/06/2023,20/06/2023,BIL/INFT/026294853692/IRCTC/PAYMENT,026294853692,79.0,,288957.86
24/06/2023,24/06/2023,BIL/INFT/711009106511/UBER/PAYMENT,711009106511,1250.0,,287707.86
25/06/2023,25/06/2023,CREDIT INTEREST CAPITALISED,651685030558,,216.44,287924.3
25/06/2023,25/06/2023,GST ON BANK CHARGES,804157307539,17.7,,287906.6
25/06/2023,25/06/2023,UPI/381098361206/vinaypatil356@paytm/CNRB,381098361206,449.0,,287457.6
25/06/2023,25/06/2023,ATM WDL/2510/PUNE,756751590844,120.0,,287337.6
26/06/2023,26/06/2023,BIL/INFT/559891755394/AIRTEL/PAYMENT,559891755394,79.0,,287258.6
27/06/2023,27/06/2023,BY TRANSFER/IMPS/479922944152/SUNIL YADAV/CNRB,479922944152,,850.0,288108.6
28/06/2023,28/06/2023,ATM WDL/9708/HSR LAYOUT,900373678526,310.0,,287798.6
02/07/2023,02/07/2023,BY TRANSFER/IMPS/067990401992/PRAKASH RAO/CNRB,067990401992,,18500.0,306298.6
02/07/2023,02/07/2023,NEFT CR-HDFC0314663-TECHNOVA SOLUTIONS-308929767527-SALARY GANESH KUMAR,087619083415,,45000.0,351298.6
02/07/2023,02/07/2023,BIL/INFT/565046884211/PVR CINEMAS/PAYMENT,565046884211,999.0,,350299.6
03/07/2023,03/07/2023,ATM WDL/0969/PUNE,011388269984,249.0,,350050.6
03/07/2023,03/07/2023,BIL/INFT/115168070577/PVR CINEMAS/PAYMENT,115168070577,5200.0,,344850.6
04/07/2023,04/07/2023,BIL/INFT/437987424916/RELIANCE FRESH/PAYMENT,437987424916,2380.0,,342470.6
05/07/2023,05/07/2023,POS/5171/BOOKMYSHOW/HYDERABAD,369494081783,699.0,,341771.6
06/07/2023,06/07/2023,ATM WDL/7552/SECUNDERABAD,993691468508,999.0,,340772.6
06/07/2023,06/07/2023,UPI/071689897196/gopalnaik259@paytm/CNRB,071689897196,5200.0,,335572.6
06/07/2023,06/07/2023,ATM WDL/7252/BANJARA HILLS,068679829276,2380.0,,333192.6
07/07/2023,07/07/2023,NEFT DR-HDFC0141724-KAVYA REDDY-487177094027-RENT,474330106154,26500.0,,306692.6
10/07/2023,10/07/2023,POS/6563/BPCL/BTM LAYOUT,839119550549,999.0,,305693.6
11/07/2023,11/07/2023,POS/2483/MEDPLUS/WHITEFIELD,679270506717,699.0,,304994.6
11/07/2023,11/07/2023,POS/6127/DMART/PUNE,646721631484,999.0,,303995.6
12/07/2023,12/07/2023,POS/2073/IRCTC/MYSURU,710873929053,1680.0,,302315.6
15/07/2023,15/07/2023,POS/9507/AIRTEL/KORAMANGALA,265127640333,310.0,,302005.6
19/07/2023,19/07/2023,ATM WDL/1455/MYSURU,590133517142,999.0,,301006.6
19/07/2023,19/07/2023,BY TRANSFER/IMPS/130935418546/GOPAL NAIK/CNRB,130935418546,,7500.0,308506.6
20/07/2023,20/07/2023,ATM WDL/0979/INDIRANAGAR,083803990710,5200.0,,303306.6
21/07/2023,21/07/2023,POS/5271/APOLLO PHARMACY/WHITEFIELD,809384311402,249.0,,303057.6
21/07/2023,21/07/2023,ATM WDL/4216/HYDERABAD,543978056318,79.0,,302978.6
21/07/2023,21/07/2023,BY TRANSFER/IMPS/507582644845/CHANDAN SHARMA/CNRB,507582644845,,1200.0,304178.6
23/07/2023,23/07/2023,BIL/INFT/120617163384/ZOMATO/PAYMENT,120617163384,79.0,,304099.6
23/07/2023,23/07/2023,ATM WDL/7328/HYDERABAD,333321568314,49.0,,304050.6
23/07/2023,23/07/2023,NEFT-822074769664-TECHNOVA SOLUTIONS-REIMB-133470-HDFC0852117,771695691657,,18500.0,322550.6
24/07/2023,24/07/2023,POS/0850/RELIANCE FRESH/KORAMANGALA,948421901826,5200.0,,317350.6
25/07/2023,25/07/2023,UPI/918437859180/rajeshverm339@okhdfcbank/CNRB,918437859180,5200.0,,312150.6
28/07/2023,28/07/2023,POS/9696/DMART/BTM LAYOUT,878297214871,3499.0,,308651.6
28/07/2023,28/07/2023,BY TRANSFER/IMPS/305486900990/DEEPA NAIR/CNRB,305486900990,,1200.0,309851.6
29/07/2023,29/07/2023,POS/0587/BESCOM/BANJARA HILLS,600728569673,1250.0,,308601.6
31/07/2023,31/07/2023,BY TRANSFER/IMPS/700398449511/MEENA IYER/CNRB,700398449511,,500.0,309101.6
01/08/2023,01/08/2023,BY TRANSFER/IMPS/493182074368/MALLIKA DAS/CNRB,493182074368,,500.0,309601.6
03/08/2023,03/08/2023,NEFT CR-HDFC0539842-TECHNOVA SOLUTIONS-786819969607-SALARY GANESH KUMAR,474437007490,,45000.0,354601.6
03/08/2023,03/08/2023,ATM WDL/0732/INDIRANAGAR,223643327638,449.0,,354152.6
03/08/2023,03/08/2023,ATM WDL/1911/MYSURU,119454981459,2380.0,,351772.6
04/08/2023,04/08/2023,UPI/358142234079/kiranreddy29@okaxis/CNRB,358142234079,2380.0,,349392.6
06/08/2023,06/08/2023,NEFT DR-HDFC0760362-AYESHA KHAN-810035343715-RENT,859212287065,26500.0,,322892.6
06/08/2023,06/08/2023,UPI/240903543962/gopalnaik558@oksbi/CNRB,240903543962,249.0,,322643.6
07/08/2023,07/08/2023,UPI/268496841084/rahulsingh316@ybl/CNRB,268496841084,310.0,,322333.6
08/08/2023,08/08/2023,BY TRANSFER/IMPS/317641843664/SUSHMA RAO/CNRB,317641843664,,500.0,322833.6
08/08/2023,08/08/2023,BIL/INFT/927197209660/DMART/PAYMENT,927197209660,999.0,,321834.6
12/08/2023,12/08/2023,BIL/INFT/364484590354/AIRTEL/PAYMENT,364484590354,120.0,,321714.6
13/08/2023,13/08/2023,BIL/INFT/294413358459/PVR CINEMAS/PAYMENT,294413358459,79.0,,321635.6
13/08/2023,13/08/2023,POS/6925/RELIANCE FRESH/KUKATPALLY,969757340876,1680.0,,319955.6
15/08/2023,15/08/2023,ATM WDL/3116/KUKATPALLY,299073195454,850.0,,319105.6
16/08/2023,16/08/2023,BY TRANSFER/IMPS/534524573584/CHANDAN SHARMA/CNRB,534524573584,,4800.0,323905.6
16/08/2023,16/08/2023,POS/1983/BPCL/MYSURU,512420043834,2380.0,,321525.6
17/08/2023,17/08/2023,POS/5530/BESCOM/BTM LAYOUT,528845779666,249.0,,321276.6
17/08/2023,17/08/2023,ATM WDL/9093/SECUNDERABAD,042317576907,120.0,,321156.6
19/08/2023,19/08/2023,POS/3867/ZOMATO/HSR LAYOUT,304066639898,850.0,,320306.6
20/08/2023,20/08/2023,ATM WDL/9203/KORAMANGALA,436090656454,7800.0,,312506.6
20/08/2023,20/08/2023,POS/7273/UBER/KORAMANGALA,608175752957,999.0,,311507.6
20/08/2023,20/08/2023,BY TRANSFER/IMPS/681781453519/MEENA IYER/CNRB,681781453519,,1200.0,312707.6
21/08/2023,21/08/2023,UPI/889280213653/meerapilla580@okhdfcbank/CNRB,889280213653,999.0,,311708.6
22/08/2023,22/08/2023,UPI/981689760245/ayeshakhan889@okhdfcbank/CNRB,981689760245,699.0,,311009.6
22/08/2023,22/08/2023,BIL/INFT/370107473738/AMAZON/PAYMENT,370107473738,1680.0,,309329.6
23/08/2023,23/08/2023,ATM WDL/7495/BANJARA HILLS,092347250004,249.0,,309080.6
24/08/2023,24/08/2023,ATM WDL/7709/BANJARA HILLS,093288406601,2380.0,,306700.6
24/08/2023,24/08/2023,BIL/INFT/934569485990/SWIGGY/PAYMENT,934569485990,3499.0,,303201.6
27/08/2023,27/08/2023,POS/5291/IOCL/MUMBAI,616096098219,2380.0,,300821.6
27/08/2023,27/08/2023,POS/9952/IOCL/MARATHAHALLI,179594484763,2380.0,,298441.6
27/08/2023,27/08/2023,UPI/843400557786/reshmakhan269@ybl/CNRB,843400557786,120.0,,298321.6
28/08/2023,28/08/2023,UPI/825189926597/smitharao833@paytm/CNRB,825189926597,249.0,,298072.6
28/08/2023,28/08/2023,BY TRANSFER/IMPS/458569352895/AYESHA KHAN/CNRB,458569352895,,18500.0,316572.6
29/08/2023,29/08/2023,BY TRANSFER/IMPS/821588853413/HARISH MENON/CNRB,821588853413,,500.0,317072.6
01/09/2023,01/09/2023,UPI/855050971616/vikramnair117@oksbi/CNRB,855050971616,1680.0,,315392.6
01/09/2023,01/09/2023,POS/2795/BOOKMYSHOW/HSR LAYOUT,679596496177,449.0,,314943.6
03/09/2023,03/09/2023,NEFT CR-HDFC0546776-TECHNOVA SOLUTIONS-182479822522-SALARY GANESH KUMAR,802500055827,,45000.0,359943.6
