Txn Date,Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance
5 Feb 2023,5 Feb 2023,TO CLEARING-CIT FLIPKART 582244,166415647790,79.0,,140293.0
9 Feb 2023,9 Feb 2023,TO CLEARING-CIT UBER 968634,260814648258,699.0,,139594.0
11 Feb 2023,11 Feb 2023,TO TRANSFER-UPI/012391442158/rajeshverm879@paytm,012391442158,79.0,,139515.0
11 Feb 2023,11 Feb 2023,POS/7754/IOCL/WHITEFIELD,332872893507,5200.0,,134315.0
12 Feb 2023,12 Feb 2023,BY TRANSFER-INB IMPS031328994387/2995067119/XX8924/Remitly Tr-,MAC5115949331,,18500.0,152815.0
12 Feb 2023,12 Feb 2023,TO TRANSFER-UPI/249641388469/meerapilla577@paytm,249641388469,5200.0,,147615.0
12 Feb 2023,12 Feb 2023,POS/4610/JIO/SECUNDERABAD,363982549563,1250.0,,146365.0
13 Feb 2023,13 Feb 2023,BY TRANSFER-INB IMPS722970390870/6066328726/XX8432/Remitly Tr-,MAC1916019670,,4800.0,151165.0
13 Feb 2023,13 Feb 2023,POS/3128/BOOKMYSHOW/MYSURU,347769827854,249.0,,150916.0
14 Feb 2023,14 Feb 2023,TO TRANSFER-UPI/403222615989/farhankhan882@paytm,403222615989,850.0,,150066.0
17 Feb 2023,17 Feb 2023,TO TRANSFER-UPI/939542074184/anjalirao947@paytm,939542074184,449.0,,149617.0
18 Feb 2023,18 Feb 2023,POS/1626/RELIANCE FRESH/WHITEFIELD,001838216079,310.0,,149307.0
19 Feb 2023,19 Feb 2023,POS/2812/JIO/BANJARA HILLS,676579196061,49.0,,149258.0
19 Feb 2023,19 Feb 2023,NEFT-748499778739-NEXA INFOTECH-REIMB-284450-HDFC0881481,104070962352,,12000.0,161258.0
19 Feb 2023,19 Feb 2023,TO CLEARING-CIT AMAZON 761244,491213469072,5200.0,,156058.0
21 Feb 2023,21 Feb 2023,TO TRANSFER-UPI/078730165089/meerapilla359@okaxis,078730165089,3499.0,,152559.0
23 Feb 2023,23 Feb 2023,BY TRANSFER-INB IMPS674584296122/6162027166/XX1067/Remitly Tr-,MAC2005739824,,7500.0,160059.0
24 Feb 2023,24 Feb 2023,BY TRANSFER-INB IMPS417644260551/3503896640/XX7402/Remitly Tr-,MAC7824872583,,24000.0,184059.0
26 Feb 2023,26 Feb 2023,TO TRANSFER-UPI/848125235815/harishmeno761@paytm,848125235815,120.0,,183939.0
26 Feb 2023,26 Feb 2023,TO CLEARING-CIT JIO 874464,542293441239,249.0,,183690.0
27 Feb 2023,27 Feb 2023,BY TRANSFER-INB IMPS889858854531/8908645993/XX4963/Remitly Tr-,MAC3930457508,,24000.0,207690.0
28 Feb 2023,28 Feb 2023,TO TRANSFER-UPI/201253602175/smitharao651@okaxis,201253602175,3499.0,,204191.0
28 Feb 2023,28 Feb 2023,TO TRANSFER-UPI/719153766084/gopalnaik491@paytm,719153766084,120.0,,204071.0
2 Mar 2023,2 Mar 2023,TO TRANSFER-UPI/800223357588/rajeshverm170@okhdfcbank,800223357588,1250.0,,202821.0
2 Mar 2023,2 Mar 2023,ATM WDL/0958/PUNE,894482228306,3499.0,,199322.0
3 Mar 2023,3 Mar 2023,BY TRANSFER-6349473684246 SALARY VINAY PATIL,851571007309,,32000.0,231322.0
3 Mar 2023,3 Mar 2023,NEFT DR-HDFC0185825-KIRAN REDDY-573000111971-RENT,581003299204,18000.0,,213322.0
3 Mar 2023,3 Mar 2023,TO CLEARING-CIT FLIPKART 910180,965429150242,699.0,,212623.0
4 Mar 2023,4 Mar 2023,TO CLEARING-CIT UBER 118419,629838156952,79.0,,212544.0
6 Mar 2023,6 Mar 2023,POS/0468/ZOMATO/MYSURU,232856826933,310.0,,212234.0
7 Mar 2023,7 Mar 2023,TO CLEARING-CIT AIRTEL 900158,846788409422,249.0,,211985.0
7 Mar 2023,7 Mar 2023,TO TRANSFER-UPI/385752551848/reshmakhan189@oksbi,385752551848,249.0,,211736.0
8 Mar 2023,8 Mar 2023,TO CLEARING-CIT UBER 465254,341954163977,1680.0,,210056.0
9 Mar 2023,9 Mar 2023,TO CLEARING-CIT IRCTC 936689,492092881426,999.0,,209057.0
10 Mar 2023,10 Mar 2023,TO CLEARING-CIT ZOMATO 376623,136775043054,249.0,,208808.0
11 Mar 2023,11 Mar 2023,TO TRANSFER-UPI/672171243571/vinaypatil605@paytm,672171243571,249.0,,208559.0
13 Mar 2023,13 Mar 2023,ATM WDL/7264/KORAMANGALA,026412641478,1250.0,,207309.0
15 Mar 2023,15 Mar 2023,TO CLEARING-CIT SWIGGY 855119,863961168022,5200.0,,202109.0
16 Mar 2023,16 Mar 2023,TO TRANSFER-UPI/544000163133/divyamenon638@ybl,544000163133,699.0,,201410.0
16 Mar 2023,16 Mar 2023,BY TRANSFER-INB IMPS856267015852/2328861997/XX8441/Remitly Tr-,MAC1104829350,,11200.0,212610.0
18 Mar 2023,18 Mar 2023,TO TRANSFER-UPI/574995567212/rahulsingh161@okaxis,574995567212,3499.0,,209111.0
18 Mar 2023,18 Mar 2023,TO CLEARING-CIT DMART 525442,004192499907,79.0,,209032.0
19 Mar 2023,19 Mar 2023,TO TRANSFER-UPI/013543002106/vinaypatil510@oksbi,013543002106,249.0,,208783.0
20 Mar 2023,20 Mar 2023,POS/4037/FLIPKART/MUMBAI,115299542288,120.0,,208663.0
20 Mar 2023,20 Mar 2023,TO CLEARING-CIT IOCL 852183,446337111826,999.0,,207664.0
23 Mar 2023,23 Mar 2023,ATM WDL/1995/HYDERABAD,186601564486,449.0,,207215.0
24 Mar 2023,24 Mar 2023,TO TRANSFER-UPI/231438065340/vinaypatil630@okaxis,231438065340,999.0,,206216.0
25 Mar 2023,25 Mar 2023,CREDIT INTEREST CAPITALISED,397159847219,,199.8,206415.8
25 Mar 2023,25 Mar 2023,GST ON BANK CHARGES,165480032224,17.7,,206398.1
27 Mar 2023,27 Mar 2023,POS/5584/MEDPLUS/KUKATPALLY,497035136464,49.0,,206349.1
1 Apr 2023,1 Apr 2023,BY TRANSFER-2297639847651 SALARY VINAY PATIL,059239179112,,32500.0,238849.1
2 Apr 2023,2 Apr 2023,ATM WDL/2970/PUNE,197391074264,79.0,,238770.1
4 Apr 2023,4 Apr 2023,BY TRANSFER-INB IMPS356059088752/6004009830/XX9839/Remitly Tr-,MAC5907348516,,500.0,239270.1
4 Apr 2023,4 Apr 2023,TO CLEARING-CIT IRCTC 777612,302997067833,2380.0,,236890.1
4 Apr 2023,4 Apr 2023,POS/5976/APOLLO PHARMACY/KORAMANGALA,829874186669,1250.0,,235640.1
4 Apr 2023,4 Apr 2023,TO CLEARING-CIT ZOMATO 874142,136442802074,79.0,,235561.1
5 Apr 2023,5 Apr 2023,NEFT DR-HDFC0113812-ANJALI RAO-258091485017-RENT,930529968252,18000.0,,217561.1
5 Apr 2023,5 Apr 2023,TO TRANSFER-UPI/465462146784/reshmakhan65@okaxis,465462146784,449.0,,217112.1
7 Apr 2023,7 Apr 2023,BY TRANSFER-INB IMPS864738277741/8616126657/XX9727/Remitly Tr-,MAC7494652415,,2500.0,219612.1
8 Apr 2023,8 Apr 2023,TO TRANSFER-UPI/752807686166/kavyareddy664@oksbi,752807686166,449.0,,219163.1
8 Apr 2023,8 Apr 2023,BY TRANSFER-INB IMPS020229715321/3565646424/XX3742/Remitly Tr-,MAC7458510736,,850.0,220013.1
8 Apr 2023,8 Apr 2023,TO CLEARING-CIT APOLLO PHARMACY 644048,530103999004,1250.0,,218763.1
8 Apr 2023,8 Apr 2023,NEFT-015280325770-NEXA INFOTECH-REIMB-284450-HDFC0166161,728024849363,,24000.0,242763.1
9 Apr 2023,9 Apr 2023,BY TRANSFER-INB IMPS858473874658/6431268671/XX3753/Remitly Tr-,MAC8982823907,,18500.0,261263.1
10 Apr 2023,10 Apr 2023,ATM WDL/6721/MUMBAI,191583689877,3499.0,,257764.1
10 Apr 2023,10 Apr 2023,POS/4839/RELIANCE FRESH/HYDERABAD,322385367116,79.0,,257685.1
11 Apr 2023,11 Apr 2023,TO TRANSFER-UPI/397014192859/meerapilla628@oksbi,397014192859,1680.0,,256005.1
12 Apr 2023,12 Apr 2023,POS/4742/RELIANCE FRESH/WHITEFIELD,913084370751,1250.0,,254755.1
12 Apr 2023,12 Apr 2023,TO CLEARING-CIT BESCOM 461817,045387395224,1250.0,,253505.1
12 Apr 2023,12 Apr 2023,TO TRANSFER-UPI/894446679402/harishmeno104@oksbi,894446679402,3499.0,,250006.1
16 Apr 2023,16 Apr 2023,ATM WDL/4691/KUKATPALLY,251302119107,3499.0,,246507.1
16 Apr 2023,16 Apr 2023,POS/9325/ZOMATO/KUKATPALLY,836995156920,3499.0,,243008.1
17 Apr 2023,17 Apr 2023,POS/8874/APOLLO PHARMACY/KUKATPALLY,239210356048,850.0,,242158.1
17 Apr 2023,17 Apr 2023,TO CLEARING-CIT BESCOM 546096,933253249903,449.0,,241709.1
17 Apr 2023,17 Apr 2023,BY TRANSFER-INB IMPS218489374499/0191291743/XX1187/Remitly Tr-,MAC5197956491,,18500.0,260209.1
17 Apr 2023,17 Apr 2023,TO CLEARING-CIT MEDPLUS 297277,222785208160,1680.0,,258529.1
18 Apr 2023,18 Apr 2023,POS/6941/ZOMATO/HSR LAYOUT,259689697512,5200.0,,253329.1
18 Apr 2023,18 Apr 2023,POS/1403/RELIANCE FRESH/INDIRANAGAR,751969217238,310.0,,253019.1
18 Apr 2023,18 Apr 2023,TO CLEARING-CIT ZOMATO 924257,874938203757,3499.0,,249520.1
18 Apr 2023,18 Apr 2023,TO CLEARING-CIT FLIPKART 938488,419040846906,249.0,,249271.1
19 Apr 2023,19 Apr 2023,ATM WDL/6488/HYDERABAD,018735082884,120.0,,249151.1
20 Apr 2023,20 Apr 2023,TO CLEARING-CIT PVR CINEMAS 904190,797823920671,79.0,,249072.1
22 Apr 2023,22 Apr 2023,ATM WDL/0005/MARATHAHALLI,766209450447,3499.0,,245573.1
22 Apr 2023,22 Apr 2023,ATM WDL/2998/MARATHAHALLI,071095543678,310.0,,245263.1
24 Apr 2023,24 Apr 2023,POS/9779/SWIGGY/BTM LAYOUT,358170429396,249.0,,245014.1
25 Apr 2023,25 Apr 2023,POS/7658/SWIGGY/MANGALURU,168820125616,310.0,,244704.1
27 Apr 2023,27 Apr 2023,POS/3467/FLIPKART/KORAMANGALA,219796530759,310.0,,244394.1
28 Apr 2023,28 Apr 2023,BY TRANSFER-INB IMPS857442379832/1101768478/XX3336/Remitly Tr-,MAC0254176900,,24000.0,268394.1
2 May 2023,2 May 2023,BY TRANSFER-7814737158828 SALARY VINAY PATIL,905074603764,,32500.0,300894.1
2 May 2023,2 May 2023,ATM WDL/9388/KORAMANGALA,427782684653,699.0,,300195.1
2 May 2023,2 May 2023,TO TRANSFER-UPI/445714759287/poojasharm193@okaxis,445714759287,850.0,,299345.1
3 May 2023,3 May 2023,ATM WDL/1950/JAYANAGAR,043091006582,699.0,,298646.1
3 May 2023,3 May 2023,TO TRANSFER-UPI/531976051799/poojasharm767@okhdfcbank,531976051799,699.0,,297947.1
4 May 2023,4 May 2023,NEFT DR-HDFC0557662-KIRAN REDDY-486240990010-RENT,891856730042,22000.0,,275947.1
4 May 2023,4 May 2023,BY TRANSFER-INB IMPS646400872465/2003423427/XX8756/Remitly Tr-,MAC9560093568,,18500.0,294447.1
6 May 2023,6 May 2023,TO TRANSFER-UPI/751180255368/vinaypatil80@okhdfcbank,751180255368,5200.0,,289247.1
6 May 2023,6 May 2023,TO CLEARING-CIT AMAZON 585365,151240091325,249.0,,288998.1
7 May 2023,7 May 2023,TO TRANSFER-UPI/959666921185/mohandas731@okaxis,959666921185,850.0,,288148.1
7 May 2023,7 May 2023,BY TRANSFER-INB IMPS921272220698/1522118311/XX7578/Remitly Tr-,MAC9915261203,,18500.0,306648.1
9 May 2023,9 May 2023,POS/7790/IRCTC/PUNE,373527855989,999.0,,305649.1
9 May 2023,9 May 2023,TO TRANSFER-UPI/258033513265/santoshiye179@oksbi,258033513265,449.0,,305200.1
10 May 2023,10 May 2023,TO TRANSFER-UPI/846233972450/anjalirao276@paytm,846233972450,850.0,,304350.1
13 May 2023,13 May 2023,TO TRANSFER-UPI/401416132477/naveenkuma86@paytm,401416132477,449.0,,303901.1
17 May 2023,17 May 2023,POS/0436/IOCL/SECUNDERABAD,893104177695,1680.0,,302221.1
17 May 2023,17 May 2023,TO CLEARING-CIT FLIPKART 274956,134124559669,850.0,,301371.1
18 May 2023,18 May 2023,TO CLEARING-CIT IOCL 327618,154418640801,120.0,,301251.1
21 May 2023,21 May 2023,ATM WDL/0580/SECUNDERABAD,544437926034,120.0,,301131.1
21 May 2023,21 May 2023,TO CLEARING-CIT HPCL 416669,483040012672,249.0,,300882.1
22 May 2023,22 May 2023,TO CLEARING-CIT JIO 332479,527194674390,999.0,,299883.1
22 May 2023,22 May 2023,TO TRANSFER-UPI/658837129395/reshmakhan815@ybl,658837129395,449.0,,299434.1
23 May 2023,23 May 2023,ATM WDL/7663/PUNE,848231360316,999.0,,298435.1
23 May 2023,23 May 2023,BY TRANSFER-INB IMPS011348213945/8063346885/XX8476/Remitly Tr-,MAC7619758973,,1200.0,299635.1
26 May 2023,26 May 2023,ATM WDL/9896/SECUNDERABAD,632108240852,79.0,,299556.1
26 May 2023,26 May 2023,BY TRANSFER-INB IMPS721313994981/4748388029/XX4638/Remitly Tr-,MAC8887000629,,500.0,300056.1
28 May 2023,28 May 2023,BY TRANSFER-INB IMPS692650554242/8253409873/XX3387/Remitly Tr-,MAC1262461139,,850.0,300906.1
28 May 2023,28 May 2023,BY TRANSFER-INB IMPS682487500606/2434836166/XX1774/Remitly Tr-,MAC8274671185,,7500.0,308406.1
1 Jun 2023,1 Jun 2023,TO TRANSFER-UPI/628266666988/sunilshett679@paytm,628266666988,120.0,,308286.1
1 Jun 2023,1 Jun 2023,BY TRANSFER-5503504893365 SALARY VINAY PATIL,663190398893,,31250.0,339536.1
3 Jun 2023,3 Jun 2023,TO TRANSFER-UPI/812797559989/arjunmehta501@ybl,812797559989,999.0,,338537.1
4 Jun 2023,4 Jun 2023,TO CLEARING-CIT BPCL 607550,645697935769,850.0,,337687.1
5 Jun 2023,5 Jun 2023,NEFT DR-HDFC0147384-FARHAN KHAN-315711386726-RENT,415524935692,18000.0,,319687.1
6 Jun 2023,6 Jun 2023,ATM WDL/9075/KORAMANGALA,988510748787,3499.0,,316188.1
7 Jun 2023,7 Jun 2023,ATM WDL/8446/KORAMANGALA,823846930950,249.0,,315939.1
10 Jun 2023,10 Jun 2023,BY TRANSFER-INB IMPS973234682181/4022766892/XX2954/Remitly Tr-,MAC0573559517,,1200.0,317139.1
10 Jun 2023,10 Jun 2023,TO CLEARING-CIT IOCL 015391,915932347809,2380.0,,314759.1
12 Jun 2023,12 Jun 2023,ATM WDL/3687/MUMBAI,994646412590,850.0,,313909.1
13 Jun 2023,13 Jun 2023,POS/2889/HPCL/INDIRANAGAR,663785300263,120.0,,313789.1
14 Jun 2023,14 Jun 2023,ATM WDL/9380/SECUNDERABAD,870478073231,1250.0,,312539.1
14 Jun 2023,14 Jun 2023,POS/1529/RELIANCE FRESH/PUNE,336244010295,999.0,,311540.1
15 Jun 2023,15 Jun 2023,ATM WDL/5852/MUMBAI,912575085976,120.0,,311420.1
15 Jun 2023,15 Jun 2023,BY TRANSFER-INB IMPS112121877507/6544603911/XX4904/Remitly Tr-,MAC5769908755,,2500.0,313920.1
15 Jun 2023,15 Jun 2023,POS/2642/BPCL/KORAMANGALA,332618310962,1250.0,,312670.1
16 Jun 2023,16 Jun 2023,ATM WDL/9965/HYDERABAD,384885814235,120.0,,312550.1
18 Jun 2023,18 Jun 2023,TO TRANSFER-UPI/280959374008/anjalirao82@ybl,280959374008,249.0,,312301.1
18 Jun 2023,18 Jun 2023,BY TRANSFER-INB IMPS445748872722/7125030405/XX0058/Remitly Tr-,MAC5999415259,,7500.0,319801.1
20 Jun 2023,20 Jun 2023,BY TRANSFER-INB IMPS313523336096/1095826272/XX2056/Remitly Tr-,MAC3524235998,,11200.0,331001.1
21 Jun 2023,21 Jun 2023,ATM WDL/1037/PUNE,019922463454,3499.0,,327502.1
22 Jun 2023,22 Jun 2023,ATM WDL/1554/HSR LAYOUT,302140376295,1680.0,,325822.1
23 Jun 2023,23 Jun 2023,ATM WDL/7454/HYDERABAD,485380981698,5200.0,,320622.1
23 Jun 2023,23 Jun 2023,BY TRANSFER-INB IMPS251789947410/1749004141/XX4342/Remitly Tr-,MAC7851030273,,7500.0,328122.1
23 Jun 2023,23 Jun 2023,POS/0192/IRCTC/JAYANAGAR,725235648040,999.0,,327123.1
25 Jun 2023,25 Jun 2023,POS/2027/DMART/HSR LAYOUT,155410796040,850.0,,326273.1
25 Jun 2023,25 Jun 2023,CREDIT INTEREST CAPITALISED,960273493523,,26.74,326299.84
25 Jun 2023,25 Jun 2023,GST ON BANK CHARGES,978868582678,17.7,,326282.14
27 Jun 2023,27 Jun 2023,ATM WDL/5466/MARATHAHALLI,380439985901,249.0,,326033.14
27 Jun 2023,27 Jun 2023,POS/0204/AIRTEL/MYSURU,969767131933,79.0,,325954.14
28 Jun 2023,28 Jun 2023,TO TRANSFER-UPI/796599602930/rohitsharm548@ybl,796599602930,699.0,,325255.14
3 Jul 2023,3 Jul 2023,BY TRANSFER-5658989425495 SALARY VINAY PATIL,305602647709,,32500.0,357755.14
3 Jul 2023,3 Jul 2023,TO CLEARING-CIT AMAZON 054654,007329681767,850.0,,356905.14
4 Jul 2023,4 Jul 2023,TO CLEARING-CIT BOOKMYSHOW 716289,222402858043,449.0,,356456.14
4 Jul 2023,4 Jul 2023,ATM WDL/8840/INDIRANAGAR,184954744400,449.0,,356007.14
5 Jul 2023,5 Jul 2023,BY TRANSFER-INB IMPS111451022891/3408759332/XX5757/Remitly Tr-,MAC4873877017,,11200.0,367207.14
5 Jul 2023,5 Jul 2023,NEFT DR-HDFC0769009-TARA GEORGE-133135474142-RENT,603689021960,26500.0,,340707.14
5 Jul 2023,5 Jul 2023,TO TRANSFER-UPI/900619050702/naveenkuma569@oksbi,900619050702,999.0,,339708.14
8 Jul 2023,8 Jul 2023,TO CLEARING-CIT RELIANCE FRESH 061303,958185576597,249.0,,339459.14
9 Jul 2023,9 Jul 2023,BY TRANSFER-INB IMPS186947283291/8649839166/XX5928/Remitly Tr-,MAC7991486708,,18500.0,357959.14
9 Jul 2023,9 Jul 2023,TO CLEARING-CIT MEDPLUS 434297,729018667284,310.0,,357649.14
13 Jul 2023,13 Jul 2023,ATM WDL/7160/WHITEFIELD,136673860688,5200.0,,352449.14
14 Jul 2023,14 Jul 2023,TO TRANSFER-UPI/928106254980/smitharao996@okaxis,928106254980,449.0,,352000.14
16 Jul 2023,16 Jul 2023,BY TRANSFER-INB IMPS962315175417/9819553038/XX4469/Remitly Tr-,MAC2612750055,,1200.0,353200.14
17 Jul 2023,17 Jul 2023,TO TRANSFER-UPI/288967193442/vikramnair541@okaxis,288967193442,999.0,,352201.14
17 Jul 2023,17 Jul 2023,TO CLEARING-CIT SWIGGY 774937,718350842336,79.0,,352122.14
17 Jul 2023,17 Jul 2023,BY TRANSFER-INB IMPS694224617687/5390812569/XX5520/Remitly Tr-,MAC1142171892,,24000.0,376122.14
18 Jul 2023,18 Jul 2023,TO CLEARING-CIT DMART 370851,208310096876,2380.0,,373742.14
19 Jul 2023,19 Jul 2023,BY TRANSFER-INB IMPS891093266614/4464831715/XX8547/Remitly Tr-,MAC7733975142,,7500.0,381242.14
22 Jul 2023,22 Jul 2023,TO TRANSFER-UPI/436480315055/divyamenon29@okaxis,436480315055,3499.0,,377743.14
23 Jul 2023,23 Jul 2023,ATM WDL/7993/WHITEFIELD,777354111473,850.0,,376893.14
23 Jul 2023,23 Jul 2023,ATM WDL/4324/PUNE,078209908262,449.0,,376444.14
24 Jul 2023,24 Jul 2023,TO TRANSFER-UPI/608867586883/rohitsharm927@ybl,608867586883,1250.0,,375194.14
25 Jul 2023,25 Jul 2023,POS/4638/PVR CINEMAS/MARATHAHALLI,313674833063,79.0,,375115.14
27 Jul 2023,27 Jul 2023,BY TRANSFER-INB IMPS437349534076/2292999228/XX2368/Remitly Tr-,MAC9518576994,,1200.0,376315.14
31 Jul 2023,31 Jul 2023,TO CLEARING-CIT PVR CINEMAS 501577,970112977007,699.0,,375616.14
1 Aug 2023,1 Aug 2023,BY TRANSFER-4240069129336 SALARY VINAY PATIL,582637849288,,32500.0,408116.14
2 Aug 2023,2 Aug 2023,POS/9443/HPCL/MYSURU,026081417953,1250.0,,406866.14
3 Aug 2023,3 Aug 2023,ATM WDL/8031/PUNE,279126344627,79.0,,406787.14
5 Aug 2023,5 Aug 2023,ATM WDL/6921/MUMBAI,578080591114,3499.0,,403288.14
6 Aug 2023,6 Aug 2023,NEFT DR-HDFC0854778-AYESHA KHAN-504462201503-RENT,948705322138,26500.0,,376788.14
8 Aug 2023,8 Aug 2023,TO TRANSFER-UPI/517763140656/santoshiye640@ybl,517763140656,79.0,,376709.14
8 Aug 2023,8 Aug 2023,TO TRANSFER-UPI/410172953907/ayeshakhan462@ybl,410172953907,120.0,,376589.14
9 Aug 2023,9 Aug 2023,BY TRANSFER-INB IMPS832089548512/0786185991/XX4852/Remitly Tr-,MAC6264091758,,11200.0,387789.14
10 Aug 2023,10 Aug 2023,TO CLEARING-CIT BPCL 057341,500520636099,449.0,,387340.14
10 Aug 2023,10 Aug 2023,ATM WDL/3045/INDIRANAGAR,000504681219,449.0,,386891.14
11 Aug 2023,11 Aug 2023,TO CLEARING-CIT SWIGGY 509538,960433215469,310.0,,386581.14
13 Aug 2023,13 Aug 2023,BY TRANSFER-INB IMPS338780917465/1451813811/XX1206/Remitly Tr-,MAC2044040717,,2500.0,389081.14
13 Aug 2023,13 Aug 2023,POS/5572/BPCL/SECUNDERABAD,530913635025,1680.0,,387401.14
14 Aug 2023,14 Aug 2023,POS/3770/OLA/JAYANAGAR,945609034893,249.0,,387152.14
16 Aug 2023,16 Aug 2023,POS/8524/IOCL/INDIRANAGAR,589119813865,3499.0,,383653.14
17 Aug 2023,17 Aug 2023,BY TRANSFER-INB IMPS647867335680/1932764731/XX0836/Remitly Tr-,MAC2954719609,,1200.0,384853.14
17 Aug 2023,17 Aug 2023,BY TRANSFER-INB IMPS108183016263/7163763287/XX8845/Remitly Tr-,MAC5830901068,,24000.0,408853.14
18 Aug 2023,18 Aug 2023,TO TRANSFER-UPI/535112401128/tarageorge379@okaxis,535112401128,3499.0,,405354.14
20 Aug 2023,20 Aug 2023,POS/6741/IOCL/BTM LAYOUT,959166633182,3499.0,,401855.14
21 Aug 2023,21 Aug 2023,BY TRANSFER-INB IMPS965794766930/5196186546/XX1154/Remitly Tr-,MAC3180711988,,11200.0,413055.14
21 Aug 2023,21 Aug 2023,ATM WDL/4487/KUKATPALLY,734562329330,3499.0,,409556.14
22 Aug 2023,22 Aug 2023,ATM WDL/7271/BANJARA HILLS,274373407131,5200.0,,404356.14
22 Aug 2023,22 Aug 2023,TO TRANSFER-UPI/646323511706/lathadevi581@okaxis,646323511706,1680.0,,402676.14
23 Aug 2023,23 Aug 2023,TO CLEARING-CIT FLIPKART 852352,443728295527,2380.0,,400296.14
25 Aug 2023,25 Aug 2023,TO TRANSFER-UPI/521276122526/rajeshverm829@ybl,521276122526,2380.0,,397916.14
28 Aug 2023,28 Aug 2023,TO TRANSFER-UPI/004567909020/rajeshverm602@okhdfcbank,004567909020,1250.0,,396666.14
28 Aug 2023,28 Aug 2023,POS/6624/UBER/BANJARA HILLS,933493079919,49.0,,396617.14
1 Sep 2023,1 Sep 2023,TO CLEARING-CIT HPCL 434473,451084346627,699.0,,395918.14
2 Sep 2023,2 Sep 2023,BY TRANSFER-5272501985586 SALARY VINAY PATIL,655854781655,,32500.0,428418.14
4 Sep 2023,4 Sep 2023,BY TRANSFER-INB IMPS184666280128/2390944187/XX7411/Remitly Tr-,MAC1211772670,,500.0,428918.14
4 Sep 2023,4 Sep 2023,TO CLEARING-CIT IRCTC 144115,498573829538,310.0,,428608.14
4 Sep 2023,4 Sep 2023,POS/0789/IRCTC/KORAMANGALA,314816187074,5200.0,,423408.14
5 Sep 2023,5 Sep 2023,TO CLEARING-CIT FLIPKART 865648,290693541520,2380.0,,421028.14
5 Sep 2023,5 Sep 2023,ATM WDL/2685/INDIRANAGAR,595528668869,3499.0,,417529.14
7 Sep 2023,7 Sep 2023,NEFT DR-HDFC0575235-ROHIT SHARMA-113423902927-RENT,335860158314,22000.0,,395529.14
7 Sep 2023,7 Sep 2023,ATM WDL/2973/HYDERABAD,025951993032,850.0,,394679.14
9 Sep 2023,9 Sep 2023,BY TRANSFER-INB IMPS117515651466/9543635180/XX7001/Remitly Tr-,MAC4556860136,,4800.0,399479.14
