Tran Date,Value Date,Transaction Particulars,Chq No,Debit,Credit,Balance
11-04-2023,11-04-2023,UPI/P2A/319136468967/lathadevi111@okaxis/PAY,319136468967,699.0,,269362.69
12-04-2023,12-04-2023,BIL/INFT/176408776994/IRCTC/PAYMENT,176408776994,1250.0,,268112.69
13-04-2023,13-04-2023,ATM WDL/7049/HYDERABAD,758531947356,79.0,,268033.69
13-04-2023,13-04-2023,IMPS/P2A/382711544221/NAVEENKUMAR/AXIS,382711544221,,850.0,268883.69
14-04-2023,14-04-2023,BIL/INFT/025219124392/MEDPLUS/PAYMENT,025219124392,1680.0,,267203.69
14-04-2023,14-04-2023,IMPS/P2A/555414337130/LALITHADEVI/AXIS,555414337130,,4800.0,272003.69
15-04-2023,15-04-2023,BIL/INFT/592762833205/IRCTC/PAYMENT,592762833205,999.0,,271004.69
15-04-2023,15-04-2023,POS/4648/DMART/HSR LAYOUT,938672492391,79.0,,270925.69
16-04-2023,16-04-2023,IMPS/P2A/457341928032/TARASINGH/AXIS,457341928032,,500.0,271425.69
16-04-2023,16-04-2023,IMPS/P2A/570738364502/RAJESHVERMA/AXIS,570738364502,,2500.0,273925.69
16-04-2023,16-04-2023,UPI/P2A/814386006625/gopalnaik505@okhdfcbank/PAY,814386006625,5200.0,,268725.69
18-04-2023,18-04-2023,IMPS/P2A/933415683820/SUNITADEVI/AXIS,933415683820,,850.0,269575.69
19-04-2023,19-04-2023,UPI/P2A/364099733186/mohandas814@okaxis/PAY,364099733186,850.0,,268725.69
19-04-2023,19-04-2023,BIL/INFT/695092608480/APOLLO PHARMACY/PAYMENT,695092608480,850.0,,267875.69
25-04-2023,25-04-2023,ATM WDL/7130/BANJARA HILLS,193483693710,310.0,,267565.69
26-04-2023,26-04-2023,BIL/INFT/789995637513/SWIGGY/PAYMENT,789995637513,699.0,,266866.69
26-04-2023,26-04-2023,UPI/P2A/983668443014/vikramnair50@okhdfcbank/PAY,983668443014,1680.0,,265186.69
26-04-2023,26-04-2023,ATM WDL/7479/SECUNDERABAD,222817264521,999.0,,264187.69
26-04-2023,26-04-2023,POS/4238/PVR CINEMAS/MARATHAHALLI,912580989452,999.0,,263188.69
27-04-2023,27-04-2023,BIL/INFT/529307430047/MEDPLUS/PAYMENT,529307430047,999.0,,262189.69
01-05-2023,01-05-2023,POS/7133/IRCTC/KORAMANGALA,890620608057,5200.0,,256989.69
03-05-2023,03-05-2023,POS/4349/RELIANCE FRESH/MARATHAHALLI,859655294245,3499.0,,253490.69
03-05-2023,03-05-2023,BIL/INFT/817010894741/JIO/PAYMENT,817010894741,1680.0,,251810.69
04-05-2023,04-05-2023,UPI/P2A/832790886937/kiranreddy54@oksbi/PAY,832790886937,850.0,,250960.69
06-05-2023,06-05-2023,IMPS/P2A/605613520450/RAHULSINGH/AXIS,605613520450,,2500.0,253460.69
09-05-2023,09-05-2023,IMPS/P2A/915041041143/MOHAMMEDIRFAN/AXIS,915041041143,,24000.0,277460.69
11-05-2023,11-05-2023,POS/8435/APOLLO PHARMACY/MUMBAI,994745157743,3499.0,,273961.69
13-05-2023,13-05-2023,ATM WDL/6438/INDIRANAGAR,159464886113,3499.0,,270462.69
15-05-2023,15-05-2023,UPI/P2A/382836443781/santoshiye595@okhdfcbank/PAY,382836443781,1250.0,,269212.69
15-05-2023,15-05-2023,ATM WDL/9492/PUNE,106596467473,5200.0,,264012.69
15-05-2023,15-05-2023,BIL/INFT/998167009509/BESCOM/PAYMENT,998167009509,449.0,,263563.69
18-05-2023,18-05-2023,UPI/P2A/468602231315/harishmeno690@oksbi/PAY,468602231315,5200.0,,258363.69
19-05-2023,19-05-2023,ATM WDL/0978/PUNE,057611423666,310.0,,258053.69
19-05-2023,19-05-2023,POS/0245/UBER/MYSURU,189219442997,999.0,,257054.69
20-05-2023,20-05-2023,UPI/P2A/145643499146/harishmeno543@oksbi/PAY,145643499146,79.0,,256975.69
21-05-2023,21-05-2023,UPI/P2A/572188809114/kavyareddy559@ybl/PAY,572188809114,249.0,,256726.69
21-05-2023,21-05-2023,ATM WDL/9936/KUKATPALLY,394150882212,120.0,,256606.69
23-05-2023,23-05-2023,POS/6546/BESCOM/MARATHAHALLI,305331809744,1680.0,,254926.69
23-05-2023,23-05-2023,IMPS/P2A/220724470142/GEETADEVI/AXIS,220724470142,,2500.0,257426.69
23-05-2023,23-05-2023,ATM WDL/1282/BTM LAYOUT,461129887540,850.0,,256576.69
24-05-2023,24-05-2023,IMPS/P2A/247369229933/REKHAPILLAI/AXIS,247369229933,,4800.0,261376.69
25-05-2023,25-05-2023,POS/3088/BOOKMYSHOW/PUNE,087412786039,79.0,,261297.69
26-05-2023,26-05-2023,IMPS/P2A/632957472049/VINAYPATIL/AXIS,632957472049,,2500.0,263797.69
27-05-2023,27-05-2023,POS/4204/AIRTEL/MUMBAI,639986968439,699.0,,263098.69
28-05-2023,28-05-2023,IMPS/P2A/692049603979/TANVIRAO/AXIS,692049603979,,2500.0,265598.69
28-05-2023,28-05-2023,UPI/P2A/763157897808/kiranreddy424@oksbi/PAY,763157897808,79.0,,265519.69
01-06-2023,01-06-2023,UPI/P2A/513417342798/kiranreddy371@ybl/PAY,513417342798,999.0,,264520.69
03-06-2023,03-06-2023,IMPS/P2A/190316062429/SUNITADEVI/AXIS,190316062429,,4800.0,269320.69
03-06-2023,03-06-2023,ATM WDL/7044/MANGALURU,837705961956,5200.0,,264120.69
04-06-2023,04-06-2023,IMPS/P2A/848741224397/VENKATRAO/AXIS,848741224397,,7500.0,271620.69
04-06-2023,04-06-2023,BIL/INFT/507223001000/OLA/PAYMENT,507223001000,5200.0,,266420.69
05-06-2023,05-06-2023,UPI/P2A/885517318373/rajeshverm247@paytm/PAY,885517318373,249.0,,266171.69
06-06-2023,06-06-2023,IMPS/P2A/493549294055/KIRANREDDY/AXIS,493549294055,,24000.0,290171.69
07-06-2023,07-06-2023,BIL/INFT/708774067175/BPCL/PAYMENT,708774067175,79.0,,290092.69
08-06-2023,08-06-2023,IMPS/P2A/494027990894/KAVITHARAO/AXIS,494027990894,,11200.0,301292.69
09-06-2023,09-06-2023,IMPS/P2A/246101251738/ARUNSHARMA/AXIS,246101251738,,500.0,301792.69
09-06-2023,09-06-2023,IMPS/P2A/327558880770/RAJENDRAPRASAD/AXIS,327558880770,,7500.0,309292.69
09-06-2023,09-06-2023,ATM WDL/2226/PUNE,621012354215,2380.0,,306912.69
10-06-2023,10-06-2023,BIL/INFT/878690297546/JIO/PAYMENT,878690297546,2380.0,,304532.69
10-06-2023,10-06-2023,BIL/INFT/502383114503/BOOKMYSHOW/PAYMENT,502383114503,850.0,,303682.69
12-06-2023,12-06-2023,BIL/INFT/748713633138/BOOKMYSHOW/PAYMENT,748713633138,249.0,,303433.69
14-06-2023,14-06-2023,BIL/INFT/791739220655/IRCTC/PAYMENT,791739220655,699.0,,302734.69
15-06-2023,15-06-2023,POS/9937/UBER/HYDERABAD,752780570508,120.0,,302614.69
16-06-2023,16-06-2023,POS/2349/AMAZON/BTM LAYOUT,079142777067,79.0,,302535.69
20-06-2023,20-06-2023,IMPS/P2A/212327532216/DIVYAMENON/AXIS,212327532216,,18500.0,321035.69
22-06-2023,22-06-2023,BIL/INFT/349793083656/DMART/PAYMENT,349793083656,49.0,,320986.69
25-06-2023,25-06-2023,POS/8283/UBER/BANJARA HILLS,211956965661,7800.0,,313186.69
25-06-2023,25-06-2023,CREDIT INTEREST CAPITALISED,926573577582,,19.27,313205.96
25-06-2023,25-06-2023,GST ON BANK CHARGES,182415410772,17.7,,313188.26
28-06-2023,28-06-2023,BIL/INFT/490796021923/JIO/PAYMENT,490796021923,1680.0,,311508.26
29-06-2023,29-06-2023,POS/0910/BOOKMYSHOW/HSR LAYOUT,618932030213,7800.0,,303708.26
30-06-2023,30-06-2023,BIL/INFT/068825888292/SWIGGY/PAYMENT,068825888292,699.0,,303009.26
01-07-2023,01-07-2023,IMPS/P2A/613758640023/KIRANREDDY/AXIS,613758640023,,18500.0,321509.26
03-07-2023,03-07-2023,UPI/P2A/314654369389/rohitsharm485@okaxis/PAY,314654369389,7800.0,,313709.26
04-07-2023,04-07-2023,POS/8164/ZOMATO/JAYANAGAR,591539586863,249.0,,313460.26
04-07-2023,04-07-2023,IMPS/P2A/101256509138/ANITHAKRISHNAN/AXIS,101256509138,,11200.0,324660.26
04-07-2023,04-07-2023,POS/3584/ZOMATO/WHITEFIELD,311028201754,120.0,,324540.26
05-07-2023,05-07-2023,IMPS/P2A/302860706888/RAMESHGOWDA/AXIS,302860706888,,24000.0,348540.26
07-07-2023,07-07-2023,UPI/P2A/817051601014/reshmakhan216@okhdfcbank/PAY,817051601014,449.0,,348091.26
07-07-2023,07-07-2023,BIL/INFT/503785615669/IRCTC/PAYMENT,503785615669,850.0,,347241.26
07-07-2023,07-07-2023,UPI/P2A/260640064756/naveenkuma847@okaxis/PAY,260640064756,3499.0,,343742.26
08-07-2023,08-07-2023,POS/4818/PVR CINEMAS/MARATHAHALLI,555330951663,699.0,,343043.26
09-07-2023,09-07-2023,IMPS/P2A/972549394621/SHEELADEVI/AXIS,972549394621,,24000.0,367043.26
10-07-2023,10-07-2023,UPI/P2A/198357360942/rajeshverm82@oksbi/PAY,198357360942,1250.0,,365793.26
10-07-2023,10-07-2023,BIL/INFT/340213682918/IRCTC/PAYMENT,340213682918,1250.0,,364543.26
12-07-2023,12-07-2023,POS/0216/BESCOM/BTM LAYOUT,104753106359,1250.0,,363293.26
14-07-2023,14-07-2023,UPI/P2A/049944908117/priyanair393@paytm/PAY,049944908117,120.0,,363173.26
17-07-2023,17-07-2023,POS/3089/BESCOM/JAYANAGAR,998657212797,2380.0,,360793.26
17-07-2023,17-07-2023,IMPS/P2A/396470257091/DIVYAMENON/AXIS,396470257091,,4800.0,365593.26
20-07-2023,20-07-2023,BIL/INFT/058353262595/PVR CINEMAS/PAYMENT,058353262595,310.0,,365283.26
22-07-2023,22-07-2023,UPI/P2A/899815392559/priyanair500@paytm/PAY,899815392559,449.0,,364834.26
23-07-2023,23-07-2023,POS/7324/MEDPLUS/MARATHAHALLI,458191091707,3499.0,,361335.26
23-07-2023,23-07-2023,ATM WDL/7989/HYDERABAD,515590200517,850.0,,360485.26
24-07-2023,24-07-2023,ATM WDL/3278/MYSURU,607608495133,79.0,,360406.26
26-07-2023,26-07-2023,ATM WDL/1709/BANJARA HILLS,187207679086,2380.0,,358026.26
26-07-2023,26-07-2023,ATM WDL/4157/WHITEFIELD,380966821206,79.0,,357947.26
26-07-2023,26-07-2023,ATM WDL/3018/KUKATPALLY,329730207179,310.0,,357637.26
26-07-2023,26-07-2023,IMPS/P2A/926046666609/SANJANAHEGDE/AXIS,926046666609,,4800.0,362437.26
27-07-2023,27-07-2023,BIL/INFT/386765273351/UBER/PAYMENT,386765273351,850.0,,361587.26
28-07-2023,28-07-2023,IMPS/P2A/936642708659/DEEPAKJOSHI/AXIS,936642708659,,11200.0,372787.26
29-07-2023,29-07-2023,UPI/P2A/325903712607/rajeshverm615@oksbi/PAY,325903712607,1680.0,,371107.26
02-08-2023,02-08-2023,POS/6369/AIRTEL/WHITEFIELD,447719220126,1250.0,,369857.26
03-08-2023,03-08-2023,ATM WDL/2819/HSR LAYOUT,755962383999,850.0,,369007.26
03-08-2023,03-08-2023,POS/6568/ZOMATO/MARATHAHALLI,148927118640,7800.0,,361207.26
05-08-2023,05-08-2023,POS/4438/BESCOM/SECUNDERABAD,857301541668,449.0,,360758.26
06-08-2023,06-08-2023,POS/7849/AIRTEL/INDIRANAGAR,360894202427,2380.0,,358378.26
07-08-2023,07-08-2023,BIL/INFT/228681498164/HPCL/PAYMENT,228681498164,1680.0,,356698.26
07-08-2023,07-08-2023,POS/6474/DMART/MYSURU,798101869419,310.0,,356388.26
07-08-2023,07-08-2023,POS/5268/UBER/WHITEFIELD,080904915808,999.0,,355389.26
09-08-2023,09-08-2023,POS/7833/UBER/KORAMANGALA,407122478232,1250.0,,354139.26
12-08-2023,12-08-2023,BIL/INFT/607140630129/BPCL/PAYMENT,607140630129,2380.0,,351759.26
12-08-2023,12-08-2023,POS/9444/BPCL/MANGALURU,486251796763,449.0,,351310.26
15-08-2023,15-08-2023,BIL/INFT/236468604190/RELIANCE FRESH/PAYMENT,236468604190,1250.0,,350060.26
16-08-2023,16-08-2023,IMPS/P2A/839063752684/KAVYAREDDY/AXIS,839063752684,,7500.0,357560.26
16-08-2023,16-08-2023,IMPS/P2A/308576294719/SHAHIDKHAN/AXIS,308576294719,,850.0,358410.26
16-08-2023,16-08-2023,IMPS/P2A/780291068167/SUSHMARAO/AXIS,780291068167,,18500.0,376910.26
19-08-2023,19-08-2023,IMPS/P2A/602277316472/ROHITSHARMA/AXIS,602277316472,,1200.0,378110.26
20-08-2023,20-08-2023,ATM WDL/4980/MARATHAHALLI,631805426463,1680.0,,376430.26
21-08-2023,21-08-2023,POS/1983/AMAZON/SECUNDERABAD,797492800365,3499.0,,372931.26
21-08-2023,21-08-2023,POS/0158/AMAZON/HSR LAYOUT,227576577612,310.0,,372621.26
22-08-2023,22-08-2023,POS/5361/UBER/JAYANAGAR,147803186015,2380.0,,370241.26
22-08-2023,22-08-2023,BIL/INFT/428176604492/FLIPKART/PAYMENT,428176604492,999.0,,369242.26
23-08-2023,23-08-2023,POS/1507/IOCL/BTM LAYOUT,331087166949,850.0,,368392.26
23-08-2023,23-08-2023,ATM WDL/5752/KUKATPALLY,436226132260,5200.0,,363192.26
24-08-2023,24-08-2023,BIL/INFT/336018500176/SWIGGY/PAYMENT,336018500176,1250.0,,361942.26
25-08-2023,25-08-2023,POS/0480/BOOKMYSHOW/MANGALURU,573384956624,1680.0,,360262.26
25-08-2023,25-08-2023,IMPS/P2A/071674958271/PREETHIIYER/AXIS,071674958271,,2500.0,362762.26
25-08-2023,25-08-2023,BIL/INFT/787645565140/PVR CINEMAS/PAYMENT,787645565140,850.0,,361912.26
28-08-2023,28-08-2023,UPI/P2A/747652916904/vikramnair678@oksbi/PAY,747652916904,449.0,,361463.26
29-08-2023,29-08-2023,BIL/INFT/829378998297/JIO/PAYMENT,829378998297,3499.0,,357964.26
31-08-2023,31-08-2023,BIL/INFT/157962675167/APOLLO PHARMACY/PAYMENT,157962675167,2380.0,,355584.26
01-09-2023,01-09-2023,UPI/P2A/942902079688/kavyareddy549@ybl/PAY,942902079688,7800.0,,347784.26
01-09-2023,01-09-2023,POS/9399/AMAZON/BTM LAYOUT,610886547744,999.0,,346785.26
02-09-2023,02-09-2023,ATM WDL/2117/MUMBAI,756915025803,5200.0,,341585.26
02-09-2023,02-09-2023,POS/5698/IOCL/HSR LAYOUT,913365160341,1250.0,,340335.26
03-09-2023,03-09-2023,POS/4342/BPCL/MUMBAI,021692919993,850.0,,339485.26
09-09-2023,09-09-2023,BIL/INFT/560355706529/UBER/PAYMENT,560355706529,310.0,,339175.26
10-09-2023,10-09-2023,UPI/P2A/414329477218/arjunmehta774@oksbi/PAY,414329477218,699.0,,338476.26
11-09-2023,11-09-2023,IMPS/P2A/736749865677/LAKSHMIVENKAT/AXIS,736749865677,,18500.0,356976.26
13-09-2023,13-09-2023,IMPS/P2A/366515918625/ROHITSHARMA/AXIS,366515918625,,1200.0,358176.26
13-09-2023,13-09-2023,IMPS/P2A/958451632910/SNEHAPATIL/AXIS,958451632910,,11200.0,369376.26
13-09-2023,13-09-2023,UPI/P2A/911477958156/anjalirao924@ybl/PAY,911477958156,999.0,,368377.26
14-09-2023,14-09-2023,POS/1921/AMAZON/MARATHAHALLI,488263428957,1680.0,,366697.26
14-09-2023,14-09-2023,BIL/INFT/976602936048/AIRTEL/PAYMENT,976602936048,79.0,,366618.26
15-09-2023,15-09-2023,IMPS/P2A/065749571897/RAMESHPILLAI/AXIS,065749571897,,2500.0,369118.26
15-09-2023,15-09-2023,POS/7103/MEDPLUS/HYDERABAD,814924887314,999.0,,368119.26
17-09-2023,17-09-2023,IMPS/P2A/214872806583/MOHAMMEDIRFAN/AXIS,214872806583,,24000.0,392119.26
18-09-2023,18-09-2023,POS/5269/FLIPKART/JAYANAGAR,988367174503,310.0,,391809.26
18-09-2023,18-09-2023,BIL/INFT/835166568678/OLA/PAYMENT,835166568678,850.0,,390959.26
20-09-2023,20-09-2023,UPI/P2A/366712776585/anjalirao858@okaxis/PAY,366712776585,2380.0,,388579.26
