csv_file,txn_id,account_number,date,amount,pattern_type,pattern_role,is_fraud,notes
pattern_01_round_trip/rt_case_01.csv,21081385298452_000045,21081385298452,21/03/2025,209072.1,round_trip,round_trip_receiver,True,Round trip cycle 2: C returns funds to A.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000046,21081385298452,23/03/2025,2154.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000047,21081385298452,25/03/2025,2610.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000048,21081385298452,26/03/2025,3798.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000049,21081385298452,27/03/2025,1051.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000050,21081385298452,29/03/2025,4309.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000051,21081385298452,31/03/2025,137.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000052,21081385298452,03/04/2025,11200.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000053,21081385298452,03/04/2025,141184.0,round_trip,round_trip_sender,True,Round trip cycle 3: A to B.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000054,21081385298452,05/04/2025,2377.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000055,21081385298452,06/04/2025,1800.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000056,21081385298452,08/04/2025,1496.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000057,21081385298452,10/04/2025,2052.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000058,21081385298452,11/04/2025,48754.0,round_trip,normal_context,False,Normal recurring salary/business credit.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000059,21081385298452,13/04/2025,4105.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000060,21081385298452,16/04/2025,4233.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000061,21081385298452,17/04/2025,131801.9,round_trip,round_trip_receiver,True,Round trip cycle 3: C returns funds to A.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000062,21081385298452,19/04/2025,2906.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000063,21081385298452,21/04/2025,3857.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000064,21081385298452,23/04/2025,10000.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000065,21081385298452,26/04/2025,2069.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000066,21081385298452,28/04/2025,228292.0,round_trip,round_trip_sender,True,Round trip cycle 4: A to B.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000067,21081385298452,29/04/2025,1048.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000068,21081385298452,30/04/2025,15000.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000069,21081385298452,03/05/2025,4185.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000070,21081385298452,05/05/2025,2310.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000071,21081385298452,06/05/2025,1039.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000072,21081385298452,07/05/2025,2193.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000073,21081385298452,08/05/2025,72021.0,round_trip,normal_context,False,Normal recurring salary/business credit.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000074,21081385298452,08/05/2025,99.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000075,21081385298452,08/05/2025,42000.0,round_trip,partial_connected_sender,True,Partial account receives one payment but does not participate further.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000076,21081385298452,09/05/2025,323.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000077,21081385298452,10/05/2025,216469.4,round_trip,round_trip_receiver,True,Round trip cycle 4: C returns funds to A.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000078,21081385298452,12/05/2025,3164.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000079,21081385298452,15/05/2025,3412.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000080,21081385298452,18/05/2025,8000.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000081,21081385298452,21/05/2025,15000.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000082,21081385298452,23/05/2025,18.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000083,21081385298452,24/05/2025,8000.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000084,21081385298452,27/05/2025,369.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000085,21081385298452,30/05/2025,3539.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000086,21081385298452,31/05/2025,2347.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000087,21081385298452,07/06/2025,36255.0,round_trip,normal_context,False,Normal recurring salary/business credit.
pattern_01_round_trip/rt_case_01.csv,21081385298452_000088,21081385298452,08/06/2025,226.0,round_trip,normal_context,False,Normal bank interest credit.
pattern_01_round_trip/rt_case_01.csv,51703956546_000000,51703956546,11/01/2025,69443.0,round_trip,normal_context,False,Normal recurring salary/business credit.
pattern_01_round_trip/rt_case_01.csv,51703956546_000001,51703956546,11/01/2025,3637.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000002,51703956546,14/01/2025,2210.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000003,51703956546,17/01/2025,559.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000004,51703956546,20/01/2025,2221.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000005,51703956546,22/01/2025,2424.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000006,51703956546,23/01/2025,2568.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000007,51703956546,24/01/2025,1655.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000008,51703956546,27/01/2025,4461.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000009,51703956546,28/01/2025,1256.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000010,51703956546,30/01/2025,2219.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000011,51703956546,02/02/2025,4375.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000012,51703956546,03/02/2025,5000.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000013,51703956546,04/02/2025,3995.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000014,51703956546,06/02/2025,3920.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000015,51703956546,09/02/2025,55833.0,round_trip,normal_context,False,Normal recurring salary/business credit.
pattern_01_round_trip/rt_case_01.csv,51703956546_000016,51703956546,09/02/2025,2623.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000017,51703956546,10/02/2025,835.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000018,51703956546,12/02/2025,259883.0,round_trip,round_trip_intermediary_hop1,True,Round trip cycle 1: A to B.
pattern_01_round_trip/rt_case_01.csv,51703956546_000019,51703956546,13/02/2025,1127.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000020,51703956546,14/02/2025,249498.0,round_trip,round_trip_intermediary_hop1,True,Round trip cycle 1: B to C.
pattern_01_round_trip/rt_case_01.csv,51703956546_000021,51703956546,15/02/2025,8000.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000022,51703956546,18/02/2025,2918.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000023,51703956546,20/02/2025,1654.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000024,51703956546,21/02/2025,1913.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000025,51703956546,24/02/2025,3369.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000026,51703956546,27/02/2025,190.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000027,51703956546,01/03/2025,1761.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000028,51703956546,02/03/2025,2956.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000029,51703956546,03/03/2025,1651.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000030,51703956546,05/03/2025,3205.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000031,51703956546,07/03/2025,3878.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000032,51703956546,09/03/2025,10000.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000033,51703956546,09/03/2025,229511.0,round_trip,round_trip_intermediary_hop1,True,Round trip cycle 2: A to B.
pattern_01_round_trip/rt_case_01.csv,51703956546_000034,51703956546,10/03/2025,2448.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000035,51703956546,11/03/2025,84710.0,round_trip,normal_context,False,Normal recurring salary/business credit.
pattern_01_round_trip/rt_case_01.csv,51703956546_000036,51703956546,12/03/2025,218.0,round_trip,normal_context,False,Normal bank interest credit.
pattern_01_round_trip/rt_case_01.csv,51703956546_000037,51703956546,13/03/2025,1698.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000038,51703956546,13/03/2025,222476.1,round_trip,round_trip_intermediary_hop1,True,Round trip cycle 2: B to C.
pattern_01_round_trip/rt_case_01.csv,51703956546_000039,51703956546,16/03/2025,1106.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000040,51703956546,18/03/2025,447.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000041,51703956546,19/03/2025,4443.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000042,51703956546,22/03/2025,10000.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000043,51703956546,24/03/2025,1764.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000044,51703956546,27/03/2025,1717.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000045,51703956546,30/03/2025,174.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000046,51703956546,02/04/2025,2205.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000047,51703956546,03/04/2025,979.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000048,51703956546,03/04/2025,141184.0,round_trip,round_trip_intermediary_hop1,True,Round trip cycle 3: A to B.
pattern_01_round_trip/rt_case_01.csv,51703956546_000049,51703956546,04/04/2025,1767.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000050,51703956546,05/04/2025,3636.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000051,51703956546,06/04/2025,4218.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000052,51703956546,08/04/2025,2004.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000053,51703956546,08/04/2025,132172.7,round_trip,round_trip_intermediary_hop1,True,Round trip cycle 3: B to C.
pattern_01_round_trip/rt_case_01.csv,51703956546_000054,51703956546,09/04/2025,7500.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000055,51703956546,10/04/2025,74964.0,round_trip,normal_context,False,Normal recurring salary/business credit.
pattern_01_round_trip/rt_case_01.csv,51703956546_000056,51703956546,12/04/2025,1770.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000057,51703956546,15/04/2025,5000.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000058,51703956546,18/04/2025,3348.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000059,51703956546,20/04/2025,3602.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000060,51703956546,22/04/2025,3829.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000061,51703956546,23/04/2025,4163.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000062,51703956546,24/04/2025,662.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000063,51703956546,27/04/2025,1180.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000064,51703956546,28/04/2025,228292.0,round_trip,round_trip_intermediary_hop1,True,Round trip cycle 4: A to B.
pattern_01_round_trip/rt_case_01.csv,51703956546_000065,51703956546,30/04/2025,738.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000066,51703956546,02/05/2025,1533.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000067,51703956546,03/05/2025,213319.1,round_trip,round_trip_intermediary_hop1,True,Round trip cycle 4: B to C.
pattern_01_round_trip/rt_case_01.csv,51703956546_000068,51703956546,05/05/2025,3856.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000069,51703956546,08/05/2025,3284.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000070,51703956546,10/05/2025,62222.0,round_trip,normal_context,False,Normal recurring salary/business credit.
pattern_01_round_trip/rt_case_01.csv,51703956546_000071,51703956546,10/05/2025,2512.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000072,51703956546,11/05/2025,8000.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000073,51703956546,14/05/2025,4099.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000074,51703956546,15/05/2025,2106.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000075,51703956546,16/05/2025,3612.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000076,51703956546,17/05/2025,1817.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000077,51703956546,20/05/2025,576.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000078,51703956546,22/05/2025,1757.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000079,51703956546,23/05/2025,1827.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000080,51703956546,26/05/2025,3257.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000081,51703956546,27/05/2025,1993.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000082,51703956546,30/05/2025,434.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000083,51703956546,01/06/2025,1973.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000084,51703956546,04/06/2025,1516.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000085,51703956546,05/06/2025,3778.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,51703956546_000086,51703956546,07/06/2025,43021.0,round_trip,normal_context,False,Normal recurring salary/business credit.
pattern_01_round_trip/rt_case_01.csv,51703956546_000087,51703956546,08/06/2025,25.0,round_trip,normal_context,False,Normal bank interest credit.
pattern_01_round_trip/rt_case_01.csv,76469732163180_000000,76469732163180,08/01/2025,51733.0,round_trip,normal_context,False,Normal recurring salary/business credit.
pattern_01_round_trip/rt_case_01.csv,76469732163180_000001,76469732163180,09/01/2025,2363.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,76469732163180_000002,76469732163180,12/01/2025,1982.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,76469732163180_000003,76469732163180,14/01/2025,3642.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,76469732163180_000004,76469732163180,16/01/2025,1041.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,76469732163180_000005,76469732163180,17/01/2025,809.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,76469732163180_000006,76469732163180,20/01/2025,1849.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,76469732163180_000007,76469732163180,21/01/2025,2708.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,76469732163180_000008,76469732163180,24/01/2025,1954.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,76469732163180_000009,76469732163180,27/01/2025,10000.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,76469732163180_000010,76469732163180,29/01/2025,3121.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,76469732163180_000011,76469732163180,30/01/2025,59.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,76469732163180_000012,76469732163180,02/02/2025,427.0,round_trip,normal_context,False,Normal non-pattern transaction.
pattern_01_round_trip/rt_case_01.csv,76469732163180_000013,76469732163180,03/02/2025,3198.0,round_trip,normal_context,False,Normal non-pattern transaction.
